Benchmark,Hardware Vendor	,System,# Cores,# Chips,# Cores Per Chip,# Threads Per Core,Processor ,Processor MHz,Processor Characteristics,CPU(s) Orderable,Auto Parallelization,Base Pointer Size,Peak Pointer Size,1st Level Cache,2nd Level Cache,3rd Level Cache,Other Cache,Memory,Operating System,File System,Compiler,HW Avail,SW Avail,Result,Baseline,400 Peak,400 Base,401 Peak,401 Base,403 Peak,403 Base,429 Peak,429 Base,445 Peak,445 Base,456 Peak,456 Base,458 Peak,458 Base,462 Peak,462 Base,464 Peak,464 Base,471 Peak,471 Base,473 Peak,473 Base,483 Peak,483 Base,License,Tested By,Test Sponsor,Test Date,Published,Updated ,Disclosure,Disclosures,Source,perf,# Enabled Threads Per Core,Parallel,Storage,Energy Peak Result,Energy Base Result,600 Peak,600 Base,602 Peak,602 Base,605 Peak,605 Base,620 Peak,620 Base,623 Peak,623 Base,625 Peak,625 Base,631 Peak,631 Base,641 Peak,641 Base,648 Peak,648 Base,657 Peak,657 Base,hw_avail_year,perf_per_chip
CINT2017,Huawei,Huawei CH225 V5 (Intel Xeon Gold 6152),44,2,,,Intel Xeon Gold 6152,2100,,"1,2 chips",,64-bit,32/64-bit,32 KB I + 32 KB D on chip per core,1 MB I+D on chip per core,30.25 MB I+D on chip per chip,,384 GB (24 x 16 GB 2Rx8 PC4-2666V-R),"Red Hat Enterprise Linux Server release 7.4, (Maipo), 3.10.0-693.11.6.el7.x86_64",xfs,"C/C++: Version 18.0.2.199 of Intel C/C++, Compiler for Linux;, Fortran: Version 18.0.2.199 of Intel Fortran, Compiler for Linux",Jun-2017,Mar-2018,9.41,9.08,,,,,,,,,,,,,,,,,,,,,,,,,3175,Huawei,Huawei,Aug-2018,Sep-2018,Oct-2018,"<A HREF=""/cpu2017/results/res2018q3/cpu2017-20180809-08280.html"">HTML</A> <A HREF=""/cpu2017/results/res2018q3/cpu2017-20180809-08280.csv"">CSV</A> <A HREF=""/cpu2017/results/res2018q3/cpu2017-20180809-08280.pdf"">PDF</A> <A HREF=""/cpu2017/results/res2018q3/cpu2017-20180809-08280.ps"">PS</A> <A HREF=""/cpu2017/results/res2018q3/cpu2017-20180809-08280.txt"">Text</A> <A HREF=""/cpu2017/results/res2018q3/cpu2017-20180809-08280.cfg"">Config</A>",,cint2017,84.69,1.0,Yes,"1 x 1200 GB SAS, 10000 RPM",0.0,0.0,7.53,6.24,10.1,9.78,11.6,11.5,7.49,7.18,10.2,9.59,11.3,11.2,5.28,5.28,4.31,4.31,13.5,13.4,23.6,23.1,2017,42.345
CINT2017,Huawei,Huawei CH225 V5 (Intel Xeon Gold 6154),36,2,,,Intel Xeon Gold 6154,3000,,"1,2 chips",,64-bit,32/64-bit,32 KB I + 32 KB D on chip per core,1 MB I+D on chip per core,24.75 MB I+D on chip per chip,,768 GB (24 x 32 GB 2Rx4 PC4-2666V-R),"Red Hat Enterprise Linux Server release 7.4, (Maipo), 3.10.0-693.11.6.el7.x86_64",xfs,"C/C++: Version 18.0.2.199 of Intel C/C++, Compiler for Linux;, Fortran: Version 18.0.2.199 of Intel Fortran, Compiler for Linux",Jul-2017,Mar-2018,9.25,8.91,,,,,,,,,,,,,,,,,,,,,,,,,3175,Huawei,Huawei,Sep-2018,Oct-2018,Oct-2018,"<A HREF=""/cpu2017/results/res2018q4/cpu2017-20180924-08936.html"">HTML</A> <A HREF=""/cpu2017/results/res2018q4/cpu2017-20180924-08936.csv"">CSV</A> <A HREF=""/cpu2017/results/res2018q4/cpu2017-20180924-08936.pdf"">PDF</A> <A HREF=""/cpu2017/results/res2018q4/cpu2017-20180924-08936.ps"">PS</A> <A HREF=""/cpu2017/results/res2018q4/cpu2017-20180924-08936.txt"">Text</A> <A HREF=""/cpu2017/results/res2018q4/cpu2017-20180924-08936.cfg"">Config</A>",,cint2017,83.25,1.0,Yes,"1 x 1200 GB SAS, 10000 RPM",0.0,0.0,7.53,6.21,9.61,9.32,11.2,11.2,6.78,6.58,10.2,9.51,11.2,11.1,5.27,5.27,4.32,4.32,13.5,13.4,23.6,23.1,2017,41.625
CINT2017,Huawei,Huawei CH225 V5 (Intel Xeon Platinum 8153),32,2,,,Intel Xeon Platinum 8153,2000,,"1,2 chips",,64-bit,32/64-bit,32 KB I + 32 KB D on chip per core,1 MB I+D on chip per core,22 MB I+D on chip per chip,,384 GB (24 x 16 GB 2Rx8 PC4-2666V-R),"Red Hat Enterprise Linux Server release 7.3, (Maipo), 3.10.0-693.11.6.el7.x86_64",xfs,"C/C++: Version 18.0.2.199 of Intel C/C++, Compiler for Linux;, Fortran: Version 18.0.2.199 of Intel Fortran, Compiler for Linux",Jul-2017,Mar-2018,7.28,7.01,,,,,,,,,,,,,,,,,,,,,,,,,3175,Huawei,Huawei,Sep-2018,Oct-2018,Oct-2018,"<A HREF=""/cpu2017/results/res2018q4/cpu2017-20180927-08950.html"">HTML</A> <A HREF=""/cpu2017/results/res2018q4/cpu2017-20180927-08950.csv"">CSV</A> <A HREF=""/cpu2017/results/res2018q4/cpu2017-20180927-08950.pdf"">PDF</A> <A HREF=""/cpu2017/results/res2018q4/cpu2017-20180927-08950.ps"">PS</A> <A HREF=""/cpu2017/results/res2018q4/cpu2017-20180927-08950.txt"">Text</A> <A HREF=""/cpu2017/results/res2018q4/cpu2017-20180927-08950.cfg"">Config</A>",,cint2017,65.52,1.0,Yes,"1 x 1200 GB SAS, 10000 RPM",0.0,0.0,5.82,4.78,7.97,7.75,9.41,9.36,5.65,5.42,7.78,7.39,8.51,8.44,4.14,4.14,3.27,3.27,10.2,10.0,18.5,18.1,2017,32.76
CINT2017,Huawei,Huawei CH225 V5 (Intel Xeon Platinum 8158),24,2,,,Intel Xeon Platinum 8158,3000,,"1,2 chips",,64-bit,32/64-bit,32 KB I + 32 KB D on chip per core,1 MB I+D on chip per core,24.75 MB I+D on chip per chip,,384 GB (24 x 16 GB 2Rx8 PC4-2666V-R),"Red Hat Enterprise Linux Server release 7.3, (Maipo), 3.10.0-693.11.6.el7.x86_64",xfs,"C/C++: Version 18.0.2.199 of Intel C/C++, Compiler for Linux;, Fortran: Version 18.0.2.199 of Intel Fortran, Compiler for Linux",Jul-2017,Mar-2018,9.02,8.71,,,,,,,,,,,,,,,,,,,,,,,,,3175,Huawei,Huawei,Oct-2018,Oct-2018,Oct-2018,"<A HREF=""/cpu2017/results/res2018q4/cpu2017-20181011-09151.html"">HTML</A> <A HREF=""/cpu2017/results/res2018q4/cpu2017-20181011-09151.csv"">CSV</A> <A HREF=""/cpu2017/results/res2018q4/cpu2017-20181011-09151.pdf"">PDF</A> <A HREF=""/cpu2017/results/res2018q4/cpu2017-20181011-09151.ps"">PS</A> <A HREF=""/cpu2017/results/res2018q4/cpu2017-20181011-09151.txt"">Text</A> <A HREF=""/cpu2017/results/res2018q4/cpu2017-20181011-09151.cfg"">Config</A>",,cint2017,81.17999999999999,1.0,Yes,"1 x 1200 GB SAS, 10000 RPM",0.0,0.0,7.35,6.07,9.75,9.5,11.4,11.3,6.69,6.55,9.93,9.3,10.4,10.4,5.16,5.16,4.2,4.2,13.1,13.1,22.1,21.4,2017,40.589999999999996
CINT2017,Huawei,Huawei CH225 V5 (Intel Xeon Platinum 8160),48,2,,,Intel Xeon Platinum 8160,2100,,"1,2 chips",,64-bit,32/64-bit,32 KB I + 32 KB D on chip per core,1 MB I+D on chip per core,33 MB I+D on chip per chip,,384 GB (24 x 16 GB 2Rx8 PC4-2666V-R),"Red Hat Enterprise Linux Server release 7.3, (Maipo), 3.10.0-693.11.6.el7.x86_64",xfs,"C/C++: Version 18.0.2.199 of Intel C/C++, Compiler for Linux;, Fortran: Version 18.0.2.199 of Intel Fortran, Compiler for Linux",Jul-2017,Mar-2018,9.27,8.95,,,,,,,,,,,,,,,,,,,,,,,,,3175,Huawei,Huawei,Oct-2018,Oct-2018,Oct-2018,"<A HREF=""/cpu2017/results/res2018q4/cpu2017-20181015-09202.html"">HTML</A> <A HREF=""/cpu2017/results/res2018q4/cpu2017-20181015-09202.csv"">CSV</A> <A HREF=""/cpu2017/results/res2018q4/cpu2017-20181015-09202.pdf"">PDF</A> <A HREF=""/cpu2017/results/res2018q4/cpu2017-20181015-09202.ps"">PS</A> <A HREF=""/cpu2017/results/res2018q4/cpu2017-20181015-09202.txt"">Text</A> <A HREF=""/cpu2017/results/res2018q4/cpu2017-20181015-09202.cfg"">Config</A>",,cint2017,83.42999999999999,1.0,Yes,"1 x 1200 GB SAS, 10000 RPM",0.0,0.0,7.53,6.21,9.7,9.44,11.1,11.0,7.29,7.18,10.2,9.5,11.2,11.1,5.22,5.22,4.31,4.31,13.5,13.4,23.1,22.4,2017,41.714999999999996
CINT2017,Huawei,Huawei CH225 V5 (Intel Xeon Platinum 8164),52,2,,,Intel Xeon Platinum 8164,2000,,"1,2 chips",,64-bit,32/64-bit,32 KB I + 32 KB D on chip per core,1 MB I+D on chip per core,35.75 MB I+D on chip per chip,,768 GB (24 x 32 GB 2Rx4 PC4-2666V-R),"Red Hat Enterprise Linux Server release 7.4, (Maipo), 3.10.0-693.11.6.el7.x86_64",xfs,"C/C++: Version 18.0.2.199 of Intel C/C++, Compiler for Linux;, Fortran: Version 18.0.2.199 of Intel Fortran, Compiler for Linux",Jul-2017,Mar-2018,9.46,9.11,,,,,,,,,,,,,,,,,,,,,,,,,3175,Huawei,Huawei,Oct-2018,Oct-2018,Oct-2018,"<A HREF=""/cpu2017/results/res2018q4/cpu2017-20181011-09153.html"">HTML</A> <A HREF=""/cpu2017/results/res2018q4/cpu2017-20181011-09153.csv"">CSV</A> <A HREF=""/cpu2017/results/res2018q4/cpu2017-20181011-09153.pdf"">PDF</A> <A HREF=""/cpu2017/results/res2018q4/cpu2017-20181011-09153.ps"">PS</A> <A HREF=""/cpu2017/results/res2018q4/cpu2017-20181011-09153.txt"">Text</A> <A HREF=""/cpu2017/results/res2018q4/cpu2017-20181011-09153.cfg"">Config</A>",,cint2017,85.14000000000001,1.0,Yes,"1 x 1200 GB SAS, 10000 RPM",0.0,0.0,7.57,6.24,9.83,9.46,11.3,11.3,7.93,7.61,10.2,9.52,11.3,11.2,5.29,5.29,4.32,4.32,13.5,13.5,24.1,23.5,2017,42.57000000000001
CINT2017,Huawei,Huawei CH225 V5 (Intel Xeon Platinum 8168),48,2,,,Intel Xeon Platinum 8168,2700,,"1,2 chips",,64-bit,32/64-bit,32 KB I + 32 KB D on chip per core,1 MB I+D on chip per core,33 MB I+D on chip per chip,,384 GB (24 x 16 GB 2Rx8 PC4-2666V-R),"Red Hat Enterprise Linux Server release 7.4, (Maipo), 3.10.0-693.11.6.el7.x86_64",xfs,"C/C++: Version 18.0.2.199 of Intel C/C++, Compiler for Linux;, Fortran: Version 18.0.2.199 of Intel Fortran, Compiler for Linux",Jul-2017,Mar-2018,9.43,9.11,,,,,,,,,,,,,,,,,,,,,,,,,3175,Huawei,Huawei,Jul-2018,Sep-2018,Oct-2018,"<A HREF=""/cpu2017/results/res2018q3/cpu2017-20180809-08286.html"">HTML</A> <A HREF=""/cpu2017/results/res2018q3/cpu2017-20180809-08286.csv"">CSV</A> <A HREF=""/cpu2017/results/res2018q3/cpu2017-20180809-08286.pdf"">PDF</A> <A HREF=""/cpu2017/results/res2018q3/cpu2017-20180809-08286.ps"">PS</A> <A HREF=""/cpu2017/results/res2018q3/cpu2017-20180809-08286.txt"">Text</A> <A HREF=""/cpu2017/results/res2018q3/cpu2017-20180809-08286.cfg"">Config</A>",,cint2017,84.87,1.0,Yes,"1 x 1200 GB SAS, 10000 RPM",0.0,0.0,7.51,6.19,10.0,9.78,11.6,11.5,7.47,7.27,10.1,9.58,11.3,11.2,5.29,5.29,4.31,4.31,13.5,13.5,24.1,23.5,2017,42.435
CINT2017,Huawei,Huawei CH225 V5 (Intel Xeon Platinum 8170),52,2,,,Intel Xeon Platinum 8170,2100,,"1,2 chips",,64-bit,32/64-bit,32 KB I + 32 KB D on chip per core,1 MB I+D on chip per core,35.75 MB I+D on chip per chip,,384 GB (24 x 16 GB 2Rx8 PC4-2666V-R),"Red Hat Enterprise Linux Server release 7.3, (Maipo), 3.10.0-693.11.6.el7.x86_64",xfs,"C/C++: Version 18.0.2.199 of Intel C/C++, Compiler for Linux;, Fortran: Version 18.0.2.199 of Intel Fortran, Compiler for Linux",Jul-2017,Mar-2018,9.47,9.13,,,,,,,,,,,,,,,,,,,,,,,,,3175,Huawei,Huawei,Sep-2018,Oct-2018,Oct-2018,"<A HREF=""/cpu2017/results/res2018q4/cpu2017-20180924-08932.html"">HTML</A> <A HREF=""/cpu2017/results/res2018q4/cpu2017-20180924-08932.csv"">CSV</A> <A HREF=""/cpu2017/results/res2018q4/cpu2017-20180924-08932.pdf"">PDF</A> <A HREF=""/cpu2017/results/res2018q4/cpu2017-20180924-08932.ps"">PS</A> <A HREF=""/cpu2017/results/res2018q4/cpu2017-20180924-08932.txt"">Text</A> <A HREF=""/cpu2017/results/res2018q4/cpu2017-20180924-08932.cfg"">Config</A>",,cint2017,85.23,1.0,Yes,"1 x 1200 GB SAS, 10000 RPM",0.0,0.0,7.55,6.22,10.1,9.81,11.6,11.5,7.86,7.54,10.1,9.52,11.3,11.3,5.27,5.27,4.31,4.31,13.4,13.4,24.0,23.3,2017,42.615
CINT2017,Huawei,Huawei CH225 V5 (Intel Xeon Platinum 8176),56,2,,,Intel Xeon Platinum 8176,2100,,"1,2 chips",,64-bit,32/64-bit,32 KB I + 32 KB D on chip per core,1 MB I+D on chip per core,38.5 MB I+D on chip per chip,,768 GB (24 x 32 GB 2Rx4 PC4-2666V-R),"Red Hat Enterprise Linux Server release 7.4, (Maipo), 3.10.0-693.11.6.el7.x86_64",xfs,"C/C++: Version 18.0.2.199 of Intel C/C++, Compiler for Linux;, Fortran: Version 18.0.2.199 of Intel Fortran, Compiler for Linux",Jul-2017,Mar-2018,9.64,9.28,,,,,,,,,,,,,,,,,,,,,,,,,3175,Huawei,Huawei,Sep-2018,Oct-2018,Oct-2018,"<A HREF=""/cpu2017/results/res2018q4/cpu2017-20180927-08946.html"">HTML</A> <A HREF=""/cpu2017/results/res2018q4/cpu2017-20180927-08946.csv"">CSV</A> <A HREF=""/cpu2017/results/res2018q4/cpu2017-20180927-08946.pdf"">PDF</A> <A HREF=""/cpu2017/results/res2018q4/cpu2017-20180927-08946.ps"">PS</A> <A HREF=""/cpu2017/results/res2018q4/cpu2017-20180927-08946.txt"">Text</A> <A HREF=""/cpu2017/results/res2018q4/cpu2017-20180927-08946.cfg"">Config</A>",,cint2017,86.76,1.0,Yes,"1 x 1200 GB SAS, 10000 RPM",0.0,0.0,7.73,6.38,9.99,9.64,11.6,11.4,8.16,7.79,10.4,9.75,11.4,11.3,5.39,5.39,4.43,4.43,13.9,13.8,24.3,23.8,2017,43.38
CINT2017,Huawei,Huawei CH225 V5 (Intel Xeon Platinum 8180),56,2,,,Intel Xeon Platinum 8180,2500,,"1,2 chips",,64-bit,32/64-bit,32 KB I + 32 KB D on chip per core,1 MB I+D on chip per core,38.5 MB I+D on chip per chip,,384 GB (24 x 16 GB 2Rx8 PC4-2666V-R),"Red Hat Enterprise Linux Server release 7.4, (Maipo), 3.10.0-693.11.6.el7.x86_64",xfs,"C/C++: Version 18.0.2.199 of Intel C/C++, Compiler for Linux;, Fortran: Version 18.0.2.199 of Intel Fortran, Compiler for Linux",Jul-2017,Mar-2018,9.7,9.36,,,,,,,,,,,,,,,,,,,,,,,,,3175,Huawei,Huawei,Jul-2018,Sep-2018,Oct-2018,"<A HREF=""/cpu2017/results/res2018q3/cpu2017-20180809-08292.html"">HTML</A> <A HREF=""/cpu2017/results/res2018q3/cpu2017-20180809-08292.csv"">CSV</A> <A HREF=""/cpu2017/results/res2018q3/cpu2017-20180809-08292.pdf"">PDF</A> <A HREF=""/cpu2017/results/res2018q3/cpu2017-20180809-08292.ps"">PS</A> <A HREF=""/cpu2017/results/res2018q3/cpu2017-20180809-08292.txt"">Text</A> <A HREF=""/cpu2017/results/res2018q3/cpu2017-20180809-08292.cfg"">Config</A>",,cint2017,87.3,1.0,Yes,"1 x 1200 GB SAS, 10000 RPM",0.0,0.0,7.7,6.36,10.3,10.0,11.9,11.8,8.08,7.89,10.4,9.76,11.4,11.3,5.4,5.4,4.43,4.43,13.9,13.8,24.8,24.1,2017,43.65
CINT2017,Huawei,Huawei CH225 V5 (Intel Xeon Silver 4108),16,2,,,Intel Xeon Silver 4108,1800,,"1,2 chips",,64-bit,32/64-bit,32 KB I + 32 KB D on chip per core,1 MB I+D on chip per core,11 MB I+D on chip per chip,,"768 GB (24 x 32 GB 2Rx4 PC4-2666V-R, running at 2400)","Red Hat Enterprise Linux Server release 7.4, (Maipo), 3.10.0-693.11.6.el7.x86_64",xfs,"C/C++: Version 18.0.2.199 of Intel C/C++, Compiler for Linux;, Fortran: Version 18.0.2.199 of Intel Fortran, Compiler for Linux",Jul-2017,Mar-2018,7.21,6.95,,,,,,,,,,,,,,,,,,,,,,,,,3175,Huawei,Huawei,Aug-2018,Sep-2018,Oct-2018,"<A HREF=""/cpu2017/results/res2018q3/cpu2017-20180831-08715.html"">HTML</A> <A HREF=""/cpu2017/results/res2018q3/cpu2017-20180831-08715.csv"">CSV</A> <A HREF=""/cpu2017/results/res2018q3/cpu2017-20180831-08715.pdf"">PDF</A> <A HREF=""/cpu2017/results/res2018q3/cpu2017-20180831-08715.ps"">PS</A> <A HREF=""/cpu2017/results/res2018q3/cpu2017-20180831-08715.txt"">Text</A> <A HREF=""/cpu2017/results/res2018q3/cpu2017-20180831-08715.cfg"">Config</A>",,cint2017,64.89,1.0,Yes,"1 x 1200 GB SAS, 10000 RPM",0.0,0.0,5.92,4.88,7.84,7.65,9.52,9.45,4.51,4.36,8.2,7.6,8.96,8.9,4.35,4.35,3.5,3.5,10.9,10.9,15.7,15.2,2017,32.445
CINT2017,Huawei,Huawei CH225 V5 (Intel Xeon Silver 4110),16,2,,,Intel Xeon Silver 4110,2100,,"1,2 chips",,64-bit,32/64-bit,32 KB I + 32 KB D on chip per core,1 MB I+D on chip per core,11 MB I+D on chip per chip,,"768 GB (24 x 32 GB 2Rx4 PC4-2666V-R, running at 2400)","Red Hat Enterprise Linux Server release 7.4, (Maipo), 3.10.0-693.11.6.el7.x86_64",xfs,"C/C++: Version 18.0.2.199 of Intel C/C++, Compiler for Linux;, Fortran: Version 18.0.2.199 of Intel Fortran, Compiler for Linux",Jul-2017,Mar-2018,7.17,6.91,,,,,,,,,,,,,,,,,,,,,,,,,3175,Huawei,Huawei,Sep-2018,Oct-2018,Oct-2018,"<A HREF=""/cpu2017/results/res2018q4/cpu2017-20180911-08843.html"">HTML</A> <A HREF=""/cpu2017/results/res2018q4/cpu2017-20180911-08843.csv"">CSV</A> <A HREF=""/cpu2017/results/res2018q4/cpu2017-20180911-08843.pdf"">PDF</A> <A HREF=""/cpu2017/results/res2018q4/cpu2017-20180911-08843.ps"">PS</A> <A HREF=""/cpu2017/results/res2018q4/cpu2017-20180911-08843.txt"">Text</A> <A HREF=""/cpu2017/results/res2018q4/cpu2017-20180911-08843.cfg"">Config</A>",,cint2017,64.53,1.0,Yes,"1 x 1200 GB SAS, 10000 RPM",0.0,0.0,5.9,4.9,7.54,7.27,9.27,9.18,4.41,4.31,8.18,7.57,8.94,8.88,4.34,4.34,3.5,3.5,10.9,10.9,16.2,15.8,2017,32.265
CINT2017,Huawei,Huawei CH225 V5 (Intel Xeon Silver 4112),8,2,,,Intel Xeon Silver 4112,2600,,"1,2 chips",,64-bit,32/64-bit,32 KB I + 32 KB D on chip per core,1 MB I+D on chip per core,8.25 MB I+D on chip per chip,,"384 GB (24 x 16 GB 2Rx8 PC4-2666V-R, running at 2400)","Red Hat Enterprise Linux Server release 7.4, (Maipo), 3.10.0-693.11.6.el7.x86_64",xfs,"C/C++: Version 18.0.2.199 of Intel C/C++, Compiler for Linux;, Fortran: Version 18.0.2.199 of Intel Fortran, Compiler for Linux",Jul-2017,Mar-2018,6.94,6.68,,,,,,,,,,,,,,,,,,,,,,,,,3175,Huawei,Huawei,Aug-2018,Sep-2018,Oct-2018,"<A HREF=""/cpu2017/results/res2018q3/cpu2017-20180831-08719.html"">HTML</A> <A HREF=""/cpu2017/results/res2018q3/cpu2017-20180831-08719.csv"">CSV</A> <A HREF=""/cpu2017/results/res2018q3/cpu2017-20180831-08719.pdf"">PDF</A> <A HREF=""/cpu2017/results/res2018q3/cpu2017-20180831-08719.ps"">PS</A> <A HREF=""/cpu2017/results/res2018q3/cpu2017-20180831-08719.txt"">Text</A> <A HREF=""/cpu2017/results/res2018q3/cpu2017-20180831-08719.cfg"">Config</A>",,cint2017,62.46,1.0,Yes,"1 x 1200 GB SAS, 10000 RPM",0.0,0.0,5.76,4.78,7.65,7.46,9.57,9.47,4.3,4.17,8.14,7.53,8.94,8.88,4.35,4.35,3.5,3.5,11.0,10.9,11.7,11.4,2017,31.23
CINT2017,Huawei,Huawei CH225 V5 (Intel Xeon Silver 4114),20,2,,,Intel Xeon Silver 4114,2200,,"1,2 chips",,64-bit,32/64-bit,32 KB I + 32 KB D on chip per core,1 MB I+D on chip per core,13.75 MB I+D on chip per chip,,"384 GB (24 x 16 GB 2Rx8 PC4-2666V-R, running at 2400)","Red Hat Enterprise Linux Server release 7.4, (Maipo), 3.10.0-693.11.6.el7.x86_64",xfs,"C/C++: Version 18.0.2.199 of Intel C/C++, Compiler for Linux;, Fortran: Version 18.0.2.199 of Intel Fortran, Compiler for Linux",Jul-2017,Mar-2018,7.39,7.12,,,,,,,,,,,,,,,,,,,,,,,,,3175,Huawei,Huawei,Sep-2018,Oct-2018,Oct-2018,"<A HREF=""/cpu2017/results/res2018q4/cpu2017-20180904-08813.html"">HTML</A> <A HREF=""/cpu2017/results/res2018q4/cpu2017-20180904-08813.csv"">CSV</A> <A HREF=""/cpu2017/results/res2018q4/cpu2017-20180904-08813.pdf"">PDF</A> <A HREF=""/cpu2017/results/res2018q4/cpu2017-20180904-08813.ps"">PS</A> <A HREF=""/cpu2017/results/res2018q4/cpu2017-20180904-08813.txt"">Text</A> <A HREF=""/cpu2017/results/res2018q4/cpu2017-20180904-08813.cfg"">Config</A>",,cint2017,66.50999999999999,1.0,Yes,"1 x 1200 GB SAS, 10000 RPM",0.0,0.0,6.04,4.97,7.98,7.78,9.63,9.56,4.78,4.62,8.26,7.71,9.01,8.94,4.36,4.36,3.5,3.5,11.0,10.9,17.7,17.1,2017,33.254999999999995
CINT2017,Huawei,Huawei CH225 V5 (Intel Xeon Silver 4116),24,2,,,Intel Xeon Silver 4116,2100,,"1,2 chips",,64-bit,32/64-bit,32 KB I + 32 KB D on chip per core,1 MB I+D on chip per core,16.5 MB I+D on chip per chip,,"768 GB (24 x 32 GB 2Rx4 PC4-2666V-R, running at 2400)","Red Hat Enterprise Linux Server release 7.4, (Maipo), 3.10.0-693.11.6.el7.x86_64",xfs,"C/C++: Version 18.0.2.199 of Intel C/C++, Compiler for Linux;, Fortran: Version 18.0.2.199 of Intel Fortran, Compiler for Linux",Jul-2017,Mar-2018,7.36,7.11,,,,,,,,,,,,,,,,,,,,,,,,,3175,Huawei,Huawei,Sep-2018,Oct-2018,Oct-2018,"<A HREF=""/cpu2017/results/res2018q4/cpu2017-20180920-08926.html"">HTML</A> <A HREF=""/cpu2017/results/res2018q4/cpu2017-20180920-08926.csv"">CSV</A> <A HREF=""/cpu2017/results/res2018q4/cpu2017-20180920-08926.pdf"">PDF</A> <A HREF=""/cpu2017/results/res2018q4/cpu2017-20180920-08926.ps"">PS</A> <A HREF=""/cpu2017/results/res2018q4/cpu2017-20180920-08926.txt"">Text</A> <A HREF=""/cpu2017/results/res2018q4/cpu2017-20180920-08926.cfg"">Config</A>",,cint2017,66.24000000000001,1.0,Yes,"1 x 1200 GB SAS, 10000 RPM",0.0,0.0,6.06,5.01,7.7,7.54,9.3,9.21,4.89,4.77,8.26,7.7,8.99,8.93,4.33,4.33,3.5,3.5,11.0,10.9,17.8,17.5,2017,33.120000000000005
CINT2017,Huawei,Huawei CH242 V5 (Intel Xeon Gold 5115),40,4,,,Intel Xeon Gold 5115,2400,,"2,4 chips",,64-bit,32/64-bit,32 KB I + 32 KB D on chip per core,1 MB I+D on chip per core,13.75 MB I+D on chip per chip,,"1536 GB (48 x 32 GB 2Rx4 PC4-2666V-R, running at 2400)","Red Hat Enterprise Linux Server release 7.3, (Maipo), 3.10.0-693.11.6.el7.x86_64",xfs,"C/C++: Version 18.0.0.128 of Intel C/C++, Compiler for Linux;, Fortran: Version 18.0.0.128 of Intel Fortran, Compiler for Linux",Jul-2017,Jan-2018,7.59,7.37,,,,,,,,,,,,,,,,,,,,,,,,,3175,Huawei,Huawei,Jun-2018,Jul-2018,Oct-2018,"<A HREF=""/cpu2017/results/res2018q3/cpu2017-20180619-07122.html"">HTML</A> <A HREF=""/cpu2017/results/res2018q3/cpu2017-20180619-07122.csv"">CSV</A> <A HREF=""/cpu2017/results/res2018q3/cpu2017-20180619-07122.pdf"">PDF</A> <A HREF=""/cpu2017/results/res2018q3/cpu2017-20180619-07122.ps"">PS</A> <A HREF=""/cpu2017/results/res2018q3/cpu2017-20180619-07122.txt"">Text</A> <A HREF=""/cpu2017/results/res2018q3/cpu2017-20180619-07122.cfg"">Config</A>",,cint2017,68.31,1.0,Yes,"1 x 1200 GB SAS, 10000 RPM",0.0,0.0,6.29,5.26,7.5,7.43,9.42,9.42,4.43,4.36,8.81,8.15,9.78,9.76,4.4,4.39,3.73,3.73,11.6,11.6,19.7,19.4,2017,17.0775
CINT2017,Huawei,Huawei CH242 V5 (Intel Xeon Gold 5118),48,4,,,Intel Xeon Gold 5118,2300,,"2,4 chips",,64-bit,32/64-bit,32 KB I + 32 KB D on chip per core,1 MB I+D on chip per core,16.5 MB I+D on chip per chip,,"1536 GB (48 x 32 GB 2Rx4 PC4-2666V-R, running at 2400)","Red Hat Enterprise Linux Server release 7.3, (Maipo), 3.10.0-693.11.6.el7.x86_64",xfs,"C/C++: Version 18.0.0.128 of Intel C/C++, Compiler for Linux;, Fortran: Version 18.0.0.128 of Intel Fortran, Compiler for Linux",Jul-2017,Jan-2018,7.76,7.53,,,,,,,,,,,,,,,,,,,,,,,,,3175,Huawei,Huawei,Jul-2018,Aug-2018,Oct-2018,"<A HREF=""/cpu2017/results/res2018q3/cpu2017-20180712-07855.html"">HTML</A> <A HREF=""/cpu2017/results/res2018q3/cpu2017-20180712-07855.csv"">CSV</A> <A HREF=""/cpu2017/results/res2018q3/cpu2017-20180712-07855.pdf"">PDF</A> <A HREF=""/cpu2017/results/res2018q3/cpu2017-20180712-07855.ps"">PS</A> <A HREF=""/cpu2017/results/res2018q3/cpu2017-20180712-07855.txt"">Text</A> <A HREF=""/cpu2017/results/res2018q3/cpu2017-20180712-07855.cfg"">Config</A>",,cint2017,69.84,1.0,Yes,"1 x 1200 GB SAS, 10000 RPM",0.0,0.0,6.39,5.31,8.21,7.99,9.77,9.77,4.68,4.61,8.81,8.24,9.8,9.8,4.4,4.4,3.73,3.73,11.6,11.5,20.0,19.9,2017,17.46
