Benchmark,Hardware Vendor	,System,# Cores,# Chips,# Cores Per Chip,# Threads Per Core,Processor ,Processor MHz,Processor Characteristics,CPU(s) Orderable,Auto Parallelization,Base Pointer Size,Peak Pointer Size,1st Level Cache,2nd Level Cache,3rd Level Cache,Other Cache,Memory,Operating System,File System,Compiler,HW Avail,SW Avail,Result,Baseline,400 Peak,400 Base,401 Peak,401 Base,403 Peak,403 Base,429 Peak,429 Base,445 Peak,445 Base,456 Peak,456 Base,458 Peak,458 Base,462 Peak,462 Base,464 Peak,464 Base,471 Peak,471 Base,473 Peak,473 Base,483 Peak,483 Base,License,Tested By,Test Sponsor,Test Date,Published,Updated ,Disclosure,Disclosures,Source,perf,# Enabled Threads Per Core,Parallel,Storage,Energy Peak Result,Energy Base Result,600 Peak,600 Base,602 Peak,602 Base,605 Peak,605 Base,620 Peak,620 Base,623 Peak,623 Base,625 Peak,625 Base,631 Peak,631 Base,641 Peak,641 Base,648 Peak,648 Base,657 Peak,657 Base,hw_avail_year,perf_per_chip
CINT2017,Huawei,Huawei CH242 V5 (Intel Xeon Gold 5120),56,4,,,Intel Xeon Gold 5120,2200,,"2,4 chips",,64-bit,32/64-bit,32 KB I + 32 KB D on chip per core,1 MB I+D on chip per core,19.25 MB I+D on chip per chip,,"1536 GB (48 x 32 GB 2Rx4 PC4-2666V-R, running at 2400)","Red Hat Enterprise Linux Server release 7.3, (Maipo), 3.10.0-693.11.6.el7.x86_64",xfs,"C/C++: Version 18.0.0.128 of Intel C/C++, Compiler for Linux;, Fortran: Version 18.0.0.128 of Intel Fortran, Compiler for Linux",Jul-2017,Jan-2018,7.85,7.6,,,,,,,,,,,,,,,,,,,,,,,,,3175,Huawei,Huawei,Jun-2018,Jul-2018,Oct-2018,"<A HREF=""/cpu2017/results/res2018q3/cpu2017-20180626-07501.html"">HTML</A> <A HREF=""/cpu2017/results/res2018q3/cpu2017-20180626-07501.csv"">CSV</A> <A HREF=""/cpu2017/results/res2018q3/cpu2017-20180626-07501.pdf"">PDF</A> <A HREF=""/cpu2017/results/res2018q3/cpu2017-20180626-07501.ps"">PS</A> <A HREF=""/cpu2017/results/res2018q3/cpu2017-20180626-07501.txt"">Text</A> <A HREF=""/cpu2017/results/res2018q3/cpu2017-20180626-07501.cfg"">Config</A>",,cint2017,70.64999999999999,1.0,Yes,"1 x 1200 GB SAS, 10000 RPM",0.0,0.0,6.45,5.36,8.34,8.11,9.78,9.78,5.04,4.93,8.89,8.29,9.85,9.84,4.38,4.38,3.73,3.73,11.6,11.6,20.1,19.8,2017,17.662499999999998
CINT2017,Huawei,Huawei CH242 V5 (Intel Xeon Gold 5122),16,4,,,Intel Xeon Gold 5122,3600,,"2,4 chips",,64-bit,32/64-bit,32 KB I + 32 KB D on chip per core,1 MB I+D on chip per core,16.5 MB I+D on chip per chip,,1536 GB (48 x 32 GB 2Rx4 PC4-2666V-R),"Red Hat Enterprise Linux Server release 7.3, (Maipo), 3.10.0-693.11.6.el7.x86_64",xfs,"C/C++: Version 18.0.0.128 of Intel C/C++, Compiler for Linux;, Fortran: Version 18.0.0.128 of Intel Fortran, Compiler for Linux",Jul-2017,Jan-2018,8.76,8.46,,,,,,,,,,,,,,,,,,,,,,,,,3175,Huawei,Huawei,Jul-2018,Jul-2018,Oct-2018,"<A HREF=""/cpu2017/results/res2018q3/cpu2017-20180704-07537.html"">HTML</A> <A HREF=""/cpu2017/results/res2018q3/cpu2017-20180704-07537.csv"">CSV</A> <A HREF=""/cpu2017/results/res2018q3/cpu2017-20180704-07537.pdf"">PDF</A> <A HREF=""/cpu2017/results/res2018q3/cpu2017-20180704-07537.ps"">PS</A> <A HREF=""/cpu2017/results/res2018q3/cpu2017-20180704-07537.txt"">Text</A> <A HREF=""/cpu2017/results/res2018q3/cpu2017-20180704-07537.cfg"">Config</A>",,cint2017,78.84,1.0,Yes,"1 x 1200 GB SAS, 10000 RPM",0.0,0.0,7.26,6.12,9.3,8.99,11.1,11.0,5.21,5.09,10.2,9.44,11.3,11.3,5.01,5.01,4.31,4.31,13.5,13.5,20.3,19.6,2017,19.71
CINT2017,Huawei,Huawei CH242 V5 (Intel Xeon Gold 6126),48,4,,,Intel Xeon Gold 6126,2600,,"2,4 chips",,64-bit,32/64-bit,32 KB I + 32 KB D on chip per core,1 MB I+D on chip per core,19.25 MB I+D on chip per chip,,1536 GB (48 x 32 GB 2Rx4 PC4-2666V-R),"Red Hat Enterprise Linux Server release 7.3, (Maipo), 3.10.0-693.11.6.el7.x86_64",xfs,"C/C++: Version 18.0.0.128 of Intel C/C++, Compiler for Linux;, Fortran: Version 18.0.0.128 of Intel Fortran, Compiler for Linux",Jul-2017,Jan-2018,8.92,8.65,,,,,,,,,,,,,,,,,,,,,,,,,3175,Huawei,Huawei,May-2018,Jun-2018,Oct-2018,"<A HREF=""/cpu2017/results/res2018q2/cpu2017-20180605-06634.html"">HTML</A> <A HREF=""/cpu2017/results/res2018q2/cpu2017-20180605-06634.csv"">CSV</A> <A HREF=""/cpu2017/results/res2018q2/cpu2017-20180605-06634.pdf"">PDF</A> <A HREF=""/cpu2017/results/res2018q2/cpu2017-20180605-06634.ps"">PS</A> <A HREF=""/cpu2017/results/res2018q2/cpu2017-20180605-06634.txt"">Text</A> <A HREF=""/cpu2017/results/res2018q2/cpu2017-20180605-06634.cfg"">Config</A>",,cint2017,80.28,1.0,Yes,"1 x 1200 GB SAS, 10000 RPM",0.0,0.0,7.37,6.18,8.99,8.75,10.7,10.7,5.57,5.5,10.2,9.49,11.4,11.4,5.11,5.11,4.31,4.31,13.5,13.5,23.5,23.0,2017,20.07
CINT2017,Huawei,Huawei CH242 V5 (Intel Xeon Gold 6130),64,4,,,Intel Xeon Gold 6130,2100,,"1,2 chips",,64-bit,32/64-bit,32 KB I + 32 KB D on chip per core,1 MB I+D on chip per core,22 MB I+D on chip per chip,,1536 GB (48 x 32 GB 2Rx4 PC4-2666V-R),"Red Hat Enterprise Linux Server release 7.3, (Maipo), 3.10.0-693.11.6.el7.x86_64",xfs,"C/C++: Version 18.0.0.128 of Intel C/C++, Compiler for Linux;, Fortran: Version 18.0.0.128 of Intel Fortran, Compiler for Linux",Jul-2017,Jan-2018,9.03,8.73,,,,,,,,,,,,,,,,,,,,,,,,,3175,Huawei,Huawei,May-2018,Jun-2018,Oct-2018,"<A HREF=""/cpu2017/results/res2018q2/cpu2017-20180525-05796.html"">HTML</A> <A HREF=""/cpu2017/results/res2018q2/cpu2017-20180525-05796.csv"">CSV</A> <A HREF=""/cpu2017/results/res2018q2/cpu2017-20180525-05796.pdf"">PDF</A> <A HREF=""/cpu2017/results/res2018q2/cpu2017-20180525-05796.ps"">PS</A> <A HREF=""/cpu2017/results/res2018q2/cpu2017-20180525-05796.txt"">Text</A> <A HREF=""/cpu2017/results/res2018q2/cpu2017-20180525-05796.cfg"">Config</A>",,cint2017,81.27,1.0,Yes,"1 x 1200 GB SAS, 10000 RPM",0.0,0.0,7.44,6.19,9.24,8.86,10.6,10.6,6.02,5.9,10.2,9.51,11.5,11.5,5.1,5.1,4.31,4.31,13.5,13.4,23.7,23.3,2017,20.3175
CINT2017,Huawei,Huawei CH242 V5 (Intel Xeon Gold 6132),56,4,,,Intel Xeon Gold 6132,2600,,"2,4 chips",,64-bit,32/64-bit,32 KB I + 32 KB D on chip per core,1 MB I+D on chip per core,19.25 MB I+D on chip per chip,,1536 GB (48 x 32 GB 2Rx4 PC4-2666V-R),"Red Hat Enterprise Linux Server release 7.3, (Maipo), 3.10.0-693.11.6.el7.x86_64",xfs,"C/C++: Version 18.0.0.128 of Intel C/C++, Compiler for Linux;, Fortran: Version 18.0.0.128 of Intel Fortran, Compiler for Linux",Jul-2017,Jan-2018,8.87,8.62,,,,,,,,,,,,,,,,,,,,,,,,,3175,Huawei,Huawei,Jun-2018,Jun-2018,Oct-2018,"<A HREF=""/cpu2017/results/res2018q2/cpu2017-20180606-06652.html"">HTML</A> <A HREF=""/cpu2017/results/res2018q2/cpu2017-20180606-06652.csv"">CSV</A> <A HREF=""/cpu2017/results/res2018q2/cpu2017-20180606-06652.pdf"">PDF</A> <A HREF=""/cpu2017/results/res2018q2/cpu2017-20180606-06652.ps"">PS</A> <A HREF=""/cpu2017/results/res2018q2/cpu2017-20180606-06652.txt"">Text</A> <A HREF=""/cpu2017/results/res2018q2/cpu2017-20180606-06652.cfg"">Config</A>",,cint2017,79.83,1.0,Yes,"1 x 1200 GB SAS, 10000 RPM",0.0,0.0,7.36,6.17,8.76,8.7,10.6,10.6,5.59,5.48,10.1,9.48,11.4,11.4,5.1,5.1,4.31,4.31,13.4,13.4,23.4,22.9,2017,19.9575
CINT2017,Huawei,Huawei CH242 V5 (Intel Xeon Gold 6134),32,4,,,Intel Xeon Gold 6134,3200,,"2,4 chips",,64-bit,32/64-bit,32 KB I + 32 KB D on chip per core,1 MB I+D on chip per core,24.75 MB I+D on chip per chip,,1536 GB (48 x 32 GB 2Rx4 PC4-2666V-R),"Red Hat Enterprise Linux Server release 7.3, (Maipo), 3.10.0-693.11.6.el7.x86_64",xfs,"C/C++: Version 18.0.0.128 of Intel C/C++, Compiler for Linux;, Fortran: Version 18.0.0.128 of Intel Fortran, Compiler for Linux",Jul-2017,Jan-2018,9.02,8.72,,,,,,,,,,,,,,,,,,,,,,,,,3175,Huawei,Huawei,Jun-2018,Jun-2018,Oct-2018,"<A HREF=""/cpu2017/results/res2018q2/cpu2017-20180606-06656.html"">HTML</A> <A HREF=""/cpu2017/results/res2018q2/cpu2017-20180606-06656.csv"">CSV</A> <A HREF=""/cpu2017/results/res2018q2/cpu2017-20180606-06656.pdf"">PDF</A> <A HREF=""/cpu2017/results/res2018q2/cpu2017-20180606-06656.ps"">PS</A> <A HREF=""/cpu2017/results/res2018q2/cpu2017-20180606-06656.txt"">Text</A> <A HREF=""/cpu2017/results/res2018q2/cpu2017-20180606-06656.cfg"">Config</A>",,cint2017,81.17999999999999,1.0,Yes,"1 x 1200 GB SAS, 10000 RPM",0.0,0.0,7.46,6.2,9.16,8.77,10.8,10.8,6.33,6.19,10.2,9.56,11.5,11.4,5.0,5.0,4.31,4.31,13.5,13.5,22.7,22.2,2017,20.294999999999998
CINT2017,Huawei,Huawei CH242 V5 (Intel Xeon Gold 6136),48,4,,,Intel Xeon Gold 6136,3000,,"2,4 chips",,64-bit,32/64-bit,32 KB I + 32 KB D on chip per core,1 MB I+D on chip per core,24.75 MB I+D on chip per chip,,1536 GB (48 x 32 GB 2Rx4 PC4-2666V-R),"Red Hat Enterprise Linux Server release 7.3, (Maipo), 3.10.0-693.11.6.el7.x86_64",xfs,"C/C++: Version 18.0.0.128 of Intel C/C++, Compiler for Linux;, Fortran: Version 18.0.0.128 of Intel Fortran, Compiler for Linux",Jul-2017,Jan-2018,9.07,8.76,,,,,,,,,,,,,,,,,,,,,,,,,3175,Huawei,Huawei,Jun-2018,Jun-2018,Oct-2018,"<A HREF=""/cpu2017/results/res2018q2/cpu2017-20180611-06758.html"">HTML</A> <A HREF=""/cpu2017/results/res2018q2/cpu2017-20180611-06758.csv"">CSV</A> <A HREF=""/cpu2017/results/res2018q2/cpu2017-20180611-06758.pdf"">PDF</A> <A HREF=""/cpu2017/results/res2018q2/cpu2017-20180611-06758.ps"">PS</A> <A HREF=""/cpu2017/results/res2018q2/cpu2017-20180611-06758.txt"">Text</A> <A HREF=""/cpu2017/results/res2018q2/cpu2017-20180611-06758.cfg"">Config</A>",,cint2017,81.63,1.0,Yes,"1 x 1200 GB SAS, 10000 RPM",0.0,0.0,7.43,6.2,9.15,8.91,10.7,10.7,6.34,6.03,10.2,9.57,11.5,11.4,5.11,5.11,4.31,4.31,13.5,13.5,23.6,23.2,2017,20.4075
CINT2017,Huawei,Huawei CH242 V5 (Intel Xeon Gold 6138),80,4,,,Intel Xeon Gold 6138,2000,,"1,2 chips",,64-bit,32/64-bit,32 KB I + 32 KB D on chip per core,1 MB I+D on chip per core,27.5 MB I+D on chip per chip,,1536 GB (48 x 32 GB 2Rx4 PC4-2666V-R),"Red Hat Enterprise Linux Server release 7.3, (Maipo), 3.10.0-693.11.6.el7.x86_64",xfs,"C/C++: Version 18.0.0.128 of Intel C/C++, Compiler for Linux;, Fortran: Version 18.0.0.128 of Intel Fortran, Compiler for Linux",Jul-2017,Jan-2018,9.13,8.85,,,,,,,,,,,,,,,,,,,,,,,,,3175,Huawei,Huawei,May-2018,Jun-2018,Oct-2018,"<A HREF=""/cpu2017/results/res2018q2/cpu2017-20180605-06635.html"">HTML</A> <A HREF=""/cpu2017/results/res2018q2/cpu2017-20180605-06635.csv"">CSV</A> <A HREF=""/cpu2017/results/res2018q2/cpu2017-20180605-06635.pdf"">PDF</A> <A HREF=""/cpu2017/results/res2018q2/cpu2017-20180605-06635.ps"">PS</A> <A HREF=""/cpu2017/results/res2018q2/cpu2017-20180605-06635.txt"">Text</A> <A HREF=""/cpu2017/results/res2018q2/cpu2017-20180605-06635.cfg"">Config</A>",,cint2017,82.17,1.0,Yes,"1 x 1200 GB SAS, 10000 RPM",0.0,0.0,7.45,6.2,9.13,8.93,10.7,10.6,6.65,6.52,10.3,9.53,11.5,11.5,5.06,5.06,4.31,4.31,13.5,13.5,24.0,23.9,2017,20.5425
CINT2017,Huawei,Huawei CH242 V5 (Intel Xeon Gold 6140),72,4,,,Intel Xeon Gold 6140,2300,,"1,2 chips",,64-bit,32/64-bit,32 KB I + 32 KB D on chip per core,1 MB I+D on chip per core,24.75 MB I+D on chip per chip,,1536 GB (48 x 32 GB 2Rx4 PC4-2666V-R),"Red Hat Enterprise Linux Server release 7.3, (Maipo), 3.10.0-693.11.6.el7.x86_64",xfs,"C/C++: Version 18.0.0.128 of Intel C/C++, Compiler for Linux;, Fortran: Version 18.0.0.128 of Intel Fortran, Compiler for Linux",Jul-2017,Jan-2018,9.09,8.78,,,,,,,,,,,,,,,,,,,,,,,,,3175,Huawei,Huawei,May-2018,Jun-2018,Oct-2018,"<A HREF=""/cpu2017/results/res2018q2/cpu2017-20180531-06601.html"">HTML</A> <A HREF=""/cpu2017/results/res2018q2/cpu2017-20180531-06601.csv"">CSV</A> <A HREF=""/cpu2017/results/res2018q2/cpu2017-20180531-06601.pdf"">PDF</A> <A HREF=""/cpu2017/results/res2018q2/cpu2017-20180531-06601.ps"">PS</A> <A HREF=""/cpu2017/results/res2018q2/cpu2017-20180531-06601.txt"">Text</A> <A HREF=""/cpu2017/results/res2018q2/cpu2017-20180531-06601.cfg"">Config</A>",,cint2017,81.81,1.0,Yes,"1 x 1200 GB SAS, 10000 RPM",0.0,0.0,7.45,6.2,9.22,8.89,10.8,10.6,6.32,6.13,10.2,9.56,11.4,11.4,5.1,5.1,4.31,4.31,13.5,13.4,23.9,23.5,2017,20.4525
CINT2017,Huawei,Huawei CH242 V5 (Intel Xeon Gold 6142),64,4,,,Intel Xeon Gold 6142,2600,,"2,4 chips",,64-bit,32/64-bit,32 KB I + 32 KB D on chip per core,1 MB I+D on chip per core,22 MB I+D on chip per chip,,1536 GB (48 x 32 GB 2Rx4 PC4-2666V-R),"Red Hat Enterprise Linux Server release 7.3, (Maipo), 3.10.0-693.11.6.el7.x86_64",xfs,"C/C++: Version 18.0.0.128 of Intel C/C++, Compiler for Linux;, Fortran: Version 18.0.0.128 of Intel Fortran, Compiler for Linux",Jul-2017,Jan-2018,9.03,8.75,,,,,,,,,,,,,,,,,,,,,,,,,3175,Huawei,Huawei,Jun-2018,Jul-2018,Oct-2018,"<A HREF=""/cpu2017/results/res2018q3/cpu2017-20180614-07049.html"">HTML</A> <A HREF=""/cpu2017/results/res2018q3/cpu2017-20180614-07049.csv"">CSV</A> <A HREF=""/cpu2017/results/res2018q3/cpu2017-20180614-07049.pdf"">PDF</A> <A HREF=""/cpu2017/results/res2018q3/cpu2017-20180614-07049.ps"">PS</A> <A HREF=""/cpu2017/results/res2018q3/cpu2017-20180614-07049.txt"">Text</A> <A HREF=""/cpu2017/results/res2018q3/cpu2017-20180614-07049.cfg"">Config</A>",,cint2017,81.27,1.0,Yes,"1 x 1200 GB SAS, 10000 RPM",0.0,0.0,7.42,6.21,9.15,8.89,10.7,10.7,5.99,5.88,10.2,9.54,11.4,11.4,5.11,5.11,4.31,4.31,13.4,13.4,23.9,23.5,2017,20.3175
CINT2017,Huawei,Huawei CH242 V5 (Intel Xeon Gold 6148),80,4,,,Intel Xeon Gold 6148,2400,,"1,2 chips",,64-bit,32/64-bit,32 KB I + 32 KB D on chip per core,1 MB I+D on chip per core,27.5 MB I+D on chip per chip,,1536 GB (48 x 32 GB 2Rx4 PC4-2666V-R),"Red Hat Enterprise Linux Server release 7.3, (Maipo), 3.10.0-693.11.6.el7.x86_64",xfs,"C/C++: Version 18.0.0.128 of Intel C/C++, Compiler for Linux;, Fortran: Version 18.0.0.128 of Intel Fortran, Compiler for Linux",Jul-2017,Jan-2018,9.14,8.87,,,,,,,,,,,,,,,,,,,,,,,,,3175,Huawei,Huawei,May-2018,Jun-2018,Oct-2018,"<A HREF=""/cpu2017/results/res2018q2/cpu2017-20180528-06067.html"">HTML</A> <A HREF=""/cpu2017/results/res2018q2/cpu2017-20180528-06067.csv"">CSV</A> <A HREF=""/cpu2017/results/res2018q2/cpu2017-20180528-06067.pdf"">PDF</A> <A HREF=""/cpu2017/results/res2018q2/cpu2017-20180528-06067.ps"">PS</A> <A HREF=""/cpu2017/results/res2018q2/cpu2017-20180528-06067.txt"">Text</A> <A HREF=""/cpu2017/results/res2018q2/cpu2017-20180528-06067.cfg"">Config</A>",,cint2017,82.26,1.0,Yes,"1 x 1200 GB SAS, 10000 RPM",0.0,0.0,7.47,6.22,9.19,9.01,10.6,10.6,6.65,6.52,10.1,9.56,11.5,11.5,5.11,5.11,4.31,4.31,13.5,13.5,24.2,23.8,2017,20.565
CINT2017,Huawei,Huawei CH242 V5 (Intel Xeon Gold 6150),72,4,,,Intel Xeon Gold 6150,2700,,"2,4 chips",,64-bit,32/64-bit,32 KB I + 32 KB D on chip per core,1 MB I+D on chip per core,24.75 MB I+D on chip per chip,,1536 GB (48 x 32 GB 2Rx4 PC4-2666V-R),"Red Hat Enterprise Linux Server release 7.3, (Maipo), 3.10.0-693.11.6.el7.x86_64",xfs,"C/C++: Version 18.0.0.128 of Intel C/C++, Compiler for Linux;, Fortran: Version 18.0.0.128 of Intel Fortran, Compiler for Linux",Jul-2017,Jan-2018,9.08,8.78,,,,,,,,,,,,,,,,,,,,,,,,,3175,Huawei,Huawei,Jun-2018,Jun-2018,Oct-2018,"<A HREF=""/cpu2017/results/res2018q2/cpu2017-20180611-06771.html"">HTML</A> <A HREF=""/cpu2017/results/res2018q2/cpu2017-20180611-06771.csv"">CSV</A> <A HREF=""/cpu2017/results/res2018q2/cpu2017-20180611-06771.pdf"">PDF</A> <A HREF=""/cpu2017/results/res2018q2/cpu2017-20180611-06771.ps"">PS</A> <A HREF=""/cpu2017/results/res2018q2/cpu2017-20180611-06771.txt"">Text</A> <A HREF=""/cpu2017/results/res2018q2/cpu2017-20180611-06771.cfg"">Config</A>",,cint2017,81.72,1.0,Yes,"1 x 1200 GB SAS, 10000 RPM",0.0,0.0,7.46,6.23,9.01,8.87,10.7,10.6,6.37,6.1,10.2,9.52,11.5,11.5,5.11,5.11,4.31,4.31,13.5,13.5,24.0,23.6,2017,20.43
CINT2017,Huawei,Huawei CH242 V5 (Intel Xeon Gold 6152),88,4,,,Intel Xeon Gold 6152,2100,,"1,2 chips",,64-bit,32/64-bit,32 KB I + 32 KB D on chip per core,1 MB I+D on chip per core,30.25 MB I+D on chip per chip,,1536 GB (48 x 32 GB 2Rx4 PC4-2666V-R),"Red Hat Enterprise Linux Server release 7.3, (Maipo), 3.10.0-693.11.6.el7.x86_64",xfs,"C/C++: Version 18.0.0.128 of Intel C/C++, Compiler for Linux;, Fortran: Version 18.0.0.128 of Intel Fortran, Compiler for Linux",Jul-2017,Jan-2018,9.3,9.01,,,,,,,,,,,,,,,,,,,,,,,,,3175,Huawei,Huawei,May-2018,Jun-2018,Oct-2018,"<A HREF=""/cpu2017/results/res2018q2/cpu2017-20180528-06071.html"">HTML</A> <A HREF=""/cpu2017/results/res2018q2/cpu2017-20180528-06071.csv"">CSV</A> <A HREF=""/cpu2017/results/res2018q2/cpu2017-20180528-06071.pdf"">PDF</A> <A HREF=""/cpu2017/results/res2018q2/cpu2017-20180528-06071.ps"">PS</A> <A HREF=""/cpu2017/results/res2018q2/cpu2017-20180528-06071.txt"">Text</A> <A HREF=""/cpu2017/results/res2018q2/cpu2017-20180528-06071.cfg"">Config</A>",,cint2017,83.7,1.0,Yes,"1 x 1200 GB SAS, 10000 RPM",0.0,0.0,7.47,6.22,9.79,9.52,11.2,11.2,6.99,6.81,10.3,9.55,11.5,11.5,5.08,5.08,4.31,4.31,13.5,13.5,24.4,24.0,2017,20.925
CINT2017,Huawei,Huawei CH242 V5 (Intel Xeon Gold 6154),72,4,,,Intel Xeon Gold 6154,3000,,"1,2 chips",,64-bit,32/64-bit,32 KB I + 32 KB D on chip per core,1 MB I+D on chip per core,24.75 MB I+D on chip per chip,,1536 GB (48 x 32 GB 2Rx4 PC4-2666V-R),"Red Hat Enterprise Linux Server release 7.3, (Maipo), 3.10.0-693.11.6.el7.x86_64",xfs,"C/C++: Version 18.0.0.128 of Intel C/C++, Compiler for Linux;, Fortran: Version 18.0.0.128 of Intel Fortran, Compiler for Linux",Jul-2017,Jan-2018,9.07,8.79,,,,,,,,,,,,,,,,,,,,,,,,,3175,Huawei,Huawei,May-2018,Jun-2018,Oct-2018,"<A HREF=""/cpu2017/results/res2018q2/cpu2017-20180531-06597.html"">HTML</A> <A HREF=""/cpu2017/results/res2018q2/cpu2017-20180531-06597.csv"">CSV</A> <A HREF=""/cpu2017/results/res2018q2/cpu2017-20180531-06597.pdf"">PDF</A> <A HREF=""/cpu2017/results/res2018q2/cpu2017-20180531-06597.ps"">PS</A> <A HREF=""/cpu2017/results/res2018q2/cpu2017-20180531-06597.txt"">Text</A> <A HREF=""/cpu2017/results/res2018q2/cpu2017-20180531-06597.cfg"">Config</A>",,cint2017,81.63,1.0,Yes,"1 x 1200 GB SAS, 10000 RPM",0.0,0.0,7.46,6.18,9.0,8.79,10.6,10.6,6.36,6.2,10.2,9.55,11.4,11.4,5.07,5.07,4.31,4.31,13.5,13.5,24.2,24.0,2017,20.4075
CINT2017,Huawei,Huawei CH242 V5 (Intel Xeon Platinum 8153),64,4,,,Intel Xeon Platinum 8153,2000,,"2,4 chips",,64-bit,32/64-bit,32 KB I + 32 KB D on chip per core,1 MB I+D on chip per core,22 MB I+D on chip per chip,,1536 GB (48 x 32 GB 2Rx4 PC4-2666V-R),"Red Hat Enterprise Linux Server release 7.3, (Maipo), 3.10.0-693.11.6.el7.x86_64",xfs,"C/C++: Version 18.0.0.128 of Intel C/C++, Compiler for Linux;, Fortran: Version 18.0.0.128 of Intel Fortran, Compiler for Linux",Jul-2017,Jan-2018,7.21,6.97,,,,,,,,,,,,,,,,,,,,,,,,,3175,Huawei,Huawei,Jul-2018,Jul-2018,Oct-2018,"<A HREF=""/cpu2017/results/res2018q3/cpu2017-20180709-07723.html"">HTML</A> <A HREF=""/cpu2017/results/res2018q3/cpu2017-20180709-07723.csv"">CSV</A> <A HREF=""/cpu2017/results/res2018q3/cpu2017-20180709-07723.pdf"">PDF</A> <A HREF=""/cpu2017/results/res2018q3/cpu2017-20180709-07723.ps"">PS</A> <A HREF=""/cpu2017/results/res2018q3/cpu2017-20180709-07723.txt"">Text</A> <A HREF=""/cpu2017/results/res2018q3/cpu2017-20180709-07723.cfg"">Config</A>",,cint2017,64.89,1.0,Yes,"1 x 1200 GB SAS, 10000 RPM",0.0,0.0,5.73,4.78,7.82,7.57,9.15,9.15,5.22,5.0,7.85,7.43,8.72,8.72,4.02,4.02,3.26,3.26,10.2,10.1,19.6,19.0,2017,16.2225
CINT2017,Huawei,Huawei CH242 V5 (Intel Xeon Platinum 8156),16,4,,,Intel Xeon Platinum 8156,3600,,"2,4 chips",,64-bit,32/64-bit,32 KB I + 32 KB D on chip per core,1 MB I+D on chip per core,16.5 MB I+D on chip per chip,,1536 GB (48 x 32 GB 2Rx4 PC4-2666V-R),"Red Hat Enterprise Linux Server release 7.3, (Maipo), 3.10.0-693.11.6.el7.x86_64",xfs,"C/C++: Version 18.0.0.128 of Intel C/C++, Compiler for Linux;, Fortran: Version 18.0.0.128 of Intel Fortran, Compiler for Linux",Jul-2017,Jan-2018,8.67,8.41,,,,,,,,,,,,,,,,,,,,,,,,,3175,Huawei,Huawei,Jun-2018,Jul-2018,Oct-2018,"<A HREF=""/cpu2017/results/res2018q3/cpu2017-20180614-07053.html"">HTML</A> <A HREF=""/cpu2017/results/res2018q3/cpu2017-20180614-07053.csv"">CSV</A> <A HREF=""/cpu2017/results/res2018q3/cpu2017-20180614-07053.pdf"">PDF</A> <A HREF=""/cpu2017/results/res2018q3/cpu2017-20180614-07053.ps"">PS</A> <A HREF=""/cpu2017/results/res2018q3/cpu2017-20180614-07053.txt"">Text</A> <A HREF=""/cpu2017/results/res2018q3/cpu2017-20180614-07053.cfg"">Config</A>",,cint2017,78.03,1.0,Yes,"1 x 1200 GB SAS, 10000 RPM",0.0,0.0,7.32,6.15,8.63,8.63,10.7,10.7,5.17,5.14,10.2,9.37,11.4,11.3,5.0,5.0,4.31,4.31,13.4,13.4,20.6,19.7,2017,19.5075
CINT2017,Huawei,Huawei CH242 V5 (Intel Xeon Platinum 8160),96,4,,,Intel Xeon Platinum 8160,2100,,"2,4 chips",,64-bit,32/64-bit,32 KB I + 32 KB D on chip per core,1 MB I+D on chip per core,33 MB I+D on chip per chip,,1536 GB (48 x 32 GB 2Rx4 PC4-2666V-R),"Red Hat Enterprise Linux Server release 7.3, (Maipo), 3.10.0-693.11.6.el7.x86_64",xfs,"C/C++: Version 18.0.0.128 of Intel C/C++, Compiler for Linux;, Fortran: Version 18.0.0.128 of Intel Fortran, Compiler for Linux",Jul-2017,Jan-2018,9.32,9.02,,,,,,,,,,,,,,,,,,,,,,,,,3175,Huawei,Huawei,Jun-2018,Jul-2018,Oct-2018,"<A HREF=""/cpu2017/results/res2018q3/cpu2017-20180704-07541.html"">HTML</A> <A HREF=""/cpu2017/results/res2018q3/cpu2017-20180704-07541.csv"">CSV</A> <A HREF=""/cpu2017/results/res2018q3/cpu2017-20180704-07541.pdf"">PDF</A> <A HREF=""/cpu2017/results/res2018q3/cpu2017-20180704-07541.ps"">PS</A> <A HREF=""/cpu2017/results/res2018q3/cpu2017-20180704-07541.txt"">Text</A> <A HREF=""/cpu2017/results/res2018q3/cpu2017-20180704-07541.cfg"">Config</A>",,cint2017,83.88,1.0,Yes,"1 x 1200 GB SAS, 10000 RPM",0.0,0.0,7.45,6.19,9.78,9.49,11.2,11.2,7.18,6.99,10.2,9.56,11.5,11.5,5.07,5.07,4.31,4.31,13.4,13.4,24.3,24.0,2017,20.97
