id;name;number;URL;socket;Product Collection;Code Name;Vertical Segment;Processor Number;Lithography;Use Conditions;Total Cores;Total Threads;Max Turbo Frequency;Turbo Boost Max Technology 3.0 Frequency;Turbo Boost Technology 2.0 Frequency;Processor Base Frequency;Cache;Bus Speed;TDP;Configurable TDP-down Base Frequency;Configurable TDP-down;Thermal Velocity Boost Frequency;Configurable TDP-up Base Frequency;Configurable TDP-up;Deep Learning Boost ( DL Boost) on CPU;# of QPI Links;Scenario Design Power (SDP);# of Performance-cores;# of Efficient-cores;# of Low Power Efficient-cores;Performance-core Max Turbo Frequency;Efficient-core Max Turbo Frequency;Low Power Efficient-core Max Turbo Frequency;Performance-core Base Frequency;Efficient-core Base Frequency;Low Power Efficient-core Base Frequency;Processor Base Power;Maximum Turbo Power;Minimum Assured Power;AI Software Frameworks Supported by CPU;Marketing Status;Launch Date;Embedded Options Available;Use Conditions;Datasheet;Servicing Status;End of Servicing Updates Date;Description;Included Items;Expected Discontinuance;Product Brief;Additional Information;Functional Safety (FuSa) Documentation Available;Product Tuning (Embedded Uses);Max Memory Size (dependent on memory type);Memory Types;Max # of Memory Channels;Max Memory Bandwidth;ECC Memory Supported;Physical Address Extensions;Maximum Memory Speed;GPU Name;Graphics Base Frequency;Graphics Max Dynamic Frequency;Graphics Video Max Memory;Execution Units;4K Support;Max Resolution (HDMI);Max Resolution (DP);Max Resolution (eDP - Integrated Flat Panel);DirectX* Support;OpenGL* Support;OpenCL* Support;Quick Sync Video;InTru 3D Technology;Clear Video HD Technology;Clear Video Technology;# of Displays Supported;Device ID;Graphics Output;Multi-Format Codec Engines;Flexible Display Interface ( FDI);Max Resolution (VGA);Macrovision* License Required;Xe-cores;Ray Tracing;H.264 Hardware Encode/Decode;H.265 (HEVC) Hardware Encode/Decode;AV1 Encode/Decode;VP9 Bitstream & Decoding;Deep Learning Boost ( DL Boost) on GPU;AI Software Frameworks Supported by GPU;Scalability;PCI Express Revision;PCI Express Configurations;Max # of PCI Express Lanes;Thunderbolt 4;Microprocessor PCIe Revision;Chipset / PCH PCIe Revision;PCI Support;Sockets Supported;Max CPU Configuration;Thermal Solution Specification;TJUNCTION;Package Size;Thermal Velocity Boost Temperature;TCASE;Processing Die Size;# of Processing Die Transistors;Max Operating Temperature;Minimum Operating Temperature;Gaussian & Neural Accelerator;Deep Learning Boost ( DL Boost) on CPU;Optane Memory Supported;Thermal Velocity Boost;Turbo Boost Max Technology 3.0;Turbo Boost Technology;Hyper-Threading Technology;64;Instruction Set;Instruction Set Extensions;Idle States;Enhanced SpeedStep Technology;Thermal Monitoring Technologies;Identity Protection Technology;Image Processing Unit;Smart Sound Technology;Wake on Voice;High Definition Audio;Adaptix Technology;Speed Shift Technology;Flex Memory Access;Volume Management Device (VMD);MIPI SoundWire*;Demand Based Switching;Smart Response Technology;Transactional Synchronization Extensions;Fast Memory Access;My WiFi Technology;4G WiMAX Wireless Technology;Virtualization Technology (VT-x);Virtualization Technology for Directed I/O (VT-d);VT-x with Extended Page Tables (EPT);ME Firmware Version;HD Audio Technology;Matrix Storage Technology;Rapid Storage Technology;Smart Connect Technology;Time Coordinated Computing ( TCC);# of AVX-512 FMA Units;Thread Director;vPro Eligibility;AES New Instructions;Secure Key;Software Guard Extensions ( SGX);OS Guard;Trusted Execution Technology;Execute Disable Bit;Boot Guard;Stable IT Platform Program (SIPP);Virtualization Technology (VT-x);Virtualization Technology for Directed I/O (VT-d);VT-x with Extended Page Tables (EPT);Control-Flow Enforcement Technology;Mode-based Execute Control (MBEC);Total Memory Encryption;Memory Protection Extensions ( MPX);Anti-Theft Technology;Threat Detection Technology (TDT);Active Management Technology (AMT);Standard Manageability (ISM);Remote Platform Erase (RPE);One-Click Recovery;Hardware Shield Eligibility;Total Memory Encryption - Multi Key;Virtualization Technology with Redirect Protection (VT-rp);Physical Core Count;Processor Base Frequency;Cache;Bus Speed;FSB Parity;TDP;VID Voltage Range;Scenario Design Power (SDP);# of USB Ports;USB Revision;Total # of SATA Ports;Integrated LAN;Integrated IDE;General Purpose IO;UART;Max # of SATA 6.0 Gb/s Ports;NPU Name;Max Frequency;Sparsity Support;Windows Studio Effects Support;AI Software Frameworks Supported by NPU
D-2766NT;Xeon D-2766NT Processor;number;https://ark.intel.com/content/www/us/en/ark/products/226241/intel-xeon-d-2766nt-processor-20m-cache-up-to-3-10-ghz.html;FCBGA2579;Xeon D Processor;Products formerly Ice Lake;Server;;10;;14;28;3100000000;;;2000000000;20971520;;97;;;;;;True;;;14;;;;;;;;;;;;;Launched;2022-01-01;False;Automotive, Base Transceiver Station, Communications Commercial Temp, Embedded Broad Market Commercial Temp, Industrial Commercial Temp, Server/Enterprise;;;;;;;;;;;1099511627776;DDR4;4;;True;;2667000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1S Only;4;;32;;Gen 4;Gen 3;;;;;;['52.5', '45mm'];;;;;;;;;False;;;2;True;True;64-bit;['AVX-512'];;True;True;;;;;;;;;True;;;;;;;;;;;;;;;;;1;;;True;;Yes with SPS;;True;True;True;;True;True;;;;True;;;;;;;;;;;;;;;;;;;4;3;;True;;;;24;;;;;
D-1633N;Xeon D-1633N Processor;number;https://ark.intel.com/content/www/us/en/ark/products/193694/intel-xeon-d-1633n-processor-9m-cache-2-50ghz.html;FCBGA1667;Xeon D Processor;Products formerly Hewitt Lake;Server;;14;;6;12;3200000000;;3200000000.0;2500000000;9437184;;45;;;;;;;0;;;;;;;;;;;;;;;Launched;2019-04-01;True;Communications Commercial Temp;;;;;;;;;;;137438953472;DDR4, DDR3;2;;True;;2133000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1S Only;2.0/3.0;x4 x8 x16;32;;;;;;1;;105;['37.5mm', '37.5mm'];;83;;;;;;;False;;;2;True;True;64-bit;['AVX2'];True;True;True;;;;;;;;;;;;;True;;;;;;;SPS 3.0;;;;;;;;;True;True;False;True;True;True;False;;True;True;True;;;;;;;;;;;;;;;;;;;;;;8;2.0/3.0;6;4x 10GbE;;True;True;6;;;;;
E5440;Xeon Processor E5440;number;https://ark.intel.com/content/www/us/en/ark/products/33082/intel-xeon-processor-e5440-12m-cache-2-83-ghz-1333-mhz-fsb.html;LGA771;Legacy Xeon Processors;Products formerly Harpertown;Server;;45;Server/Enterprise;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Discontinued;2008-01-01;True;;;End of Servicing Lifetime;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;['37.5mm', '37.5mm'];;67;214 mm2;820 million;;;;;;;;False;False;True;64-bit;;True;True;True;;;;;;;;;;;True;;;;;;True;;False;;;;;;;;;;;;;;False;True;;;;;;;;;;;;;;;;;;;4;2830000000;12 MB L2 Cache;1333000000;True;80;0.850V-1.3500V;;;;;;;;;;;;;;
6238R;Xeon Gold 6238R Processor;number;https://ark.intel.com/content/www/us/en/ark/products/199345/intel-xeon-gold-6238r-processor-38-5m-cache-2-20-ghz.html;FCLGA3647;2nd Generation Xeon Scalable Processors;Products formerly Cascade Lake;Server;;14;;28;56;4000000000;;;2200000000;40370176.0;;165;;;;;;;;;;;;;;;;;;;;;;Launched;2020-01-01;False;;;Baseline Servicing;;;;;;;;;1099511627776;DDR4-2933;6;;True;;2933000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2S;3;;48;;;;;;;;;['76.0mm', '56.5mm'];;89;;;;;;True;;;False;2;True;True;;['SSE4.2', 'AVX', 'AVX2', 'AVX-512'];;True;;;;;;;;True;;True;;;;True;;;;;;;;;;;;;2;;vPro Platform;True;;;;True;True;;;True;True;True;;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
D-1541;Xeon Processor D-1541;number;https://ark.intel.com/content/www/us/en/ark/products/91199/intel-xeon-processor-d-1541-12m-cache-2-10-ghz.html;FCBGA1667;Xeon D Processor;Products formerly Broadwell;Server;;14;;8;16;2700000000;;2700000000.0;2100000000;12582912;;45;;;;;;;;;;;;;;;;;;;;;;Launched;2015-10-01;False;;;End of Servicing Updates;Saturday, December 31, 2022;;;;;;;;137438953472;DDR4, DDR3;2;;True;;2400000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1S Only;2.0/3.0;x4 x8 x16;32;;;;;;1;;;['37.5mm', '37.5mm'];;;;;;;;;;;;2;True;True;64-bit;['AVX2'];True;True;True;;;;;;;;;;;;;True;;;;;;;;;;;;;;;;True;True;;True;True;True;;;True;True;True;;;;;;;;;;;;;;;;;;;;;;8;2.0/3.0;6;True;;True;True;;;;;;
D-1736NT;Xeon D-1736NT Processor;number;https://ark.intel.com/content/www/us/en/ark/products/226098/intel-xeon-d-1736nt-processor-15m-cache-up-to-3-50-ghz.html;FCBGA2227;Xeon D Processor;Products formerly Ice Lake;Server;;10;;8;16;3500000000;;;2700000000;15728640;;67;;;;;;True;;;8;;;;;;;;;;;;;Launched;2022-01-01;False;Automotive, Base Transceiver Station, Communications Commercial Temp, Embedded Broad Market Commercial Temp, Industrial Commercial Temp, Server/Enterprise;;;;;;;;;;;274877906944;DDR4;2;;True;;2667000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1S Only;4;;16;;Gen 4;Gen 3;;;;;;['45mm', '45mm'];;;;;;;;;False;;;2;True;True;64-bit;['AVX-512'];;True;True;;;;;;;;;True;;;;;;;;;;;;;;;;;1;;;True;;Yes with SPS;;True;True;True;;True;True;;;;True;;;;;;;;;;;;;;;;;;;4;3;;True;;;;24;;;;;
X5560;Xeon Processor X5560;number;https://ark.intel.com/content/www/us/en/ark/products/37109/intel-xeon-processor-x5560-8m-cache-2-80-ghz-6-40-gt-s-intel-qpi.html;FCLGA1366;Legacy Xeon Processors;Products formerly Nehalem EP;Server;;45;;4;8;3200000000;;;2800000000;8 MB Smart Cache;6.4;95;;;;;;;2;;;;;;;;;;;;;;;Discontinued;2009-01-01;False;;;End of Servicing Lifetime;;;;;;;;;154618822656;DDR3 800/1066/1333;3;34359738368;True;40-bit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;['42.5mm', '45mm'];;75;263 mm2;731 million;;;;;;;;1;True;True;64-bit;;True;True;;;;;;;;;;;;True;;;;;;;;;;;;;;;;;;;;;;False;True;;;True;True;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E5-2630L;Xeon Processor E5-2630L;number;https://ark.intel.com/content/www/us/en/ark/products/64586/intel-xeon-processor-e5-2630l-15m-cache-2-00-ghz-7-20-gt-s-intel-qpi.html;FCLGA2011;Xeon Processor E5 Family;Products formerly Sandy Bridge EP;Server;;32;;6;12;2500000000;;2500000000.0;2000000000;15 MB Smart Cache;7.2;60;;;;;;;2;;;;;;;;;;;;;;;Discontinued;2012-01-01;False;;;End of Servicing Lifetime;Tuesday, June 30, 2020;;;2015-04-01;;;;;412316860416;DDR3 800/1066/1333;4;45741401702;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2S Only;3;;40;;;;;;2;;;['52.5mm', '45.0mm'];;69.8;;;;;;;;;;2;True;True;64-bit;['AVX'];True;True;True;False;;;;;;;False;;;True;;;;;;;;;;;;;;;;;vPro Platform;True;;;;True;True;;;True;True;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E-2174G;Xeon E-2174G Processor;number;https://ark.intel.com/content/www/us/en/ark/products/134864/intel-xeon-e-2174g-processor-8m-cache-up-to-4-70-ghz.html;FCLGA1151;Xeon E Processor;Products formerly Coffee Lake;Server;;14;;4;8;4700000000;;4700000000.0;3800000000;8 MB Smart Cache;8 GT/s;71;;;;;;;;;;;;;;;;;;;;;;Discontinued;2018-07-01;False;;;Baseline Servicing;;Support for up to 128GB system memory capacity will be available in 2019 and requires both a BIOS update and hardware platform support. Please contact your hardware provider regarding availability for your system.;This product is available in tray and box. For boxed product, a thermal solution is included;;;;;;137438953472;DDR4-2666;2;44667659878;True;;;UHD Graphics P630;350000000;1200000000;137438953472;;Yes, at 60Hz;4096x2160@24Hz;4096x2304@60Hz;4096x2304@60Hz;12;4.5;;True;True;True;True;3;0x3E96;eDP/DP/HDMI/DVI;;;N/A;;;;;;;;;;1S Only;3;1x16,2x8,1x8+2x4;16;;;;;;1;;100;['37.5mm', '37.5mm'];;;;;;;;;True;;;2;True;True;64-bit;['SSE4.1', 'SSE4.2', 'AVX2'];True;True;True;;;;;;;;;;;;;True;;;;;;;;;;;;;;;vPro Platform;True;True;Yes with both SPS and ME;True;True;True;True;;True;True;True;;;;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E5-2660V4;Xeon Processor E5-2660 v4;number;https://ark.intel.com/content/www/us/en/ark/products/91772/intel-xeon-processor-e5-2660-v4-35m-cache-2-00-ghz.html;FCLGA2011;Xeon Processor E5 v4 Family;Products formerly Broadwell;Server;;14;;14;28;3200000000;;3200000000.0;2000000000;36700160;9.6;105;;;;;;;2;;;;;;;;;;;;;;;Discontinued;2016-01-01;False;;;End of Servicing Updates;Thursday, June 30, 2022;;;;;;;;;DDR4 1600/1866/2133/2400;4;82463372083;True;46-bit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2S;3;x4, x8, x16;40;;;;;;2;;;['45mm', '52.5mm'];;79;;;;;;;;;;2;True;True;64-bit;['AVX2'];True;True;True;False;;;;;;;False;;;True;;True;;;;;;;;;;;;;;;vPro Platform;True;True;;True;True;True;;;True;True;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E7-8870V2;Xeon Processor E7-8870 v2;number;https://ark.intel.com/content/www/us/en/ark/products/75255/intel-xeon-processor-e7-8870-v2-30m-cache-2-30-ghz.html;FCLGA2011;Xeon Processor E7 v2 Family;Products formerly Ivy Bridge;Server;;22;;15;30;2900000000;;2900000000.0;2300000000;31457280;8 GT/s;130;;;;;;;3;;;;;;;;;;;;;;;Discontinued;2014-01-01;False;;;End of Servicing Lifetime;Tuesday, June 30, 2020;;;;;;;;1649267441664;DDR3 1066/1333/1600;4;91268055040;True;46-bit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S8S;3;x4, x8, x16;32;;;;;;8;;;['52mm', '45mm'];;73;;;;;;;;;;2;True;True;64-bit;['AVX'];True;True;True;;;;;;;;;;;;;False;;;;;;;;;;;;;;;;True;True;;True;True;True;;;True;True;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
X3230;Xeon Processor X3230;number;https://ark.intel.com/content/www/us/en/ark/products/30797/intel-xeon-processor-x3230-8m-cache-2-66-ghz-1066-mhz-fsb.html;LGA775;Legacy Xeon Processors;Products formerly Kentsfield;Server;;65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Discontinued;2007-07-01;False;;;End of Servicing Lifetime;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;['37.5mm', '37.5mm'];;60.4;286 mm2;582 million;;;;;;;;False;False;True;64-bit;;True;True;True;;;;;;;;;;;False;;;;;;True;;;;;;;;;;;;;;;;False;True;;;;;;;;;;;;;;;;;;;4;2660000000;8 MB L2 Cache;1066000000;False;95;;;;;;;;;;;;;;;
E7-4850V2;Xeon Processor E7-4850 v2;number;https://ark.intel.com/content/www/us/en/ark/products/75248/intel-xeon-processor-e7-4850-v2-24m-cache-2-30-ghz.html;FCLGA2011;Xeon Processor E7 v2 Family;Products formerly Ivy Bridge;Server;;22;;12;24;2800000000;;2800000000.0;2300000000;25165824;7.2;105;;;;;;;3;;;;;;;;;;;;;;;Discontinued;2014-01-01;False;;;End of Servicing Lifetime;Tuesday, June 30, 2020;;;;;;;;1649267441664;DDR3 1066/1333/1600;4;73014444032;True;46-bit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S4S;3;x4, x8, x16;32;;;;;;4;;;['52mm', '45mm'];;68;;;;;;;;;;2;True;True;64-bit;['AVX'];True;True;True;;;;;;;;;;;;;False;;;;;;;;;;;;;;;;True;True;;True;True;True;;;True;True;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8352S;Xeon Platinum 8352S Processor;number;https://ark.intel.com/content/www/us/en/ark/products/212307/intel-xeon-platinum-8352s-processor-48m-cache-2-20-ghz.html;FCLGA4189;3rd Generation Xeon Scalable Processors;Products formerly Ice Lake;Server;;10;;32;64;3400000000;;;2200000000;50331648;;205;;;;;;;;;;;;;;;;;;;;;;Launched;2021-04-01;False;;;Baseline Servicing;;;;;;;;;6597069766656;DDR4-3200;8;;True;;3200000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2S;4;;64;;;;;;;;;['77.5mm', '56.5mm'];;81;;;;;;True;;;;2;True;True;;['SSE4.2', 'AVX', 'AVX2', 'AVX-512'];;;;;;;;;;True;;True;;;;True;;;;;;;;;;;;;2;;;True;;Yes with SPS;;True;True;;;True;True;True;;True;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6230T;Xeon Gold 6230T Processor;number;https://ark.intel.com/content/www/us/en/ark/products/193952/intel-xeon-gold-6230t-processor-27-5m-cache-2-10-ghz.html;FCLGA3647;2nd Generation Xeon Scalable Processors;Products formerly Cascade Lake;Server;;14;;20;40;3900000000;;;2100000000;28835840.0;;125;;;;;;;;;;;;;;;;;;;;;;Launched;2019-04-01;True;Communications Commercial Temp;;Baseline Servicing;;;;;;;;;1099511627776;DDR4-2933;6;;True;;2933000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4S;3;;48;;;;;;;;;['76.0mm', '56.5mm'];;92;;;;;;True;;;False;2;True;True;;['SSE4.2', 'AVX', 'AVX2', 'AVX-512'];;True;;;;;;;;True;;True;;;;True;;;;;;;;;;;;;2;;vPro Platform;True;;;;True;True;;;True;True;True;;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
X5472;Xeon Processor X5472;number;https://ark.intel.com/content/www/us/en/ark/products/34447/intel-xeon-processor-x5472-12m-cache-3-00-ghz-1600-mhz-fsb.html;LGA771;Legacy Xeon Processors;Products formerly Harpertown;Server;;45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Discontinued;2007-10-01;False;;;End of Servicing Lifetime;;;;2010-10-01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;['37.5mm', '37.5mm'];;63;214 mm2;820 million;;;;;;;;False;False;True;64-bit;;True;True;True;;;;;;;;;;;True;;;;;;True;;False;;;;;;;;;;;;;;False;True;;;;;;;;;;;;;;;;;;;4;3000000000;12 MB L2 Cache;1600000000;True;120;0.850V-1.3500V;;;;;;;;;;;;;;
D-2123IT;Xeon D-2123IT Processor;number;https://ark.intel.com/content/www/us/en/ark/products/136429/intel-xeon-d-2123it-processor-8-25m-cache-2-20-ghz.html;FCBGA2518;Xeon D Processor;Products formerly Skylake;Server;;14;;4;8;3000000000;;;2200000000;8388608;;60;;;;;;;;;;;;;;;;;;;;;;Launched;2018-01-01;True;;;ESU Notification Issued;Sunday, December 31, 2023;;;;;;;;549755813888;DDR4;4;;True;;2400000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1S Only;3;>;32;;;;;;1;;;;;;;;;;;;False;;False;2;True;True;64-bit;['AVX2', 'AVX-512'];True;True;True;;;;;;;;;True;;;;True;;;;;;;;;;;;;1;;;True;True;False;True;True;True;True;;True;True;True;;;;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
L5310;Xeon Processor L5310;number;https://ark.intel.com/content/www/us/en/ark/products/29774/intel-xeon-processor-l5310-8m-cache-1-60-ghz-1066-mhz-fsb.html;PLGA771;Legacy Xeon Processors;Products formerly Clovertown;Server;;65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Discontinued;2007-01-01;False;;;End of Servicing Lifetime;;;;2009-01-01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;['37.5mm', '37.5mm'];;60;286 mm2;582 million;;;;;;;;False;False;True;64-bit;;True;False;True;;;;;;;;;;;False;;;;;;True;;False;;;;;;;;;;;;;;False;True;;;;;;;;;;;;;;;;;;;4;1600000000;8 MB L2 Cache;1066000000;True;50;1.1000V-1.2500V;;;;;;;;;;;;;;
6250L;Xeon Gold 6250L Processor;number;https://ark.intel.com/content/www/us/en/ark/products/202780/intel-xeon-gold-6250l-processor-35-75m-cache-3-90-ghz.html;FCLGA3647;2nd Generation Xeon Scalable Processors;Products formerly Cascade Lake;Server;;14;;8;16;4500000000;;;3900000000;37486592.0;;185;;;;;;;;;;;;;;;;;;;;;;Launched;2020-01-01;False;;;Baseline Servicing;;;;;;;;;4947802324992;DDR4-2933;6;;True;;2933000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S4S;3;;48;;;;;;;;;['76.0mm', '56.5mm'];;60;;;;;;True;;;False;2;True;True;;['SSE4.2', 'AVX', 'AVX2', 'AVX-512'];;True;;;;;;;;True;;True;;;;True;;;;;;;;;;;;;2;;vPro Platform;True;;;;True;True;;;True;True;True;;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4116T;Xeon Silver 4116T Processor;number;https://ark.intel.com/content/www/us/en/ark/products/126155/intel-xeon-silver-4116t-processor-16-5m-cache-2-10-ghz.html;FCLGA3647;Xeon Scalable Processors;Products formerly Skylake;Server;;14;;12;24;3000000000;;;2100000000;16.5 MB L3 Cache;;85;;;;;;;;;;;;;;;;;;;;;;Launched;2017-07-01;True;Communications;;ESU Notification Issued;Sunday, December 31, 2023;;;;;;;;824633720832;DDR4-2400;6;;True;;2400000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2S;3;;48;;;;;;;;;['76.0mm', '56.5mm'];;91;;;;;;;False;;False;2;True;True;;['SSE4.2', 'AVX', 'AVX2', 'AVX-512'];;True;;;;;;;;True;;True;;;;True;;;;;;;;;;;;;1;;vPro Platform;True;;;;True;True;;;True;True;True;;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5512U;Xeon Gold 5512U Processor;number;https://ark.intel.com/content/www/us/en/ark/products/237565/intel-xeon-gold-5512u-processor-52-5m-cache-2-10-ghz.html;FCLGA4677;5th Generation Xeon Scalable Processors;Products formerly Emerald Rapids;Server;;7;;28;56;3700000000;;;2100000000;55050240.0;;185;;;;;;;;;;;;;;;;;;;;;;Launched;2023-10-01;;Server/Enterprise;;Baseline Servicing;;;;;;;;;4398046511104;Up to DDR5 4800 MT/s 1DPC Up to DDR5 4400 MT/s 2DPC;8;;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1S Only;5;;80;;;;;;;;;;;89;;;;;;True;;;;2;True;True;;['AMX', 'SSE4.2', 'AVX', 'AVX2', 'AVX-512'];;;;;;;;;;True;;True;;;;True;;;;;;;;;;;;;2;;;True;;Yes with SPS;True;True;True;True;;True;True;True;True;True;True;;;;;;;;;True;;;;;;;;;;;;;;;;;;;;;;
5218B;Xeon Gold 5218B Processor;number;https://ark.intel.com/content/www/us/en/ark/products/193564/intel-xeon-gold-5218b-processor-22m-cache-2-30-ghz.html;FCLGA3647;2nd Generation Xeon Scalable Processors;Products formerly Cascade Lake;Server;;14;;16;32;3900000000;;;2300000000;23068672;;125;;;;;;;;;;;;;;;;;;;;;;Launched;2019-04-01;False;;;Baseline Servicing;;;;;;;;;1099511627776;DDR4-2667;6;;True;;2667000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4S;3;;48;;;;;;;;;['76.0mm', '56.5mm'];;87;;;;;;True;;;False;2;True;True;;['SSE4.2', 'AVX', 'AVX2', 'AVX-512'];;True;;;;;;;;True;;True;;;;True;;;;;;;;;;;;;1;;vPro Platform;True;;;;True;True;;;True;True;True;;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4210;Xeon Silver 4210 Processor;number;https://ark.intel.com/content/www/us/en/ark/products/193384/intel-xeon-silver-4210-processor-13-75m-cache-2-20-ghz.html;FCLGA3647;2nd Gen Xeon Scalable Processors;Products formerly Cascade Lake;Server;;14;;10;20;3200000000;;;2200000000;14417920.0;;85;;;;;;;;;;;;;;;;;;;;;;Launched;2019-04-01;True;Server/Enterprise;;Baseline Servicing;;;;;;;;;1099511627776;DDR4-2400;6;;True;;2400000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2S;3;;48;;;;;;;;;['76.0mm', '56.5mm'];;78;;;;;;True;;;False;2;True;True;;['SSE4.2', 'AVX', 'AVX2', 'AVX-512'];;True;;;;;;;;True;;True;;;;True;;;;;;;;;;;;;1;;vPro Platform;True;;;;True;True;;;True;True;True;;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W3530;Xeon Processor W3530;number;https://ark.intel.com/content/www/us/en/ark/products/41313/intel-xeon-processor-w3530-8m-cache-2-80-ghz-4-80-gt-s-intel-qpi.html;FCLGA1366;Legacy Xeon Processors;Products formerly Bloomfield;Server;;45;;4;8;3060000000;;;2800000000;8 MB Smart Cache;4.8;130;;;;;;;1;;;;;;;;;;;;;;;Discontinued;2010-01-01;False;;;End of Servicing Lifetime;;;;;;;;;25769803776;DDR3 800/1066;3;27487790694;True;36-bit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;['42.5mm', '45.0mm'];;67.9;263 mm2;731 million;;;;;;;;1;True;True;64-bit;['SSE4.2'];True;True;False;;;;;;;;;;;True;;;;;;;;;;;;;;;;;;False;;;;False;True;;;True;;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E5-4650V3;Xeon Processor E5-4650 v3;number;https://ark.intel.com/content/www/us/en/ark/products/85762/intel-xeon-processor-e5-4650-v3-30m-cache-2-10-ghz.html;FCLGA2011;Xeon Processor E5 v3 Family;Products formerly Haswell;Server;;22;;12;24;2800000000;;2800000000.0;2100000000;31457280;9.6;105;;;;;;;2;;;;;;;;;;;;;;;Discontinued;2015-04-01;False;;;End of Servicing Updates;Friday, December 31, 2021;64BIT MPU 8064401441008 2.100G 30MB FCL>;;;;;;;824633720832;DDR4;4;73014444032;True;46-bit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4S;3;x4, x8, x16;40;;;;;;4;;;['52.5mm', '51mm'];;77.6;;;;;;;;;;2;True;True;64-bit;['AVX2'];True;True;True;;;;;;;;False;;;;;False;;;;;;;;;;;;;;;;True;True;;True;True;True;;;True;True;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
D-1557;Xeon Processor D-1557;number;https://ark.intel.com/content/www/us/en/ark/products/93364/intel-xeon-processor-d-1557-18m-cache-1-50-ghz.html;FCBGA1667;Xeon D Processor;Products formerly Broadwell;Server;;14;;12;24;2100000000;;2100000000.0;1500000000;18874368;;45;;;;;;;;;;;;;;;;;;;;;;Launched;2016-01-01;True;Communications Commercial Temp;;End of Servicing Updates;Saturday, December 31, 2022;;;;;;;;137438953472;DDR4, DDR3;2;;True;;2133000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1S Only;2.0/3.0;x4 x8 x16;32;;;;;;1;;;['37.5 mm', '37.5 mm'];;;;;;;;;;;;2;True;True;64-bit;['AVX2'];True;True;True;;;;;;;;;;;;;True;;;;;;;;;;;;;;;;True;True;;True;True;True;;;True;True;True;;;;;;;;;;;;;;;;;;;;;;8;2.0/3.0;6;True;;True;True;;;;;;
