,Benchmark,Processor ,# Cores Per Chip,Processor MHz,perf_per_chip
7097,CINT2006,Intel Xeon E5-2690 v4,14.0,2600,36.0
7901,CINT2006,Intel Xeon E5-2690 v4,14.0,2600,36.1
7913,CINT2006,Intel Xeon E5-2690 v4,14.0,2600,36.1
3561,CINT2006,Intel Xeon E5-2690 v4,14.0,2600,34.6
5153,CINT2006,Intel Xeon E5-2690 v4,14.0,2600,35.8
3709,CINT2006,Intel Xeon E5-2690 v4,14.0,2600,35.5
7155,CINT2006,Intel Xeon E5-2690 v4,14.0,2600,36.15
1537,CINT2006,Intel Xeon E5-2690 v4,14.0,2600,34.95
7611,CINT2006,Intel Xeon E5-2690 v4,14.0,2600,36.05
2587,CINT2006,Intel Xeon E5-2690 v4,14.0,2600,35.9
4675,CINT2006,Intel Xeon E5-2690 v4,14.0,2600,35.7
7098,CINT2006,Intel Xeon E5-2690 v4,14.0,2600,28.4
4573,CINT2006,Intel Xeon E5-2690 v4,14.0,2600,35.8
7402,CINT2006,Intel Xeon E5-2690 v4,14.0,2600,35.8
3733,CINT2006,Intel Xeon E5-2690 v4,14.0,2600,35.85
4315,CINT2006,Intel Xeon E5-2690 v4,14.0,2600,35.8
5089,CINT2006,Intel Xeon E5-2690 v4,14.0,2600,35.8
3100,CINT2006,Intel Xeon E5-2690 v4,14.0,2600,35.8
5319,CINT2006,Intel Xeon E5-2690 v4,14.0,2600,35.75
1911,CINT2006,Intel Xeon E5-2690 v4,14.0,2600,35.5
3734,CINT2006,Intel Xeon E5-2690 v4,14.0,2600,35.7
2040,CINT2006,Intel Xeon E5-2690 v4,14.0,2600,35.7
852,CINT2006,Intel Xeon E5-2690 v4,14.0,2600,36.0
7285,CINT2006,Intel Xeon E5-2690 v4,14.0,2600,35.75
5266,CINT2006,Intel Xeon E5-2690 v4,14.0,2600,35.75
3610,CINT2006,Intel Xeon E5-2699 v3,18.0,2300,32.15
2486,CINT2006,Intel Xeon E5-2699 v3,18.0,2300,64.8
155,CINT2006,Intel Xeon E5-2699 v3,18.0,2300,34.05
3564,CINT2006,Intel Xeon E5-2699 v3,18.0,2300,32.15
4581,CINT2006,Intel Xeon E5-2699 v3,18.0,2300,32.25
128,CINT2006,Intel Xeon E5-2699 v3,18.0,2300,32.3
4686,CINT2006,Intel Xeon E5-2699 v3,18.0,2300,33.15
4687,CINT2006,Intel Xeon E5-2699 v3,18.0,2300,31.25
7311,CINT2006,Intel Xeon E5-2699 v3,18.0,2300,33.15
7607,CINT2006,Intel Xeon E5-2699 v3,18.0,2300,33.15
2852,CINT2006,Intel Xeon E5-2699 v3,18.0,2300,33.05
3021,CINT2006,Intel Xeon E5-2699 v3,18.0,2300,33.4
7001,CINT2006,Intel Xeon E5-2699 v3,18.0,2300,33.05
5217,CINT2006,Intel Xeon E5-2699 v3,18.0,2300,33.3
860,CINT2006,Intel Xeon E5-2699 v3,18.0,2300,33.05
4080,CINT2006,Intel Xeon E5-2699 v3,18.0,2300,33.1
5275,CINT2006,Intel Xeon E5-2699 v3,18.0,2300,32.2
2593,CINT2006,Intel Xeon E5-2699 v3,18.0,2300,33.25
4015,CINT2006,Intel Xeon E5-2699 v3,18.0,2300,66.5
4014,CINT2006,Intel Xeon E5-2699 v3,18.0,2300,33.35
5328,CINT2006,Intel Xeon E5-2699 v3,18.0,2300,32.2
8121,CINT2006,Intel Xeon E5-2699 v3,18.0,2300,32.4
1115,CINT2006,Intel Xeon E5-2699 v3,18.0,2300,32.9
8110,CINT2006,Intel Xeon E5-2699 v3,18.0,2300,34.55
3912,CINT2006,Intel Xeon E5-2699 v3,18.0,2300,33.1
3911,CINT2006,Intel Xeon E5-2699 v3,18.0,2300,65.6
7184,CINT2006,Intel Xeon E5-2699 v3,18.0,2300,32.95
1256,CINT2006,Intel Xeon E5-2699 v3,18.0,2300,28.85
7357,CINT2006,Intel Xeon E5-2699 v3,18.0,2300,33.1
1255,CINT2006,Intel Xeon E5-2699 v3,18.0,2300,30.7
8088,CINT2006,Intel Xeon E5-2699 v3,18.0,2300,33.15
1012,CINT2006,Intel Xeon E5-2699 v3,18.0,2300,33.15
3377,CINT2006,Intel Xeon E5-2699 v3,18.0,2300,33.2
38,CINT2006,Intel Xeon E5-2699 v3,18.0,2300,34.15
7128,CINT2006,Intel Xeon E5-2699 v3,18.0,2300,32.85
8554,CINT2006,Intel Xeon E5-2699 v3,18.0,2300,33.05
3086,CINT2006,Intel Xeon E5-2699 v3,18.0,2300,33.2
5098,CINT2006,Intel Xeon E5-2699 v3,18.0,2300,33.1
2051,CINT2006,Intel Xeon E5-2699 v3,18.0,2300,32.85
7071,CINT2006,Intel Xeon E5-2699 v3,18.0,2300,33.0
7882,CINT2006,Intel Xeon E5-2699 v3,18.0,2300,33.25
2571,CINT2006,Intel Xeon E5-2699 v3,18.0,2300,33.1
3063,CINT2006,Intel Xeon E5-2699 v3,18.0,2300,33.0
26,CINT2006,Intel Xeon E5-2699 v3,18.0,2300,34.05
2807,CINT2006,Intel Xeon E5-2699 v3,18.0,2300,33.05
4215,CINT2006,Intel Xeon E5-2699 v3,18.0,2300,33.3
3648,CINT2006,Intel Xeon E5-2699 v3,18.0,2300,32.15
4462,CINT2006,Intel Xeon E5-2699 v3,18.0,2300,33.15
4463,CINT2006,Intel Xeon E5-2699 v3,18.0,2300,31.25
4994,CINT2006,Intel Xeon E5-2699 v3,18.0,2300,31.1
7861,CINT2006,Intel Xeon E5-2699 v3,18.0,2300,33.25
2614,CINT2006,Intel Xeon E5-2699 v4,22.0,2200,36.65
12178,CINT2017,Intel Xeon E5-2699 v4,,2200,28.935
7928,CINT2006,Intel Xeon E5-2699 v4,22.0,2200,37.25
3565,CINT2006,Intel Xeon E5-2699 v4,22.0,2200,35.35
8552,CINT2006,Intel Xeon E5-2699 v4,22.0,2200,36.7
8618,CINT2006,Intel Xeon E5-2699 v4,22.0,2200,36.6
5329,CINT2006,Intel Xeon E5-2699 v4,22.0,2200,36.7
5100,CINT2006,Intel Xeon E5-2699 v4,22.0,2200,37.6
2830,CINT2006,Intel Xeon E5-2699 v4,22.0,2200,36.45
2591,CINT2006,Intel Xeon E5-2699 v4,22.0,2200,36.7
8558,CINT2006,Intel Xeon E5-2699 v4,22.0,2200,36.75
5276,CINT2006,Intel Xeon E5-2699 v4,22.0,2200,36.7
5158,CINT2006,Intel Xeon E5-2699 v4,22.0,2200,36.7
8511,CINT2006,Intel Xeon E5-2699 v4,22.0,2200,36.5
8539,CINT2006,Intel Xeon E5-2699 v4,22.0,2200,36.5
3566,CINT2006,Intel Xeon E5-2699 v4,22.0,2200,35.05
5218,CINT2006,Intel Xeon E5-2699 v4,22.0,2200,36.7
7905,CINT2006,Intel Xeon E5-2699 v4,22.0,2200,37.25
7613,CINT2006,Intel Xeon E5-2699 v4,22.0,2200,37.2
5099,CINT2006,Intel Xeon E5-2699 v4,22.0,2200,37.75
3789,CINT2006,Intel Xeon E5-2699 v4,22.0,2200,36.4
8604,CINT2006,Intel Xeon E5-2699 v4,22.0,2200,36.55
1915,CINT2006,Intel Xeon E5-2699 v4,22.0,2200,36.65
3650,CINT2006,Intel Xeon E5-2699 v4,22.0,2200,35.05
1116,CINT2006,Intel Xeon E5-2699 v4,22.0,2200,37.15
6967,CINT2006,Intel Xeon E5-2699 v4,22.0,2200,37.2
4582,CINT2006,Intel Xeon E5-2699 v4,22.0,2200,36.75
3727,CINT2006,Intel Xeon E5-2699 v4,22.0,2200,36.45
7088,CINT2006,Intel Xeon E5-2699 v4,22.0,2200,37.15
3105,CINT2006,Intel Xeon E5-2699 v4,22.0,2200,36.5
3704,CINT2006,Intel Xeon E5-2699 v4,22.0,2200,36.35
2053,CINT2006,Intel Xeon E5-2699 v4,22.0,2200,36.1
3687,CINT2006,Intel Xeon E5-2699 v4,22.0,2200,72.4
4464,CINT2006,Intel Xeon E5-2699 v4,22.0,2200,37.5
3084,CINT2006,Intel Xeon E5-2699 v4,22.0,2200,36.45
2052,CINT2006,Intel Xeon E5-2699 v4,22.0,2200,36.95
3040,CINT2006,Intel Xeon E5-2699 v4,22.0,2200,36.45
3673,CINT2006,Intel Xeon E5-2699 v4,22.0,2200,36.55
2431,CINT2006,Intel Xeon E5-2699 v4,22.0,2200,36.45
4688,CINT2006,Intel Xeon E5-2699 v4,22.0,2200,37.5
2068,CINT2006,Intel Xeon E5-2699 v4,22.0,2200,36.95
7147,CINT2006,Intel Xeon E5-2699 v4,22.0,2200,37.35
6942,CINT2006,Intel Xeon E5-2699 v4,22.0,2200,37.1
3779,CINT2006,Intel Xeon E5-2699 v4,22.0,2200,36.55
3802,CINT2006,Intel Xeon E5-2699 v4,22.0,2200,36.55
3778,CINT2006,Intel Xeon E5-2699 v4,22.0,2200,72.8
3777,CINT2006,Intel Xeon E5-2699 v4,22.0,2200,38.5
3611,CINT2006,Intel Xeon E5-2699 v4,22.0,2200,35.35
3827,CINT2006,Intel Xeon E5-2699 v4,22.0,2200,36.95
861,CINT2006,Intel Xeon E5-2699 v4,22.0,2200,37.2
3612,CINT2006,Intel Xeon E5-2699 v4,22.0,2200,35.05
2430,CINT2006,Intel Xeon E5-2699 v4,22.0,2200,36.2
7324,CINT2006,Intel Xeon E5-2699 v4,22.0,2200,36.95
8631,CINT2006,Intel Xeon E5-2699 v4,22.0,2200,73.1
7278,CINT2006,Intel Xeon E5-2699 v4,22.0,2200,37.0
3649,CINT2006,Intel Xeon E5-2699 v4,22.0,2200,35.35
5159,CINT2006,Intel Xeon E5-2699A v4,22.0,2400,37.45
7153,CINT2006,Intel Xeon E5-2699A v4,22.0,2400,37.75
5277,CINT2006,Intel Xeon E5-2699A v4,22.0,2400,37.4
1013,CINT2006,Intel Xeon E5-2699A v4,22.0,2400,37.35
5101,CINT2006,Intel Xeon E5-2699A v4,22.0,2400,37.75
7283,CINT2006,Intel Xeon E5-2699A v4,22.0,2400,37.55
7095,CINT2006,Intel Xeon E5-2699A v4,22.0,2400,37.65
3731,CINT2006,Intel Xeon E5-2699A v4,22.0,2400,37.5
5219,CINT2006,Intel Xeon E5-2699A v4,22.0,2400,37.4
5330,CINT2006,Intel Xeon E5-2699A v4,22.0,2400,37.4
862,CINT2006,Intel Xeon E5-2699A v4,22.0,2400,37.55
12670,CINT2017,Intel Xeon E5-2699A v4,,2400,39.015
6949,CINT2006,Intel Xeon E5-2699A v4,22.0,2400,37.6
6972,CINT2006,Intel Xeon E5-2699A v4,22.0,2400,37.7
7329,CINT2006,Intel Xeon E5-2699A v4,22.0,2400,37.5
1916,CINT2006,Intel Xeon E5-2699A v4,22.0,2400,36.95
4465,CINT2006,Intel Xeon E5-2699A v4,22.0,2400,37.75
1117,CINT2006,Intel Xeon E5-2699A v4,22.0,2400,37.45
6968,CINT2006,Intel Xeon E5-2699R v4,22.0,2200,37.55
7325,CINT2006,Intel Xeon E5-2699R v4,22.0,2200,37.1
7279,CINT2006,Intel Xeon E5-2699R v4,22.0,2200,37.35
7148,CINT2006,Intel Xeon E5-2699R v4,22.0,2200,37.6
7089,CINT2006,Intel Xeon E5-2699R v4,22.0,2200,37.55
6943,CINT2006,Intel Xeon E5-2699R v4,22.0,2200,37.4
619,CINT2006,Intel Xeon E5-4650,8.0,2700,13.575
145,CINT2006,Intel Xeon E5-4650,8.0,2700,13.1
4742,CINT2006,Intel Xeon E5-4650,8.0,2700,13.475
2104,CINT2006,Intel Xeon E5-4650,8.0,2700,13.575
4381,CINT2006,Intel Xeon E5-4650,8.0,2700,11.15
3613,CINT2006,Intel Xeon E5-4650,8.0,2700,13.175
5584,CINT2006,Intel Xeon E5-4650,8.0,2700,13.15
3942,CINT2006,Intel Xeon E5-4650,8.0,2700,11.725
3941,CINT2006,Intel Xeon E5-4650,8.0,2700,13.65
1630,CINT2006,Intel Xeon E5-4650,8.0,2700,13.575
6286,CINT2006,Intel Xeon E5-4650,8.0,2700,13.475
5116,CINT2006,Intel Xeon E5-4650,8.0,2700,13.6
3652,CINT2006,Intel Xeon E5-4650,8.0,2700,13.175
3211,CINT2006,Intel Xeon E5-4650,8.0,2700,13.525
1164,CINT2006,Intel Xeon E5-4650,8.0,2700,13.5
4130,CINT2006,Intel Xeon E5-4650 v2,10.0,2400,12.775
2103,CINT2006,Intel Xeon E5-4650 v2,10.0,2400,12.55
2102,CINT2006,Intel Xeon E5-4650 v2,10.0,2400,12.7
4741,CINT2006,Intel Xeon E5-4650 v2,10.0,2400,12.875
4380,CINT2006,Intel Xeon E5-4650 v2,10.0,2400,10.875
3949,CINT2006,Intel Xeon E5-4650 v3,12.0,2100,13.2
8357,CINT2006,Intel Xeon E5-4650 v3,12.0,2100,13.1
921,CINT2006,Intel Xeon E5-4650 v3,12.0,2100,13.175
1403,CINT2006,Intel Xeon E5-4650 v3,12.0,2100,12.925
4137,CINT2006,Intel Xeon E5-4650 v3,12.0,2100,13.15
1404,CINT2006,Intel Xeon E5-4650 v4,14.0,2200,14.7
3742,CINT2006,Intel Xeon E5-4650 v4,14.0,2200,15.25
1638,CINT2006,Intel Xeon E5-4650 v4,14.0,2200,14.625
2112,CINT2006,Intel Xeon E5-4650 v4,14.0,2200,14.7
6287,CINT2006,Intel Xeon E5-4650L,8.0,2600,12.725
1631,CINT2006,Intel Xeon E5-4650L,8.0,2600,12.55
620,CINT2006,Intel Xeon E5-4650L,8.0,2600,12.275
5585,CINT2006,Intel Xeon E5-4650L,8.0,2600,12.5
2105,CINT2006,Intel Xeon E5-4650L,8.0,2600,12.275
3212,CINT2006,Intel Xeon E5-4650L,8.0,2600,12.525
364,CINT2006,Intel Xeon E5320,4.0,1860,11.5
8841,CINT2006,Intel Xeon E5320,4.0,1867,8.1
5361,CINT2006,Intel Xeon E5320,4.0,1866,6.8
380,CINT2006,Intel Xeon E5320,4.0,1860,11.6
434,CINT2006,Intel Xeon E5320,4.0,1866,7.0
3931,CINT2006,Intel Xeon E5320,4.0,1860,11.9
6131,CINT2006,Intel Xeon E5320,4.0,1866,8.0
435,CINT2006,Intel Xeon E5320,4.0,1860,11.9
537,CINT2006,Intel Xeon E5320,4.0,1860,11.9
5965,CINT2006,Intel Xeon E5320,4.0,1866,8.05
3868,CINT2006,Intel Xeon E5320,4.0,1860,11.9
5377,CINT2006,Intel Xeon E5320,4.0,1866,6.8
536,CINT2006,Intel Xeon E5320,4.0,1866,7.0
3861,CINT2006,Intel Xeon E5320,4.0,1860,11.9
3860,CINT2006,Intel Xeon E5320,4.0,1860,11.9
3997,CINT2006,Intel Xeon E5320,4.0,1860,12.0
751,CINT2006,Intel Xeon E5320,4.0,1860,7.0
4205,CINT2006,Intel Xeon E5320,4.0,1860,11.9
700,CINT2006,Intel Xeon E5320,4.0,1860,11.5
4196,CINT2006,Intel Xeon E5320,4.0,1860,11.9
6575,CINT2006,Intel Xeon E5320,4.0,1866,7.1
4051,CINT2006,Intel Xeon E5320,4.0,1860,11.9
3572,CINT2006,Intel Xeon E5345,4.0,2333,7.9
6577,CINT2006,Intel Xeon E5345,4.0,2333,8.75
7486,CINT2006,Intel Xeon E5345,4.0,2333,8.45
6133,CINT2006,Intel Xeon E5345,4.0,2333,8.95
5363,CINT2006,Intel Xeon E5345,4.0,2333,8.45
7535,CINT2006,Intel Xeon E5345,4.0,2333,8.55
438,CINT2006,Intel Xeon E5345,4.0,2330,14.5
7504,CINT2006,Intel Xeon E5345,4.0,2333,8.65
540,CINT2006,Intel Xeon E5345,4.0,2330,14.5
8843,CINT2006,Intel Xeon E5345,4.0,2333,10.15
702,CINT2006,Intel Xeon E5345,4.0,2330,14.3
7518,CINT2006,Intel Xeon E5345,4.0,2333,8.55
5379,CINT2006,Intel Xeon E5345,4.0,2333,8.45
5967,CINT2006,Intel Xeon E5345,4.0,2333,8.95
3464,CINT2006,Intel Xeon E5345,4.0,2333,7.6
7492,CINT2006,Intel Xeon E5345,4.0,2333,8.45
8048,CINT2006,Intel Xeon E5420,4.0,2500,12.0
7526,CINT2006,Intel Xeon E5420,4.0,2500,11.35
7543,CINT2006,Intel Xeon E5420,4.0,2500,11.35
7507,CINT2006,Intel Xeon E5420,4.0,2500,11.35
3871,CINT2006,Intel Xeon E5420,4.0,2500,11.55
5824,CINT2006,Intel Xeon E5420,4.0,2500,11.4
1452,CINT2006,Intel Xeon E5420,4.0,2500,11.95
1454,CINT2006,Intel Xeon E5420,4.0,2500,11.4
1453,CINT2006,Intel Xeon E5420,4.0,2500,11.4
6135,CINT2006,Intel Xeon E5420,4.0,2493,11.45
5870,CINT2006,Intel Xeon E5420,4.0,2500,11.4
1292,CINT2006,Intel Xeon E5420,4.0,2500,11.95
5381,CINT2006,Intel Xeon E5420,4.0,2500,11.55
1262,CINT2006,Intel Xeon E5420,4.0,2500,11.95
1276,CINT2006,Intel Xeon E5420,4.0,2500,11.95
5969,CINT2006,Intel Xeon E5420,4.0,2493,11.45
443,CINT2006,Intel Xeon E5420,4.0,2500,11.35
756,CINT2006,Intel Xeon E5420,4.0,2500,11.35
3496,CINT2006,Intel Xeon E5420,4.0,2500,11.4
3490,CINT2006,Intel Xeon E5420,4.0,2500,11.35
545,CINT2006,Intel Xeon E5420,4.0,2500,11.35
4189,CINT2006,Intel Xeon E5420,4.0,2500,11.15
5365,CINT2006,Intel Xeon E5420,4.0,2493,11.45
7497,CINT2006,Intel Xeon E5420,4.0,2500,11.2
8846,CINT2006,Intel Xeon E5420,4.0,2500,11.4
3345,CINT2006,Intel Xeon E5520,4.0,2267,13.6
1925,CINT2006,Intel Xeon E5520,4.0,2267,14.8
1783,CINT2006,Intel Xeon E5520,4.0,2267,13.45
