Product Collection,launch_min,launch_max,core_min,core_max,core_median,freq_min,freq_max,freq_median,tdp_min,tdp_max,tdp_median,tdp_core_min,tdp_core_max,tdp_core_median,bandwidth_min,bandwidth_max,bandwidth_median,pcie_bandwidth_min,pcie_bandwidth_max,pcie_bandwidth_median,Code Name,collection_short,year_collection
3rd Gen Xeon Scalable Processors,2020/04,2021/04,8.0,40.0,24.0,2.0,3.9,2.4,105.0,270.0,185.0,5.416666666666667,20.625,7.5,128.016,204.8,187.71200000000002,48.0,128.0,128.0,Products formerly Ice Lake,3rd Scalable,2020/04 - 3rd Scalable
3rd Gen Xeon Scalable Processors,2020/04,2021/04,8.0,40.0,24.0,2.0,3.9,2.4,105.0,270.0,185.0,5.416666666666667,20.625,7.5,128.016,204.8,187.71200000000002,48.0,128.0,128.0,Products formerly Cooper Lake,3rd Scalable,2020/04 - 3rd Scalable
3rd Gen Xeon Scalable Processors,2020/04,2021/04,8.0,40.0,24.0,2.0,3.9,2.4,105.0,270.0,185.0,5.416666666666667,20.625,7.5,128.016,204.8,187.71200000000002,48.0,128.0,128.0,Products formerly Cooper Lake,3rd Scalable,2020/04 - 3rd Scalable
3rd Gen Xeon Scalable Processors,2020/04,2021/04,8.0,40.0,24.0,2.0,3.9,2.4,105.0,270.0,185.0,5.416666666666667,20.625,7.5,128.016,204.8,187.71200000000002,48.0,128.0,128.0,Products formerly Ice Lake,3rd Scalable,2020/04 - 3rd Scalable
3rd Gen Xeon Scalable Processors,2020/04,2021/04,8.0,40.0,24.0,2.0,3.9,2.4,105.0,270.0,185.0,5.416666666666667,20.625,7.5,128.016,204.8,187.71200000000002,48.0,128.0,128.0,Products formerly Ice Lake,3rd Scalable,2020/04 - 3rd Scalable
3rd Gen Xeon Scalable Processors,2020/04,2021/04,8.0,40.0,24.0,2.0,3.9,2.4,105.0,270.0,185.0,5.416666666666667,20.625,7.5,128.016,204.8,187.71200000000002,48.0,128.0,128.0,Products formerly Cooper Lake,3rd Scalable,2020/04 - 3rd Scalable
3rd Gen Xeon Scalable Processors,2020/04,2021/04,8.0,40.0,24.0,2.0,3.9,2.4,105.0,270.0,185.0,5.416666666666667,20.625,7.5,128.016,204.8,187.71200000000002,48.0,128.0,128.0,Products formerly Cooper Lake,3rd Scalable,2020/04 - 3rd Scalable
3rd Gen Xeon Scalable Processors,2020/04,2021/04,8.0,40.0,24.0,2.0,3.9,2.4,105.0,270.0,185.0,5.416666666666667,20.625,7.5,128.016,204.8,187.71200000000002,48.0,128.0,128.0,Products formerly Cooper Lake,3rd Scalable,2020/04 - 3rd Scalable
3rd Gen Xeon Scalable Processors,2020/04,2021/04,8.0,40.0,24.0,2.0,3.9,2.4,105.0,270.0,185.0,5.416666666666667,20.625,7.5,128.016,204.8,187.71200000000002,48.0,128.0,128.0,Products formerly Ice Lake,3rd Scalable,2020/04 - 3rd Scalable
3rd Gen Xeon Scalable Processors,2020/04,2021/04,8.0,40.0,24.0,2.0,3.9,2.4,105.0,270.0,185.0,5.416666666666667,20.625,7.5,128.016,204.8,187.71200000000002,48.0,128.0,128.0,Products formerly Ice Lake,3rd Scalable,2020/04 - 3rd Scalable
3rd Gen Xeon Scalable Processors,2020/04,2021/04,8.0,40.0,24.0,2.0,3.9,2.4,105.0,270.0,185.0,5.416666666666667,20.625,7.5,128.016,204.8,187.71200000000002,48.0,128.0,128.0,Products formerly Ice Lake,3rd Scalable,2020/04 - 3rd Scalable
3rd Gen Xeon Scalable Processors,2020/04,2021/04,8.0,40.0,24.0,2.0,3.9,2.4,105.0,270.0,185.0,5.416666666666667,20.625,7.5,128.016,204.8,187.71200000000002,48.0,128.0,128.0,Products formerly Cooper Lake,3rd Scalable,2020/04 - 3rd Scalable
3rd Gen Xeon Scalable Processors,2020/04,2021/04,8.0,40.0,24.0,2.0,3.9,2.4,105.0,270.0,185.0,5.416666666666667,20.625,7.5,128.016,204.8,187.71200000000002,48.0,128.0,128.0,Products formerly Ice Lake,3rd Scalable,2020/04 - 3rd Scalable
3rd Gen Xeon Scalable Processors,2020/04,2021/04,8.0,40.0,24.0,2.0,3.9,2.4,105.0,270.0,185.0,5.416666666666667,20.625,7.5,128.016,204.8,187.71200000000002,48.0,128.0,128.0,Products formerly Ice Lake,3rd Scalable,2020/04 - 3rd Scalable
3rd Gen Xeon Scalable Processors,2020/04,2021/04,8.0,40.0,24.0,2.0,3.9,2.4,105.0,270.0,185.0,5.416666666666667,20.625,7.5,128.016,204.8,187.71200000000002,48.0,128.0,128.0,Products formerly Cooper Lake,3rd Scalable,2020/04 - 3rd Scalable
3rd Gen Xeon Scalable Processors,2020/04,2021/04,8.0,40.0,24.0,2.0,3.9,2.4,105.0,270.0,185.0,5.416666666666667,20.625,7.5,128.016,204.8,187.71200000000002,48.0,128.0,128.0,Products formerly Ice Lake,3rd Scalable,2020/04 - 3rd Scalable
3rd Gen Xeon Scalable Processors,2020/04,2021/04,8.0,40.0,24.0,2.0,3.9,2.4,105.0,270.0,185.0,5.416666666666667,20.625,7.5,128.016,204.8,187.71200000000002,48.0,128.0,128.0,Products formerly Ice Lake,3rd Scalable,2020/04 - 3rd Scalable
3rd Gen Xeon Scalable Processors,2020/04,2021/04,8.0,40.0,24.0,2.0,3.9,2.4,105.0,270.0,185.0,5.416666666666667,20.625,7.5,128.016,204.8,187.71200000000002,48.0,128.0,128.0,Products formerly Ice Lake,3rd Scalable,2020/04 - 3rd Scalable
3rd Gen Xeon Scalable Processors,2020/04,2021/04,8.0,40.0,24.0,2.0,3.9,2.4,105.0,270.0,185.0,5.416666666666667,20.625,7.5,128.016,204.8,187.71200000000002,48.0,128.0,128.0,Products formerly Cooper Lake,3rd Scalable,2020/04 - 3rd Scalable
3rd Gen Xeon Scalable Processors,2020/04,2021/04,8.0,40.0,24.0,2.0,3.9,2.4,105.0,270.0,185.0,5.416666666666667,20.625,7.5,128.016,204.8,187.71200000000002,48.0,128.0,128.0,Products formerly Cooper Lake,3rd Scalable,2020/04 - 3rd Scalable
3rd Gen Xeon Scalable Processors,2020/04,2021/04,8.0,40.0,24.0,2.0,3.9,2.4,105.0,270.0,185.0,5.416666666666667,20.625,7.5,128.016,204.8,187.71200000000002,48.0,128.0,128.0,Products formerly Ice Lake,3rd Scalable,2020/04 - 3rd Scalable
3rd Gen Xeon Scalable Processors,2020/04,2021/04,8.0,40.0,24.0,2.0,3.9,2.4,105.0,270.0,185.0,5.416666666666667,20.625,7.5,128.016,204.8,187.71200000000002,48.0,128.0,128.0,Products formerly Ice Lake,3rd Scalable,2020/04 - 3rd Scalable
3rd Gen Xeon Scalable Processors,2020/04,2021/04,8.0,40.0,24.0,2.0,3.9,2.4,105.0,270.0,185.0,5.416666666666667,20.625,7.5,128.016,204.8,187.71200000000002,48.0,128.0,128.0,Products formerly Ice Lake,3rd Scalable,2020/04 - 3rd Scalable
3rd Gen Xeon Scalable Processors,2020/04,2021/04,8.0,40.0,24.0,2.0,3.9,2.4,105.0,270.0,185.0,5.416666666666667,20.625,7.5,128.016,204.8,187.71200000000002,48.0,128.0,128.0,Products formerly Ice Lake,3rd Scalable,2020/04 - 3rd Scalable
3rd Gen Xeon Scalable Processors,2020/04,2021/04,8.0,40.0,24.0,2.0,3.9,2.4,105.0,270.0,185.0,5.416666666666667,20.625,7.5,128.016,204.8,187.71200000000002,48.0,128.0,128.0,Products formerly Ice Lake,3rd Scalable,2020/04 - 3rd Scalable
3rd Gen Xeon Scalable Processors,2020/04,2021/04,8.0,40.0,24.0,2.0,3.9,2.4,105.0,270.0,185.0,5.416666666666667,20.625,7.5,128.016,204.8,187.71200000000002,48.0,128.0,128.0,Products formerly Ice Lake,3rd Scalable,2020/04 - 3rd Scalable
3rd Gen Xeon Scalable Processors,2020/04,2021/04,8.0,40.0,24.0,2.0,3.9,2.4,105.0,270.0,185.0,5.416666666666667,20.625,7.5,128.016,204.8,187.71200000000002,48.0,128.0,128.0,Products formerly Cooper Lake,3rd Scalable,2020/04 - 3rd Scalable
3rd Gen Xeon Scalable Processors,2020/04,2021/04,8.0,40.0,24.0,2.0,3.9,2.4,105.0,270.0,185.0,5.416666666666667,20.625,7.5,128.016,204.8,187.71200000000002,48.0,128.0,128.0,Products formerly Cooper Lake,3rd Scalable,2020/04 - 3rd Scalable
3rd Gen Xeon Scalable Processors,2020/04,2021/04,8.0,40.0,24.0,2.0,3.9,2.4,105.0,270.0,185.0,5.416666666666667,20.625,7.5,128.016,204.8,187.71200000000002,48.0,128.0,128.0,Products formerly Ice Lake,3rd Scalable,2020/04 - 3rd Scalable
3rd Gen Xeon Scalable Processors,2020/04,2021/04,8.0,40.0,24.0,2.0,3.9,2.4,105.0,270.0,185.0,5.416666666666667,20.625,7.5,128.016,204.8,187.71200000000002,48.0,128.0,128.0,Products formerly Ice Lake,3rd Scalable,2020/04 - 3rd Scalable
3rd Gen Xeon Scalable Processors,2020/04,2021/04,8.0,40.0,24.0,2.0,3.9,2.4,105.0,270.0,185.0,5.416666666666667,20.625,7.5,128.016,204.8,187.71200000000002,48.0,128.0,128.0,Products formerly Ice Lake,3rd Scalable,2020/04 - 3rd Scalable
3rd Gen Xeon Scalable Processors,2020/04,2021/04,8.0,40.0,24.0,2.0,3.9,2.4,105.0,270.0,185.0,5.416666666666667,20.625,7.5,128.016,204.8,187.71200000000002,48.0,128.0,128.0,Products formerly Ice Lake,3rd Scalable,2020/04 - 3rd Scalable
3rd Gen Xeon Scalable Processors,2020/04,2021/04,8.0,40.0,24.0,2.0,3.9,2.4,105.0,270.0,185.0,5.416666666666667,20.625,7.5,128.016,204.8,187.71200000000002,48.0,128.0,128.0,Products formerly Ice Lake,3rd Scalable,2020/04 - 3rd Scalable
3rd Gen Xeon Scalable Processors,2020/04,2021/04,8.0,40.0,24.0,2.0,3.9,2.4,105.0,270.0,185.0,5.416666666666667,20.625,7.5,128.016,204.8,187.71200000000002,48.0,128.0,128.0,Products formerly Ice Lake,3rd Scalable,2020/04 - 3rd Scalable
3rd Gen Xeon Scalable Processors,2020/04,2021/04,8.0,40.0,24.0,2.0,3.9,2.4,105.0,270.0,185.0,5.416666666666667,20.625,7.5,128.016,204.8,187.71200000000002,48.0,128.0,128.0,Products formerly Ice Lake,3rd Scalable,2020/04 - 3rd Scalable
3rd Gen Xeon Scalable Processors,2020/04,2021/04,8.0,40.0,24.0,2.0,3.9,2.4,105.0,270.0,185.0,5.416666666666667,20.625,7.5,128.016,204.8,187.71200000000002,48.0,128.0,128.0,Products formerly Ice Lake,3rd Scalable,2020/04 - 3rd Scalable
3rd Gen Xeon Scalable Processors,2020/04,2021/04,8.0,40.0,24.0,2.0,3.9,2.4,105.0,270.0,185.0,5.416666666666667,20.625,7.5,128.016,204.8,187.71200000000002,48.0,128.0,128.0,Products formerly Ice Lake,3rd Scalable,2020/04 - 3rd Scalable
3rd Gen Xeon Scalable Processors,2020/04,2021/04,8.0,40.0,24.0,2.0,3.9,2.4,105.0,270.0,185.0,5.416666666666667,20.625,7.5,128.016,204.8,187.71200000000002,48.0,128.0,128.0,Products formerly Ice Lake,3rd Scalable,2020/04 - 3rd Scalable
3rd Gen Xeon Scalable Processors,2020/04,2021/04,8.0,40.0,24.0,2.0,3.9,2.4,105.0,270.0,185.0,5.416666666666667,20.625,7.5,128.016,204.8,187.71200000000002,48.0,128.0,128.0,Products formerly Cooper Lake,3rd Scalable,2020/04 - 3rd Scalable
3rd Gen Xeon Scalable Processors,2020/04,2021/04,8.0,40.0,24.0,2.0,3.9,2.4,105.0,270.0,185.0,5.416666666666667,20.625,7.5,128.016,204.8,187.71200000000002,48.0,128.0,128.0,Products formerly Ice Lake,3rd Scalable,2020/04 - 3rd Scalable
3rd Gen Xeon Scalable Processors,2020/04,2021/04,8.0,40.0,24.0,2.0,3.9,2.4,105.0,270.0,185.0,5.416666666666667,20.625,7.5,128.016,204.8,187.71200000000002,48.0,128.0,128.0,Products formerly Ice Lake,3rd Scalable,2020/04 - 3rd Scalable
3rd Gen Xeon Scalable Processors,2020/04,2021/04,8.0,40.0,24.0,2.0,3.9,2.4,105.0,270.0,185.0,5.416666666666667,20.625,7.5,128.016,204.8,187.71200000000002,48.0,128.0,128.0,Products formerly Ice Lake,3rd Scalable,2020/04 - 3rd Scalable
3rd Gen Xeon Scalable Processors,2020/04,2021/04,8.0,40.0,24.0,2.0,3.9,2.4,105.0,270.0,185.0,5.416666666666667,20.625,7.5,128.016,204.8,187.71200000000002,48.0,128.0,128.0,Products formerly Ice Lake,3rd Scalable,2020/04 - 3rd Scalable
3rd Gen Xeon Scalable Processors,2020/04,2021/04,8.0,40.0,24.0,2.0,3.9,2.4,105.0,270.0,185.0,5.416666666666667,20.625,7.5,128.016,204.8,187.71200000000002,48.0,128.0,128.0,Products formerly Ice Lake,3rd Scalable,2020/04 - 3rd Scalable
3rd Gen Xeon Scalable Processors,2020/04,2021/04,8.0,40.0,24.0,2.0,3.9,2.4,105.0,270.0,185.0,5.416666666666667,20.625,7.5,128.016,204.8,187.71200000000002,48.0,128.0,128.0,Products formerly Ice Lake,3rd Scalable,2020/04 - 3rd Scalable
3rd Gen Xeon Scalable Processors,2020/04,2021/04,8.0,40.0,24.0,2.0,3.9,2.4,105.0,270.0,185.0,5.416666666666667,20.625,7.5,128.016,204.8,187.71200000000002,48.0,128.0,128.0,Products formerly Cooper Lake,3rd Scalable,2020/04 - 3rd Scalable
3rd Gen Xeon Scalable Processors,2020/04,2021/04,8.0,40.0,24.0,2.0,3.9,2.4,105.0,270.0,185.0,5.416666666666667,20.625,7.5,128.016,204.8,187.71200000000002,48.0,128.0,128.0,Products formerly Ice Lake,3rd Scalable,2020/04 - 3rd Scalable
3rd Gen Xeon Scalable Processors,2020/04,2021/04,8.0,40.0,24.0,2.0,3.9,2.4,105.0,270.0,185.0,5.416666666666667,20.625,7.5,128.016,204.8,187.71200000000002,48.0,128.0,128.0,Products formerly Ice Lake,3rd Scalable,2020/04 - 3rd Scalable
2nd Gen Xeon Scalable Processors,2019/04,2020/01,4.0,56.0,18.0,1.8,3.9,2.4,70.0,400.0,145.0,5.625,26.25,7.8125,102.384,281.568,140.784,40.0,48.0,48.0,Products formerly Cascade Lake,2nd Scalable,2019/04 - 2nd Scalable
2nd Gen Xeon Scalable Processors,2019/04,2020/01,4.0,56.0,18.0,1.8,3.9,2.4,70.0,400.0,145.0,5.625,26.25,7.8125,102.384,281.568,140.784,40.0,48.0,48.0,Products formerly Cascade Lake,2nd Scalable,2019/04 - 2nd Scalable
2nd Gen Xeon Scalable Processors,2019/04,2020/01,4.0,56.0,18.0,1.8,3.9,2.4,70.0,400.0,145.0,5.625,26.25,7.8125,102.384,281.568,140.784,40.0,48.0,48.0,Products formerly Cascade Lake,2nd Scalable,2019/04 - 2nd Scalable
2nd Gen Xeon Scalable Processors,2019/04,2020/01,4.0,56.0,18.0,1.8,3.9,2.4,70.0,400.0,145.0,5.625,26.25,7.8125,102.384,281.568,140.784,40.0,48.0,48.0,Products formerly Cascade Lake,2nd Scalable,2019/04 - 2nd Scalable
2nd Gen Xeon Scalable Processors,2019/04,2020/01,4.0,56.0,18.0,1.8,3.9,2.4,70.0,400.0,145.0,5.625,26.25,7.8125,102.384,281.568,140.784,40.0,48.0,48.0,Products formerly Cascade Lake,2nd Scalable,2019/04 - 2nd Scalable
2nd Gen Xeon Scalable Processors,2019/04,2020/01,4.0,56.0,18.0,1.8,3.9,2.4,70.0,400.0,145.0,5.625,26.25,7.8125,102.384,281.568,140.784,40.0,48.0,48.0,Products formerly Cascade Lake,2nd Scalable,2019/04 - 2nd Scalable
2nd Gen Xeon Scalable Processors,2019/04,2020/01,4.0,56.0,18.0,1.8,3.9,2.4,70.0,400.0,145.0,5.625,26.25,7.8125,102.384,281.568,140.784,40.0,48.0,48.0,Products formerly Cascade Lake,2nd Scalable,2019/04 - 2nd Scalable
2nd Gen Xeon Scalable Processors,2019/04,2020/01,4.0,56.0,18.0,1.8,3.9,2.4,70.0,400.0,145.0,5.625,26.25,7.8125,102.384,281.568,140.784,40.0,48.0,48.0,Products formerly Cascade Lake,2nd Scalable,2019/04 - 2nd Scalable
2nd Gen Xeon Scalable Processors,2019/04,2020/01,4.0,56.0,18.0,1.8,3.9,2.4,70.0,400.0,145.0,5.625,26.25,7.8125,102.384,281.568,140.784,40.0,48.0,48.0,Products formerly Cascade Lake,2nd Scalable,2019/04 - 2nd Scalable
2nd Gen Xeon Scalable Processors,2019/04,2020/01,4.0,56.0,18.0,1.8,3.9,2.4,70.0,400.0,145.0,5.625,26.25,7.8125,102.384,281.568,140.784,40.0,48.0,48.0,Products formerly Cascade Lake,2nd Scalable,2019/04 - 2nd Scalable
2nd Gen Xeon Scalable Processors,2019/04,2020/01,4.0,56.0,18.0,1.8,3.9,2.4,70.0,400.0,145.0,5.625,26.25,7.8125,102.384,281.568,140.784,40.0,48.0,48.0,Products formerly Cascade Lake,2nd Scalable,2019/04 - 2nd Scalable
2nd Gen Xeon Scalable Processors,2019/04,2020/01,4.0,56.0,18.0,1.8,3.9,2.4,70.0,400.0,145.0,5.625,26.25,7.8125,102.384,281.568,140.784,40.0,48.0,48.0,Products formerly Cascade Lake,2nd Scalable,2019/04 - 2nd Scalable
2nd Gen Xeon Scalable Processors,2019/04,2020/01,4.0,56.0,18.0,1.8,3.9,2.4,70.0,400.0,145.0,5.625,26.25,7.8125,102.384,281.568,140.784,40.0,48.0,48.0,Products formerly Cascade Lake,2nd Scalable,2019/04 - 2nd Scalable
2nd Gen Xeon Scalable Processors,2019/04,2020/01,4.0,56.0,18.0,1.8,3.9,2.4,70.0,400.0,145.0,5.625,26.25,7.8125,102.384,281.568,140.784,40.0,48.0,48.0,Products formerly Cascade Lake,2nd Scalable,2019/04 - 2nd Scalable
2nd Gen Xeon Scalable Processors,2019/04,2020/01,4.0,56.0,18.0,1.8,3.9,2.4,70.0,400.0,145.0,5.625,26.25,7.8125,102.384,281.568,140.784,40.0,48.0,48.0,Products formerly Cascade Lake,2nd Scalable,2019/04 - 2nd Scalable
2nd Gen Xeon Scalable Processors,2019/04,2020/01,4.0,56.0,18.0,1.8,3.9,2.4,70.0,400.0,145.0,5.625,26.25,7.8125,102.384,281.568,140.784,40.0,48.0,48.0,Products formerly Cascade Lake,2nd Scalable,2019/04 - 2nd Scalable
2nd Gen Xeon Scalable Processors,2019/04,2020/01,4.0,56.0,18.0,1.8,3.9,2.4,70.0,400.0,145.0,5.625,26.25,7.8125,102.384,281.568,140.784,40.0,48.0,48.0,Products formerly Cascade Lake,2nd Scalable,2019/04 - 2nd Scalable
2nd Gen Xeon Scalable Processors,2019/04,2020/01,4.0,56.0,18.0,1.8,3.9,2.4,70.0,400.0,145.0,5.625,26.25,7.8125,102.384,281.568,140.784,40.0,48.0,48.0,Products formerly Cascade Lake,2nd Scalable,2019/04 - 2nd Scalable
2nd Gen Xeon Scalable Processors,2019/04,2020/01,4.0,56.0,18.0,1.8,3.9,2.4,70.0,400.0,145.0,5.625,26.25,7.8125,102.384,281.568,140.784,40.0,48.0,48.0,Products formerly Cascade Lake,2nd Scalable,2019/04 - 2nd Scalable
2nd Gen Xeon Scalable Processors,2019/04,2020/01,4.0,56.0,18.0,1.8,3.9,2.4,70.0,400.0,145.0,5.625,26.25,7.8125,102.384,281.568,140.784,40.0,48.0,48.0,Products formerly Cascade Lake,2nd Scalable,2019/04 - 2nd Scalable
2nd Gen Xeon Scalable Processors,2019/04,2020/01,4.0,56.0,18.0,1.8,3.9,2.4,70.0,400.0,145.0,5.625,26.25,7.8125,102.384,281.568,140.784,40.0,48.0,48.0,Products formerly Cascade Lake,2nd Scalable,2019/04 - 2nd Scalable
2nd Gen Xeon Scalable Processors,2019/04,2020/01,4.0,56.0,18.0,1.8,3.9,2.4,70.0,400.0,145.0,5.625,26.25,7.8125,102.384,281.568,140.784,40.0,48.0,48.0,Products formerly Cascade Lake,2nd Scalable,2019/04 - 2nd Scalable
2nd Gen Xeon Scalable Processors,2019/04,2020/01,4.0,56.0,18.0,1.8,3.9,2.4,70.0,400.0,145.0,5.625,26.25,7.8125,102.384,281.568,140.784,40.0,48.0,48.0,Products formerly Cascade Lake,2nd Scalable,2019/04 - 2nd Scalable
2nd Gen Xeon Scalable Processors,2019/04,2020/01,4.0,56.0,18.0,1.8,3.9,2.4,70.0,400.0,145.0,5.625,26.25,7.8125,102.384,281.568,140.784,40.0,48.0,48.0,Products formerly Cascade Lake,2nd Scalable,2019/04 - 2nd Scalable
2nd Gen Xeon Scalable Processors,2019/04,2020/01,4.0,56.0,18.0,1.8,3.9,2.4,70.0,400.0,145.0,5.625,26.25,7.8125,102.384,281.568,140.784,40.0,48.0,48.0,Products formerly Cascade Lake,2nd Scalable,2019/04 - 2nd Scalable
2nd Gen Xeon Scalable Processors,2019/04,2020/01,4.0,56.0,18.0,1.8,3.9,2.4,70.0,400.0,145.0,5.625,26.25,7.8125,102.384,281.568,140.784,40.0,48.0,48.0,Products formerly Cascade Lake,2nd Scalable,2019/04 - 2nd Scalable
2nd Gen Xeon Scalable Processors,2019/04,2020/01,4.0,56.0,18.0,1.8,3.9,2.4,70.0,400.0,145.0,5.625,26.25,7.8125,102.384,281.568,140.784,40.0,48.0,48.0,Products formerly Cascade Lake,2nd Scalable,2019/04 - 2nd Scalable
2nd Gen Xeon Scalable Processors,2019/04,2020/01,4.0,56.0,18.0,1.8,3.9,2.4,70.0,400.0,145.0,5.625,26.25,7.8125,102.384,281.568,140.784,40.0,48.0,48.0,Products formerly Cascade Lake,2nd Scalable,2019/04 - 2nd Scalable
2nd Gen Xeon Scalable Processors,2019/04,2020/01,4.0,56.0,18.0,1.8,3.9,2.4,70.0,400.0,145.0,5.625,26.25,7.8125,102.384,281.568,140.784,40.0,48.0,48.0,Products formerly Cascade Lake,2nd Scalable,2019/04 - 2nd Scalable
2nd Gen Xeon Scalable Processors,2019/04,2020/01,4.0,56.0,18.0,1.8,3.9,2.4,70.0,400.0,145.0,5.625,26.25,7.8125,102.384,281.568,140.784,40.0,48.0,48.0,Products formerly Cascade Lake,2nd Scalable,2019/04 - 2nd Scalable
2nd Gen Xeon Scalable Processors,2019/04,2020/01,4.0,56.0,18.0,1.8,3.9,2.4,70.0,400.0,145.0,5.625,26.25,7.8125,102.384,281.568,140.784,40.0,48.0,48.0,Products formerly Cascade Lake,2nd Scalable,2019/04 - 2nd Scalable
2nd Gen Xeon Scalable Processors,2019/04,2020/01,4.0,56.0,18.0,1.8,3.9,2.4,70.0,400.0,145.0,5.625,26.25,7.8125,102.384,281.568,140.784,40.0,48.0,48.0,Products formerly Cascade Lake,2nd Scalable,2019/04 - 2nd Scalable
2nd Gen Xeon Scalable Processors,2019/04,2020/01,4.0,56.0,18.0,1.8,3.9,2.4,70.0,400.0,145.0,5.625,26.25,7.8125,102.384,281.568,140.784,40.0,48.0,48.0,Products formerly Cascade Lake,2nd Scalable,2019/04 - 2nd Scalable
2nd Gen Xeon Scalable Processors,2019/04,2020/01,4.0,56.0,18.0,1.8,3.9,2.4,70.0,400.0,145.0,5.625,26.25,7.8125,102.384,281.568,140.784,40.0,48.0,48.0,Products formerly Cascade Lake,2nd Scalable,2019/04 - 2nd Scalable
2nd Gen Xeon Scalable Processors,2019/04,2020/01,4.0,56.0,18.0,1.8,3.9,2.4,70.0,400.0,145.0,5.625,26.25,7.8125,102.384,281.568,140.784,40.0,48.0,48.0,Products formerly Cascade Lake,2nd Scalable,2019/04 - 2nd Scalable
2nd Gen Xeon Scalable Processors,2019/04,2020/01,4.0,56.0,18.0,1.8,3.9,2.4,70.0,400.0,145.0,5.625,26.25,7.8125,102.384,281.568,140.784,40.0,48.0,48.0,Products formerly Cascade Lake,2nd Scalable,2019/04 - 2nd Scalable
2nd Gen Xeon Scalable Processors,2019/04,2020/01,4.0,56.0,18.0,1.8,3.9,2.4,70.0,400.0,145.0,5.625,26.25,7.8125,102.384,281.568,140.784,40.0,48.0,48.0,Products formerly Cascade Lake,2nd Scalable,2019/04 - 2nd Scalable
2nd Gen Xeon Scalable Processors,2019/04,2020/01,4.0,56.0,18.0,1.8,3.9,2.4,70.0,400.0,145.0,5.625,26.25,7.8125,102.384,281.568,140.784,40.0,48.0,48.0,Products formerly Cascade Lake,2nd Scalable,2019/04 - 2nd Scalable
2nd Gen Xeon Scalable Processors,2019/04,2020/01,4.0,56.0,18.0,1.8,3.9,2.4,70.0,400.0,145.0,5.625,26.25,7.8125,102.384,281.568,140.784,40.0,48.0,48.0,Products formerly Cascade Lake,2nd Scalable,2019/04 - 2nd Scalable
2nd Gen Xeon Scalable Processors,2019/04,2020/01,4.0,56.0,18.0,1.8,3.9,2.4,70.0,400.0,145.0,5.625,26.25,7.8125,102.384,281.568,140.784,40.0,48.0,48.0,Products formerly Cascade Lake,2nd Scalable,2019/04 - 2nd Scalable
2nd Gen Xeon Scalable Processors,2019/04,2020/01,4.0,56.0,18.0,1.8,3.9,2.4,70.0,400.0,145.0,5.625,26.25,7.8125,102.384,281.568,140.784,40.0,48.0,48.0,Products formerly Cascade Lake,2nd Scalable,2019/04 - 2nd Scalable
2nd Gen Xeon Scalable Processors,2019/04,2020/01,4.0,56.0,18.0,1.8,3.9,2.4,70.0,400.0,145.0,5.625,26.25,7.8125,102.384,281.568,140.784,40.0,48.0,48.0,Products formerly Cascade Lake,2nd Scalable,2019/04 - 2nd Scalable
2nd Gen Xeon Scalable Processors,2019/04,2020/01,4.0,56.0,18.0,1.8,3.9,2.4,70.0,400.0,145.0,5.625,26.25,7.8125,102.384,281.568,140.784,40.0,48.0,48.0,Products formerly Cascade Lake,2nd Scalable,2019/04 - 2nd Scalable
2nd Gen Xeon Scalable Processors,2019/04,2020/01,4.0,56.0,18.0,1.8,3.9,2.4,70.0,400.0,145.0,5.625,26.25,7.8125,102.384,281.568,140.784,40.0,48.0,48.0,Products formerly Cascade Lake,2nd Scalable,2019/04 - 2nd Scalable
2nd Gen Xeon Scalable Processors,2019/04,2020/01,4.0,56.0,18.0,1.8,3.9,2.4,70.0,400.0,145.0,5.625,26.25,7.8125,102.384,281.568,140.784,40.0,48.0,48.0,Products formerly Cascade Lake,2nd Scalable,2019/04 - 2nd Scalable
2nd Gen Xeon Scalable Processors,2019/04,2020/01,4.0,56.0,18.0,1.8,3.9,2.4,70.0,400.0,145.0,5.625,26.25,7.8125,102.384,281.568,140.784,40.0,48.0,48.0,Products formerly Cascade Lake,2nd Scalable,2019/04 - 2nd Scalable
2nd Gen Xeon Scalable Processors,2019/04,2020/01,4.0,56.0,18.0,1.8,3.9,2.4,70.0,400.0,145.0,5.625,26.25,7.8125,102.384,281.568,140.784,40.0,48.0,48.0,Products formerly Cascade Lake,2nd Scalable,2019/04 - 2nd Scalable
2nd Gen Xeon Scalable Processors,2019/04,2020/01,4.0,56.0,18.0,1.8,3.9,2.4,70.0,400.0,145.0,5.625,26.25,7.8125,102.384,281.568,140.784,40.0,48.0,48.0,Products formerly Cascade Lake,2nd Scalable,2019/04 - 2nd Scalable
2nd Gen Xeon Scalable Processors,2019/04,2020/01,4.0,56.0,18.0,1.8,3.9,2.4,70.0,400.0,145.0,5.625,26.25,7.8125,102.384,281.568,140.784,40.0,48.0,48.0,Products formerly Cascade Lake,2nd Scalable,2019/04 - 2nd Scalable
2nd Gen Xeon Scalable Processors,2019/04,2020/01,4.0,56.0,18.0,1.8,3.9,2.4,70.0,400.0,145.0,5.625,26.25,7.8125,102.384,281.568,140.784,40.0,48.0,48.0,Products formerly Cascade Lake,2nd Scalable,2019/04 - 2nd Scalable
