,# Cores,# Chips,# Cores Per Chip,# Threads Per Core,Processor ,Processor MHz,Processor Characteristics,CPU(s) Orderable,Result,Baseline,perf,hw_avail_year,perf_per_chip
5079,24,2,12.0,1.0,Intel Xeon E5-2670 v3,2300,Intel Turbo Boost Technology up to 3.10 GHz,"1,2 chip",60.2,57.8,60.2,2014,30.1
5080,24,2,12.0,1.0,Intel Xeon E5-2670 v3,2300,Intel Turbo Boost Technology up to 3.10 GHz,"1,2 chip",60.0,57.7,60.0,2014,30.0
5081,24,2,12.0,1.0,Intel Xeon E5-2670 v3,2300,Intel Turbo Boost Technology up to 3.10 GHz,"1,2 chip",58.9,56.7,58.9,2014,29.45
5203,24,2,12.0,1.0,Intel Xeon E5-2670 v3,2300,Intel Turbo Boost Technology up to 3.10 GHz,"1,2 chip",59.9,57.5,59.9,2014,29.95
5258,24,2,12.0,1.0,Intel Xeon E5-2670 v3,2300,Intel Turbo Boost Technology up to 3.10 GHz,"1,2 chip",59.9,57.5,59.9,2014,29.95
5259,24,2,12.0,1.0,Intel Xeon E5-2670 v3,2300,Intel Turbo Boost Technology up to 3.10 GHz,"1,2 chip",57.5,55.2,57.5,2014,28.75
5311,24,2,12.0,1.0,Intel Xeon E5-2670 v3,2300,Intel Turbo Boost Technology up to 3.10 GHz,"1,2 chip",59.9,57.5,59.9,2014,29.95
3908,24,2,12.0,1.0,Intel Xeon E5-2670 v3,2300,Intel Turbo Boost Technology up to 3.10 GHz,"1,2 chips",59.1,56.8,59.1,2014,29.55
6993,24,2,12.0,1.0,Intel Xeon E5-2670 v3,2300,Intel Turbo Boost Technology up to 3.10 GHz,"1,2 chips",58.9,57.0,58.9,2014,29.45
7063,24,2,12.0,1.0,Intel Xeon E5-2670 v3,2300,Intel Turbo Boost Technology up to 3.10 GHz,"1,2 chips",58.9,56.9,58.9,2015,29.45
5312,24,2,12.0,1.0,Intel Xeon E5-2670 v3,2300,Intel Turbo Boost Technology up to 3.10 GHz,"1,2 chip",57.5,55.2,57.5,2014,28.75
4666,24,2,12.0,1.0,Intel Xeon E5-2670 v3,2300,Intel Turbo Boost Technology up to 3.10 GHz,"1,2 chip",55.6,52.3,55.6,2014,27.8
1360,24,2,12.0,2.0,Intel Xeon E5-2670 v3,2300,Intel Turbo Boost Technology up to 3.10 GHz,"1,2 chip",58.2,55.7,58.2,2015,29.1
998,24,2,12.0,1.0,Intel Xeon E5-2670 v3,2300,Intel Turbo Boost Technology up to 3.10 GHz,"1,2 chips",58.8,56.8,58.8,2014,29.4
846,24,2,12.0,1.0,Intel Xeon E5-2670 v3,2300,Intel Turbo Boost Technology up to 3.10 GHz,"1,2 chips",58.8,56.9,58.8,2014,29.4
1101,24,2,12.0,1.0,Intel Xeon E5-2670 v3,2300,Intel Turbo Boost Technology up to 3.10 GHz,"1,2 chips",58.7,56.8,58.7,2014,29.35
2564,24,2,12.0,2.0,Intel Xeon E5-2670 v3,2300,Intel Turbo Boost Technology up to 3.10 GHz,"1,2 chip",59.0,56.7,59.0,2014,29.5
2027,24,2,12.0,2.0,Intel Xeon E5-2670 v3,2300,Intel Turbo Boost Technology up to 3.10 GHz,"1,2 chip",56.6,53.4,56.6,2014,28.3
8599,16,2,8.0,2.0,Intel Xeon E5-2680,2700,Intel Turbo Boost Technology up to 3.50 GHz,"1,2 chips",54.7,51.0,54.7,2012,27.35
5178,16,2,8.0,1.0,Intel Xeon E5-2680,2700,Intel Turbo Boost Technology up to 3.50 GHz,"1,2 chips",55.8,51.4,55.8,2012,27.9
1074,16,2,8.0,1.0,Intel Xeon E5-2680,2700,Intel Turbo Boost Technology up to 3.50 GHz,"1,2 chip",55.8,51.6,55.8,2012,27.9
4514,16,2,8.0,1.0,Intel Xeon E5-2680,2700,Intel Turbo Boost Technology up to 3.50 GHz,"1,2 chip",55.5,51.1,55.5,2012,27.75
8579,16,2,8.0,2.0,Intel Xeon E5-2680,2700,Intel Turbo Boost Technology up to 3.50 GHz,"1,2 chips",55.2,51.6,55.2,2012,27.6
3603,16,2,8.0,2.0,Intel Xeon E5-2680,2700,Intel Turbo Boost Technology up to 3.50 GHz,"1, 2 chips",55.4,51.5,55.4,2012,27.7
8324,16,2,8.0,2.0,Intel Xeon E5-2680,2700,Intel Turbo Boost Technology up to 3.50 GHz,"1,2 chip",52.9,48.9,52.9,2012,26.45
4947,16,2,8.0,1.0,Intel Xeon E5-2680,2700,Intel Turbo Boost Technology up to 3.50 GHz,"1,2 chips",52.7,48.9,52.7,2012,26.35
4946,16,2,8.0,1.0,Intel Xeon E5-2680,2700,Intel Turbo Boost Technology up to 3.50 GHz,"1,2 chips",55.5,51.4,55.5,2012,27.75
3641,16,2,8.0,2.0,Intel Xeon E5-2680,2700,Intel Turbo Boost Technology up to 3.50 GHz,"1, 2 chips",55.4,51.5,55.4,2012,27.7
3151,16,2,8.0,1.0,Intel Xeon E5-2680,2700,Intel Turbo Boost Technology up to 3.50 GHz,"1,2 chips",56.0,52.2,56.0,2012,28.0
611,16,2,8.0,2.0,Intel Xeon E5-2680,2700,Intel Turbo Boost Technology up to 3.50 GHz,"1,2 chip",54.9,51.1,54.9,2012,27.45
2867,16,2,8.0,1.0,Intel Xeon E5-2680,2700,Intel Turbo Boost Technology up to 3.50 GHz,2 chips,56.1,52.2,56.1,2012,28.05
8484,16,2,8.0,2.0,Intel Xeon E5-2680,2700,Intel Turbo Boost Technology up to 3.50 GHz,"1,2 chips",54.6,50.7,54.6,2012,27.3
1892,16,2,8.0,2.0,Intel Xeon E5-2680,2700,Intel Turbo Boost Technology up to 3.50 GHz,"1,2 chip",54.6,50.9,54.6,2012,27.3
4808,16,2,8.0,1.0,Intel Xeon E5-2680,2700,Intel Turbo Boost Technology up to 3.50 GHz,"1,2 chip",55.5,51.1,55.5,2012,27.75
2973,16,2,8.0,1.0,Intel Xeon E5-2680,2700,Intel Turbo Boost Technology up to 3.50 GHz,"1,2 chips",55.6,51.8,55.6,2012,27.8
970,16,2,8.0,1.0,Intel Xeon E5-2680,2700,Intel Turbo Boost Technology up to 3.50 GHz,"1,2 chip",56.2,52.2,56.2,2012,28.1
747,16,2,8.0,2.0,Intel Xeon E5-2680,2700,Intel Turbo Boost Technology up to 3.50 GHz,"1,2 chip",54.8,51.1,54.8,2012,27.4
4785,16,2,8.0,1.0,Intel Xeon E5-2680,2700,Intel Turbo Boost Technology up to 3.50 GHz,"1,2 chips",56.3,51.7,56.3,2013,28.15
3184,16,2,8.0,1.0,Intel Xeon E5-2680,2700,Intel Turbo Boost Technology up to 3.50 GHz,"1,2 chips",55.8,51.8,55.8,2012,27.9
5932,16,2,8.0,2.0,Intel Xeon E5-2680,2700,Intel Turbo Boost Technology up to 3.50 GHz,"1,2 chips",54.9,51.2,54.9,2012,27.45
5687,16,2,8.0,2.0,Intel Xeon E5-2680,2700,Intel Turbo Boost Technology up to 3.50 GHz,"1,2 chips",55.3,51.3,55.3,2012,27.65
5686,16,2,8.0,2.0,Intel Xeon E5-2680,2700,Intel Turbo Boost Technology up to 3.50 GHz,"1,2 chips",55.0,51.3,55.0,2012,27.5
508,16,2,8.0,2.0,Intel Xeon E5-2680,2700,Intel Turbo Boost Technology up to 3.50 GHz,"1,2 chip",54.6,50.9,54.6,2012,27.3
4366,16,2,8.0,1.0,Intel Xeon E5-2680,2700,Intel Turbo Boost Technology up to 3.50 GHz,"1,2 chips",55.6,51.8,55.6,2012,27.8
6058,16,2,8.0,2.0,Intel Xeon E5-2680,2700,Intel Turbo Boost Technology up to 3.50 GHz,"1,2 chips",55.3,51.5,55.3,2012,27.65
5576,16,2,8.0,2.0,Intel Xeon E5-2680,2700,Intel Turbo Boost Technology up to 3.50 GHz,"1,2 chips",54.9,51.0,54.9,2012,27.45
5469,16,2,8.0,2.0,Intel Xeon E5-2680,2700,Intel Turbo Boost Technology up to 3.50 GHz,"1,2 chips",55.4,51.5,55.4,2012,27.7
2731,16,2,8.0,1.0,Intel Xeon E5-2680,2700,Intel Turbo Boost Technology up to 3.50 GHz,"1,2 chips",56.1,52.3,56.1,2012,28.05
818,16,2,8.0,1.0,Intel Xeon E5-2680,2700,Intel Turbo Boost Technology up to 3.50 GHz,"1,2 chip",55.3,51.3,55.3,2012,27.65
3423,16,2,8.0,1.0,Intel Xeon E5-2680,2700,Intel Turbo Boost Technology up to 3.50 GHz,"1,2 chips",55.8,51.8,55.8,2012,27.9
1988,16,2,8.0,2.0,Intel Xeon E5-2680,2700,Intel Turbo Boost Technology up to 3.50 GHz,"1,2 chip",54.9,51.1,54.9,2012,27.45
1523,16,2,8.0,2.0,Intel Xeon E5-2680,2700,Intel Turbo Boost Technology up to 3.50 GHz,"1,2 chip",55.0,51.2,55.0,2012,27.5
6224,16,2,8.0,2.0,Intel Xeon E5-2680,2700,Intel Turbo Boost Technology up to 3.50 GHz,"1,2 chips",55.2,51.3,55.2,2012,27.6
2385,16,2,8.0,2.0,Intel Xeon E5-2680,2700,Intel Turbo Boost Technology up to 3.50 GHz,"1,2 chip",54.8,51.1,54.8,2012,27.4
2767,16,2,8.0,1.0,Intel Xeon E5-2680,2700,Intel Turbo Boost Technology up to 3.50 GHz,2 chips,56.1,52.2,56.1,2012,28.05
4621,20,2,10.0,1.0,Intel Xeon E5-2680 v2,2800,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chip",62.3,57.4,62.3,2013,31.15
7045,20,2,10.0,1.0,Intel Xeon E5-2680 v2,2800,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chips",62.1,57.1,62.1,2013,31.05
4604,20,2,10.0,1.0,Intel Xeon E5-2680 v2,2800,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chip",61.9,57.4,61.9,2013,30.95
4533,20,2,10.0,1.0,Intel Xeon E5-2680 v2,2800,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chip",61.8,56.7,61.8,2013,30.9
2988,20,2,10.0,2.0,Intel Xeon E5-2680 v2,2800,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chips",61.1,56.7,61.1,2013,30.55
2384,20,2,10.0,1.0,Intel Xeon E5-2680 v2,2800,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chip",61.5,56.7,61.5,2013,30.75
4369,20,2,10.0,1.0,Intel Xeon E5-2680 v2,2800,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chip",62.4,57.4,62.4,2013,31.2
1987,20,2,10.0,1.0,Intel Xeon E5-2680 v2,2800,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chip",61.2,56.4,61.2,2013,30.6
971,20,2,10.0,1.0,Intel Xeon E5-2680 v2,2800,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chip",54.4,51.5,54.4,2013,27.2
4395,20,2,10.0,1.0,Intel Xeon E5-2680 v2,2800,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chip",62.6,57.4,62.6,2014,31.3
4499,20,2,10.0,1.0,Intel Xeon E5-2680 v2,2800,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chip",62.0,56.6,62.0,2013,31.0
4945,20,2,10.0,1.0,Intel Xeon E5-2680 v2,2800,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chips",62.5,57.4,62.5,2013,31.25
4807,20,2,10.0,1.0,Intel Xeon E5-2680 v2,2800,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chips",62.5,57.4,62.5,2013,31.25
817,20,2,10.0,1.0,Intel Xeon E5-2680 v2,2800,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chip",51.2,48.9,51.2,2013,25.6
6057,20,2,10.0,1.0,Intel Xeon E5-2680 v2,2800,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chips",61.6,57.0,61.6,2013,30.8
5594,20,2,10.0,1.0,Intel Xeon E5-2680 v2,2800,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chips",61.6,56.9,61.6,2013,30.8
3199,20,2,10.0,2.0,Intel Xeon E5-2680 v2,2800,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chips",61.7,56.9,61.7,2013,30.85
6223,20,2,10.0,2.0,Intel Xeon E5-2680 v2,2800,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chips",61.9,56.8,61.9,2013,30.95
2746,20,2,10.0,2.0,Intel Xeon E5-2680 v2,2800,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chips",61.5,56.7,61.5,2013,30.75
3438,20,2,10.0,2.0,Intel Xeon E5-2680 v2,2800,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chips",61.7,56.9,61.7,2013,30.85
2782,20,2,10.0,2.0,Intel Xeon E5-2680 v2,2800,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chips",61.1,56.5,61.1,2013,30.55
5047,20,2,10.0,1.0,Intel Xeon E5-2680 v2,2800,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chips",62.5,57.4,62.5,2013,31.25
5034,20,2,10.0,1.0,Intel Xeon E5-2680 v2,2800,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chip",61.8,56.7,61.8,2013,30.9
6239,20,2,10.0,1.0,Intel Xeon E5-2680 v2,2800,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chips",62.1,56.9,62.1,2014,31.05
1075,20,2,10.0,1.0,Intel Xeon E5-2680 v2,2800,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chip",54.8,51.6,54.8,2013,27.4
1891,20,2,10.0,1.0,Intel Xeon E5-2680 v2,2800,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chip",54.4,51.4,54.4,2013,27.2
6928,20,2,10.0,1.0,Intel Xeon E5-2680 v2,2800,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chips",62.1,57.0,62.1,2013,31.05
6922,20,2,10.0,1.0,Intel Xeon E5-2680 v2,2800,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chips",62.1,57.0,62.1,2013,31.05
4115,20,2,10.0,1.0,Intel Xeon E5-2680 v2,2800,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chip",61.8,57.0,61.8,2013,30.9
3166,20,2,10.0,2.0,Intel Xeon E5-2680 v2,2800,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chips",61.1,56.5,61.1,2013,30.55
4083,24,2,12.0,1.0,Intel Xeon E5-2680 v3,2500,Intel Turbo Boost Technology up to 3.30 GHz,"1,2 chip",62.3,59.8,62.3,2014,31.15
8329,24,2,12.0,2.0,Intel Xeon E5-2680 v3,2500,Intel Turbo Boost Technology up to 3.30 GHz,"1,2 chips",62.4,60.3,62.4,2014,31.2
3915,24,2,12.0,1.0,Intel Xeon E5-2680 v3,2500,Intel Turbo Boost Technology up to 3.30 GHz,"1,2 chip",62.8,60.1,62.8,2014,31.4
8349,24,2,12.0,1.0,Intel Xeon E5-2680 v3,2500,Intel Turbo Boost Technology up to 3.30 GHz,"1,2 chips",60.7,58.6,60.7,2014,30.35
7350,24,2,12.0,1.0,Intel Xeon E5-2680 v3,2500,Intel Turbo Boost Technology up to 3.30 GHz,"1,2 chip",62.1,59.3,62.1,2014,31.05
8330,24,2,12.0,1.0,Intel Xeon E5-2680 v3,2500,Intel Turbo Boost Technology up to 3.30 GHz,"1,2 chips",61.8,59.5,61.8,2014,30.9
4018,24,2,12.0,1.0,Intel Xeon E5-2680 v3,2500,Intel Turbo Boost Technology up to 3.30 GHz,"1,2 chip",62.3,59.8,62.3,2014,31.15
7177,24,2,12.0,2.0,Intel Xeon E5-2680 v3,2500,Intel Turbo Boost Technology up to 3.30 GHz,"1,2 chips",61.5,59.1,61.5,2014,30.75
7264,24,2,12.0,1.0,Intel Xeon E5-2680 v3,2500,Intel Turbo Boost Technology up to 3.30 GHz,"1,2 chip",60.7,57.1,60.7,2015,30.35
999,24,2,12.0,1.0,Intel Xeon E5-2680 v3,2500,Intel Turbo Boost Technology up to 3.30 GHz,"1,2 chips",62.2,60.0,62.2,2014,31.1
22,24,2,12.0,1.0,Intel Xeon E5-2680 v3,2500,Intel Turbo Boost Technology up to 3.30 GHz,"1,2 chips",63.1,60.2,63.1,2014,31.55
7304,24,2,12.0,1.0,Intel Xeon E5-2680 v3,2500,Intel Turbo Boost Technology up to 3.30 GHz,"1,2 chip",62.2,59.3,62.2,2014,31.1
4845,24,2,12.0,1.0,Intel Xeon E5-2680 v3,2500,Intel Turbo Boost Technology up to 3.30 GHz,"1,2 chip",62.0,59.6,62.0,2014,31.0
4668,24,2,12.0,1.0,Intel Xeon E5-2680 v3,2500,Intel Turbo Boost Technology up to 3.30 GHz,"1,2 chip",58.7,55.2,58.7,2014,29.35
4310,24,2,12.0,1.0,Intel Xeon E5-2680 v3,2500,Intel Turbo Boost Technology up to 3.30 GHz,"1,2 chip",63.5,61.1,63.5,2014,31.75
33,24,2,12.0,1.0,Intel Xeon E5-2680 v3,2500,Intel Turbo Boost Technology up to 3.30 GHz,"1,2 chips",64.1,61.4,64.1,2014,32.05
8018,24,2,12.0,1.0,Intel Xeon E5-2680 v3,2500,Intel Turbo Boost Technology up to 3.30 GHz,"1,2 chips",62.7,60.2,62.7,2015,31.35
8118,24,2,12.0,2.0,Intel Xeon E5-2680 v3,2500,Intel Turbo Boost Technology up to 3.30 GHz,"1,2 chip",56.6,54.2,56.6,2014,28.3
40,24,2,12.0,1.0,Intel Xeon E5-2680 v3,2500,Intel Turbo Boost Technology up to 3.30 GHz,"1,2 chips",60.0,57.3,60.0,2014,30.0
5314,24,2,12.0,1.0,Intel Xeon E5-2680 v3,2500,Intel Turbo Boost Technology up to 3.30 GHz,"1,2 chip",62.8,60.3,62.8,2014,31.4
5313,24,2,12.0,1.0,Intel Xeon E5-2680 v3,2500,Intel Turbo Boost Technology up to 3.30 GHz,"1,2 chip",62.9,60.5,62.9,2014,31.45
5261,24,2,12.0,1.0,Intel Xeon E5-2680 v3,2500,Intel Turbo Boost Technology up to 3.30 GHz,"1,2 chip",62.8,60.3,62.8,2014,31.4
5260,24,2,12.0,1.0,Intel Xeon E5-2680 v3,2500,Intel Turbo Boost Technology up to 3.30 GHz,"1,2 chip",62.9,60.5,62.9,2014,31.45
1361,24,2,12.0,2.0,Intel Xeon E5-2680 v3,2500,Intel Turbo Boost Technology up to 3.30 GHz,"1,2 chip",61.4,58.6,61.4,2015,30.7
5204,24,2,12.0,1.0,Intel Xeon E5-2680 v3,2500,Intel Turbo Boost Technology up to 3.30 GHz,"1,2 chip",62.9,60.5,62.9,2014,31.45
5082,24,2,12.0,1.0,Intel Xeon E5-2680 v3,2500,Intel Turbo Boost Technology up to 3.30 GHz,"1,2 chip",62.5,59.8,62.5,2014,31.25
7868,24,2,12.0,1.0,Intel Xeon E5-2680 v3,2500,Intel Turbo Boost Technology up to 3.30 GHz,"1,2 chips",62.6,60.2,62.6,2015,31.3
4982,24,2,12.0,1.0,Intel Xeon E5-2680 v3,2500,Intel Turbo Boost Technology up to 3.30 GHz,"1,2 chip",58.5,55.2,58.5,2014,29.25
4981,24,2,12.0,1.0,Intel Xeon E5-2680 v3,2500,Intel Turbo Boost Technology up to 3.30 GHz,"1,2 chip",62.1,59.6,62.1,2014,31.05
4904,24,2,12.0,1.0,Intel Xeon E5-2680 v3,2500,Intel Turbo Boost Technology up to 3.30 GHz,"1,2 chip",58.7,55.3,58.7,2014,29.35
4846,24,2,12.0,1.0,Intel Xeon E5-2680 v3,2500,Intel Turbo Boost Technology up to 3.30 GHz,"1,2 chip",58.7,55.3,58.7,2014,29.35
1102,24,2,12.0,1.0,Intel Xeon E5-2680 v3,2500,Intel Turbo Boost Technology up to 3.30 GHz,"1,2 chips",62.2,59.8,62.2,2014,31.1
4723,24,2,12.0,1.0,Intel Xeon E5-2680 v3,2500,Intel Turbo Boost Technology up to 3.30 GHz,"1,2 chip",63.1,60.8,63.1,2014,31.55
847,24,2,12.0,1.0,Intel Xeon E5-2680 v3,2500,Intel Turbo Boost Technology up to 3.30 GHz,"1,2 chips",62.2,59.9,62.2,2014,31.1
4667,24,2,12.0,1.0,Intel Xeon E5-2680 v3,2500,Intel Turbo Boost Technology up to 3.30 GHz,"1,2 chip",62.5,59.9,62.5,2014,31.25
4568,24,2,12.0,1.0,Intel Xeon E5-2680 v3,2500,Intel Turbo Boost Technology up to 3.30 GHz,"1,2 chip",61.9,59.5,61.9,2014,30.95
4567,24,2,12.0,1.0,Intel Xeon E5-2680 v3,2500,Intel Turbo Boost Technology up to 3.30 GHz,"1,2 chip",62.9,60.4,62.9,2014,31.45
6994,24,2,12.0,1.0,Intel Xeon E5-2680 v3,2500,Intel Turbo Boost Technology up to 3.30 GHz,"1,2 chips",62.3,60.1,62.3,2014,31.15
4443,24,2,12.0,1.0,Intel Xeon E5-2680 v3,2500,Intel Turbo Boost Technology up to 3.30 GHz,"1,2 chip",58.7,55.2,58.7,2014,29.35
4442,24,2,12.0,1.0,Intel Xeon E5-2680 v3,2500,Intel Turbo Boost Technology up to 3.30 GHz,"1,2 chip",62.5,59.9,62.5,2014,31.25
7064,24,2,12.0,1.0,Intel Xeon E5-2680 v3,2500,Intel Turbo Boost Technology up to 3.30 GHz,"1,2 chips",62.2,60.0,62.2,2015,31.1
2028,24,2,12.0,2.0,Intel Xeon E5-2680 v3,2500,Intel Turbo Boost Technology up to 3.30 GHz,"1,2 chip",62.0,58.9,62.0,2014,31.0
7122,24,2,12.0,1.0,Intel Xeon E5-2680 v3,2500,Intel Turbo Boost Technology up to 3.30 GHz,"1,2 chips",62.1,60.0,62.1,2014,31.05
8567,24,2,12.0,1.0,Intel Xeon E5-2680 v3,2500,Intel Turbo Boost Technology up to 3.30 GHz,"1,2 chips",62.0,59.3,62.0,2014,31.0
8326,24,2,12.0,1.0,Intel Xeon E5-2680 v3,2500,Intel Turbo Boost Technology up to 3.30 GHz,"1,2 chips",62.7,60.5,62.7,2014,31.35
7420,24,2,12.0,1.0,Intel Xeon E5-2680 v3,2500,Intel Turbo Boost Technology up to 3.30 GHz,"1,2 chip",61.7,58.9,61.7,2014,30.85
8608,24,2,12.0,1.0,Intel Xeon E5-2680 v3,2500,Intel Turbo Boost Technology up to 3.30 GHz,"1,2 chips",61.6,59.2,61.6,2014,30.8
2800,24,2,12.0,2.0,Intel Xeon E5-2680 v3,2500,Intel Turbo Boost Technology up to 3.30 GHz,"1,2 chip",62.3,60.0,62.3,2014,31.15
3015,24,2,12.0,2.0,Intel Xeon E5-2680 v3,2500,Intel Turbo Boost Technology up to 3.30 GHz,"1,2 chip",63.1,60.0,63.1,2015,31.55
2845,24,2,12.0,2.0,Intel Xeon E5-2680 v3,2500,Intel Turbo Boost Technology up to 3.30 GHz,"1,2 chip",62.3,60.0,62.3,2014,31.15
3057,24,2,12.0,2.0,Intel Xeon E5-2680 v3,2500,Intel Turbo Boost Technology up to 3.30 GHz,"1,2 chip",62.9,59.7,62.9,2014,31.45
2565,24,2,12.0,2.0,Intel Xeon E5-2680 v3,2500,Intel Turbo Boost Technology up to 3.30 GHz,"1,2 chip",62.4,60.0,62.4,2014,31.2
7094,28,2,14.0,1.0,Intel Xeon E5-2680 v4,2400,Intel Turbo Boost Technology up to 3.30 GHz,"1,2 chips",68.7,66.1,68.7,2016,34.35
3814,28,2,14.0,1.0,Intel Xeon E5-2680 v4,2400,Intel Turbo Boost Technology up to 3.30 GHz,"1,2 chips",68.5,65.7,68.5,2016,34.25
4847,28,2,14.0,1.0,Intel Xeon E5-2680 v4,2400,Intel Turbo Boost Technology up to 3.30 GHz,"1,2 chip",68.2,65.3,68.2,2016,34.1
848,28,2,14.0,1.0,Intel Xeon E5-2680 v4,2400,Intel Turbo Boost Technology up to 3.30 GHz,"1,2 chips",68.0,65.5,68.0,2016,34.0
3830,28,2,14.0,1.0,Intel Xeon E5-2680 v4,2400,Intel Turbo Boost Technology up to 3.30 GHz,"1,2 chip",69.0,66.1,69.0,2016,34.5
7328,28,2,14.0,1.0,Intel Xeon E5-2680 v4,2400,Intel Turbo Boost Technology up to 3.30 GHz,"1,2 chips",68.2,65.3,68.2,2016,34.1
3790,28,2,14.0,1.0,Intel Xeon E5-2680 v4,2400,Intel Turbo Boost Technology up to 3.30 GHz,"1,2 chips",68.3,65.8,68.3,2016,34.15
1103,28,2,14.0,1.0,Intel Xeon E5-2680 v4,2400,Intel Turbo Boost Technology up to 3.30 GHz,"1,2 chips",68.0,65.3,68.0,2016,34.0
6947,28,2,14.0,1.0,Intel Xeon E5-2680 v4,2400,Intel Turbo Boost Technology up to 3.30 GHz,"1,2 chips",68.8,66.1,68.8,2016,34.4
4725,28,2,14.0,1.0,Intel Xeon E5-2680 v4,2400,Intel Turbo Boost Technology up to 3.30 GHz,"1,2 chip",68.6,65.9,68.6,2016,34.3
4724,28,2,14.0,1.0,Intel Xeon E5-2680 v4,2400,Intel Turbo Boost Technology up to 3.30 GHz,"1,2 chip",69.5,66.4,69.5,2016,34.75
1909,28,2,14.0,2.0,Intel Xeon E5-2680 v4,2400,Intel Turbo Boost Technology up to 3.30 GHz,"1,2 chip",67.8,64.9,67.8,2016,33.9
4697,28,2,14.0,1.0,Intel Xeon E5-2680 v4,2400,Intel Turbo Boost Technology up to 3.30 GHz,"1,2 chip",69.5,66.4,69.5,2016,34.75
4670,28,2,14.0,1.0,Intel Xeon E5-2680 v4,2400,Intel Turbo Boost Technology up to 3.30 GHz,"1,2 chip",69.5,66.3,69.5,2016,34.75
4669,28,2,14.0,1.0,Intel Xeon E5-2680 v4,2400,Intel Turbo Boost Technology up to 3.30 GHz,"1,2 chip",68.5,65.7,68.5,2016,34.25
2061,28,2,14.0,1.0,Intel Xeon E5-2680 v4,3000,Intel Turbo Boost Technology up to 3.30 GHz,"1,2 chips",68.9,65.6,68.9,2016,34.45
4569,28,2,14.0,1.0,Intel Xeon E5-2680 v4,2400,Intel Turbo Boost Technology up to 3.30 GHz,"1,2 chip",68.1,65.4,68.1,2016,34.05
7152,28,2,14.0,1.0,Intel Xeon E5-2680 v4,2400,Intel Turbo Boost Technology up to 3.30 GHz,"1,2 chips",68.6,66.0,68.6,2016,34.3
2415,28,2,14.0,2.0,Intel Xeon E5-2680 v4,2400,Intel Turbo Boost Technology up to 3.30 GHz,"1,2 chip",61.5,59.1,61.5,2016,30.75
3098,28,2,14.0,2.0,Intel Xeon E5-2680 v4,2400,Intel Turbo Boost Technology up to 3.30 GHz,"1,2 chip",68.1,65.4,68.1,2016,34.05
3033,28,2,14.0,2.0,Intel Xeon E5-2680 v4,2400,Intel Turbo Boost Technology up to 3.30 GHz,"1,2 chip",68.0,65.2,68.0,2016,34.0
4445,28,2,14.0,1.0,Intel Xeon E5-2680 v4,2400,Intel Turbo Boost Technology up to 3.30 GHz,"1,2 chip",68.4,65.5,68.4,2016,34.2
4444,28,2,14.0,1.0,Intel Xeon E5-2680 v4,2400,Intel Turbo Boost Technology up to 3.30 GHz,"1,2 chip",69.5,66.3,69.5,2016,34.75
3730,28,2,14.0,1.0,Intel Xeon E5-2680 v4,2400,Intel Turbo Boost Technology up to 3.30 GHz,"1,2 chip",65.9,63.2,65.9,2016,32.95
3077,28,2,14.0,2.0,Intel Xeon E5-2680 v4,2400,Intel Turbo Boost Technology up to 3.30 GHz,"1,2 chip",68.0,65.4,68.0,2016,34.0
3676,28,2,14.0,1.0,Intel Xeon E5-2680 v4,2400,Intel Turbo Boost Technology up to 3.30 GHz,"1,2 chip",65.6,62.9,65.6,2016,32.8
2029,28,2,14.0,1.0,Intel Xeon E5-2680 v4,3000,Intel Turbo Boost Technology up to 3.30 GHz,"1,2 chips",68.9,65.6,68.9,2016,34.45
4311,28,2,14.0,1.0,Intel Xeon E5-2680 v4,2400,Intel Turbo Boost Technology up to 3.30 GHz,"1,2 chip",68.2,65.4,68.2,2016,34.1
