,# Cores,# Chips,# Cores Per Chip,# Threads Per Core,Processor ,Processor MHz,Processor Characteristics,CPU(s) Orderable,Result,Baseline,perf,hw_avail_year,perf_per_chip
540,1,1,4.0,1.0,Intel Xeon E5345,2330,"2.33 GHz, 8MB L2, 1333MHz bus",1 to 2 chips,14.5,13.9,14.5,2007,14.5
8843,8,2,4.0,1.0,Intel Xeon E5345,2333,"Quad Core, 2.33 GHz","1,2 chips",20.3,17.5,20.3,2007,10.15
702,1,1,4.0,1.0,Intel Xeon E5345,2330,"2.33 GHz, 8 MB L2, 1333 MHz bus",1 to 2 chips,14.3,13.7,14.3,2006,14.3
7518,8,2,4.0,1.0,Intel Xeon E5345,2333,"2.33 GHz, 2x4 MB L2 shared, 1333 MHz bus","1,2 chips",17.1,15.5,17.1,2007,8.55
5379,8,2,4.0,1.0,Intel Xeon E5345,2333,1333MHz system bus,"1,2 chips",16.9,15.3,16.9,2007,8.45
5967,8,2,4.0,1.0,Intel Xeon E5345,2333,1333MHz system bus,"1,2 chips",17.9,15.3,17.9,2007,8.95
3464,8,2,4.0,1.0,Intel Xeon E5345,2333,E5345,"1,2 chips",15.2,14.5,15.2,2006,7.6
7492,8,2,4.0,1.0,Intel Xeon E5345,2333,"2.33 GHz, 2x4 MB L2 shared, 1333 MHz bus","1,2 chips",16.9,15.4,16.9,2007,8.45
8048,8,2,4.0,1.0,Intel Xeon E5420,2500,"2.5 GHz, 2x6 MB p2 shared, 1333 MHz System Bus","1,2 chips",24.0,21.1,24.0,2009,12.0
7526,8,2,4.0,1.0,Intel Xeon E5420,2500,"2.50 GHz, 2x6 MB L2 shared, 1333 MHz bus","1,2 chips",22.7,19.9,22.7,2007,11.35
7543,8,2,4.0,1.0,Intel Xeon E5420,2500,"2.50 GHz, 2x6 MB L2 shared, 1333 MHz bus","1,2 chips",22.7,19.9,22.7,2007,11.35
7507,8,2,4.0,1.0,Intel Xeon E5420,2500,"2.50 GHz, 2x6 MB L2 shared, 1333 MHz bus","1,2 chips",22.7,19.8,22.7,2008,11.35
3871,8,2,4.0,1.0,Intel Xeon E5420,2500,"2.50 GHz, 2x6 MB L2 shared, 1333 MHz system bus","1,2 chips",23.1,20.2,23.1,2007,11.55
5824,8,2,4.0,1.0,Intel Xeon E5420,2500,1333MHz system bus,"1,2 chips",22.8,19.8,22.8,2008,11.4
1452,8,2,4.0,1.0,Intel Xeon E5420,2500,,"1,2 chips",23.9,20.9,23.9,2008,11.95
1454,8,2,4.0,1.0,Intel Xeon E5420,2500,,"1,2 chips",22.8,19.8,22.8,2008,11.4
1453,8,2,4.0,1.0,Intel Xeon E5420,2500,,"1,2 chips",22.8,19.8,22.8,2008,11.4
6135,8,2,4.0,1.0,Intel Xeon E5420,2493,1333MHz system bus,"1,2 chips",22.9,19.9,22.9,2008,11.45
5870,8,2,4.0,1.0,Intel Xeon E5420,2500,1333MHz system bus,"1,2 chips",22.8,19.8,22.8,2008,11.4
1292,8,2,4.0,1.0,Intel Xeon E5420,2500,,"1,2 chips",23.9,20.9,23.9,2008,11.95
5381,8,2,4.0,1.0,Intel Xeon E5420,2500,1333MHz system bus,"1,2 chips",23.1,20.1,23.1,2008,11.55
1262,8,2,4.0,1.0,Intel Xeon E5420,2500,,"1,2 chips",23.9,21.0,23.9,2008,11.95
1276,8,2,4.0,1.0,Intel Xeon E5420,2500,,"1,2 chips",23.9,20.9,23.9,2007,11.95
5969,8,2,4.0,1.0,Intel Xeon E5420,2493,1333MHz system bus,"1,2 chips",22.9,19.9,22.9,2008,11.45
443,8,2,4.0,1.0,Intel Xeon E5420,2500,"2.50 GHz, 2x6 MB L2 shared, 1333 MHz bus","1,2 chips",22.7,19.9,22.7,2007,11.35
756,8,2,4.0,1.0,Intel Xeon E5420,2500,"2.50 GHz, 2x6 MB L2 shared, 1333 MHz bus","1,2 chips",22.7,19.8,22.7,2008,11.35
3496,8,2,4.0,1.0,Intel Xeon E5420,2500,1333 MHz system bus,"1,2 chips",22.8,19.8,22.8,2007,11.4
3490,8,2,4.0,1.0,Intel Xeon E5420,2500,1333 MHz system bus,"1,2 chips",22.7,19.8,22.7,2007,11.35
545,8,2,4.0,1.0,Intel Xeon E5420,2500,"2.50 GHz, 2x6 MB L2 shared, 1333 MHz bus","1,2 chips",22.7,19.9,22.7,2007,11.35
4189,8,2,4.0,1.0,Intel Xeon E5420,2500,"2.5 GHz, 2x6 MB L2 shared, 1333 MHz system bus","1,2 chips",22.3,19.0,22.3,2008,11.15
5365,8,2,4.0,1.0,Intel Xeon E5420,2493,1333MHz system bus,"1,2 chips",22.9,19.9,22.9,2008,11.45
7497,8,2,4.0,1.0,Intel Xeon E5420,2500,"2.50 GHz, 2x6 MB L2 shared, 1333 MHz bus","1,2 chips",22.4,19.6,22.4,2008,11.2
8846,8,2,4.0,1.0,Intel Xeon E5420,2500,"Quad Core, 2.50 GHz","1,2 chips",22.8,19.8,22.8,2007,11.4
3345,8,2,4.0,2.0,Intel Xeon E5520,2267,Intel Turbo Boost Technology up to 2.53 GHz,"1,2 chips",27.2,24.6,27.2,2009,13.6
1925,8,2,4.0,2.0,Intel Xeon E5520,2267,Intel Turbo Boost Technology up to 2.53 GHz,"1,2 chips",29.6,27.4,29.6,2009,14.8
1783,8,2,4.0,2.0,Intel Xeon E5520,2267,Intel Turbo Boost Technology up to 2.53 GHz,"1,2 chips",26.9,24.1,26.9,2009,13.45
231,8,2,4.0,2.0,Intel Xeon E5520,2267,Intel Turbo Boost Technology up to 2.53 GHz,"1, 2 chips",29.2,26.2,29.2,2010,14.6
5828,8,2,4.0,2.0,Intel Xeon E5520,2260,Intel Turbo Boost Technology up to 2.53 GHz,"1,2 chips",27.8,24.6,27.8,2009,13.9
5835,8,2,4.0,2.0,Intel Xeon E5520,2267,Intel Turbo Boost Technology up to 2.53 GHz,"1,2 chips",30.0,27.7,30.0,2010,15.0
2435,8,2,4.0,2.0,Intel Xeon E5520,2267,Intel Turbo Boost Technology up to 2.53 GHz,"1,2 chips",26.9,24.2,26.9,2009,13.45
6556,8,2,4.0,2.0,Intel Xeon E5520,2267,Intel Turbo Boost Technology up to 2.53 GHz,"1, 2 chips",27.8,24.7,27.8,2009,13.9
5879,8,2,4.0,2.0,Intel Xeon E5520,2267,Intel Turbo Boost Technology up to 2.53 GHz,"1,2 chips",27.6,24.5,27.6,2009,13.8
5886,8,2,4.0,2.0,Intel Xeon E5520,2267,Intel Turbo Boost Technology up to 2.53 GHz,"1,2 chips",29.9,27.7,29.9,2010,14.95
1747,8,2,4.0,2.0,Intel Xeon E5520,2267,Intel Turbo Boost Technology up to 2.53 GHz,"1,2 chips",26.9,24.2,26.9,2009,13.45
1825,8,2,4.0,2.0,Intel Xeon E5520,2267,Intel Turbo Boost Technology up to 2.53 GHz,"1,2 chips",26.9,24.2,26.9,2009,13.45
1826,8,2,4.0,2.0,Intel Xeon E5520,2267,Intel Turbo Boost Technology up to 2.53 GHz,"1,2 chips",29.9,27.8,29.9,2009,14.95
5997,8,2,4.0,2.0,Intel Xeon E5520,2267,Intel Turbo Boost Technology up to 2.53 GHz,"1,2 chips",29.9,27.6,29.9,2010,14.95
2323,8,2,4.0,2.0,Intel Xeon E5520,2267,Intel Turbo Boost Technology up to 2.53 GHz,"1,2 chips",26.9,24.2,26.9,2009,13.45
5983,8,2,4.0,2.0,Intel Xeon E5520,2267,Intel Turbo Boost Technology up to 2.53 GHz,"1,2 chips",27.7,24.5,27.7,2009,13.85
463,8,2,4.0,2.0,Intel Xeon E5520,2267,Intel Turbo Boost Technology up to 2.53 GHz,"1,2 chips",29.9,27.8,29.9,2010,14.95
7751,8,2,4.0,2.0,Intel Xeon E5520,2267,Intel Turbo Boost Technology up to 2.53 GHz,"1,2 chips",26.9,24.2,26.9,2009,13.45
7743,8,2,4.0,2.0,Intel Xeon E5520,2267,Intel Turbo Boost Technology up to 2.53 GHz,"1,2 chips",26.9,24.2,26.9,2009,13.45
452,8,2,4.0,2.0,Intel Xeon E5520,2267,Intel Turbo Boost Technology up to 2.53 GHz,"1,2 chips",26.9,24.2,26.9,2009,13.45
1924,8,2,4.0,2.0,Intel Xeon E5520,2267,Intel Turbo Boost Technology up to 2.53 GHz,"1,2 chips",26.9,24.2,26.9,2009,13.45
8001,8,2,4.0,2.0,Intel Xeon E5520,2267,Intel Turbo Boost Technology up to 2.53 GHz,"1,2 chips",29.8,27.1,29.8,2010,14.9
319,8,2,4.0,2.0,Intel Xeon E5520,2267,Intel Turbo Boost Technology up to 2.53 GHz,"1,2 chips",27.8,24.6,27.8,2009,13.9
5638,8,2,4.0,2.0,Intel Xeon E5520,2267,Intel Turbo Boost Technology up to 2.53 GHz,"1,2 chips",30.0,27.7,30.0,2010,15.0
1571,8,2,4.0,2.0,Intel Xeon E5520,2267,Intel Turbo Boost Technology up to 2.53 GHz,"1,2 chips",26.9,24.2,26.9,2009,13.45
5624,8,2,4.0,2.0,Intel Xeon E5520,2267,Intel Turbo Boost Technology up to 2.53 GHz,"1,2 chips",27.7,24.6,27.7,2009,13.85
554,8,2,4.0,2.0,Intel Xeon E5520,2267,Intel Turbo Boost Technology up to 2.53 GHz,"1,2 chips",26.9,24.2,26.9,2009,13.45
565,8,2,4.0,2.0,Intel Xeon E5520,2267,Intel Turbo Boost Technology up to 2.53 GHz,"1,2 chips",29.6,27.4,29.6,2010,14.8
5229,8,2,4.0,2.0,Intel Xeon E5520,2267,Intel Turbo Boost Technology up to 2.53 GHz,"1,2 chip",30.2,28.1,30.2,2011,15.1
1478,8,2,4.0,2.0,Intel Xeon E5520,2267,Intel Turbo Boost Technology up to 2.53 GHz,"1,2 chips",26.8,24.1,26.8,2009,13.4
298,8,2,4.0,2.0,Intel Xeon E5520,2267,Intel Turbo Boost Technology up to 2.53 GHz,"1, 2 chips",29.2,26.2,29.2,2010,14.6
6163,8,2,4.0,2.0,Intel Xeon E5520,2267,Intel Turbo Boost Technology up to 2.53 GHz,"1,2 chips",29.9,27.6,29.9,2010,14.95
6149,8,2,4.0,2.0,Intel Xeon E5520,2267,Intel Turbo Boost Technology up to 2.53 GHz,"1,2 chips",27.6,24.0,27.6,2009,13.8
2287,8,2,4.0,2.0,Intel Xeon E5520,2267,Intel Turbo Boost Technology up to 2.53 GHz,"1,2 chips",26.9,24.2,26.9,2009,13.45
2504,8,2,4.0,1.0,Intel Xeon E5520,2267,Intel Turbo Boost Technology up to 2.53 GHz,"1,2 chips",28.0,24.8,28.0,2009,14.0
4161,60,4,15.0,1.0,Intel Xeon E7-4890 v2,2800,Intel Turbo Boost Technology up to 3.40 GHz,"2,4 chips",59.9,55.9,59.9,2014,14.975
2166,60,4,15.0,1.0,Intel Xeon E7-4890 v2,2800,Intel Turbo Boost Technology up to 3.40 GHz,"2,4 chip",59.7,56.1,59.7,2014,14.925
5135,60,4,15.0,1.0,Intel Xeon E7-4890 v2,2800,Intel Turbo Boost Technology up to 3.40 GHz,"2,4 chips",60.0,55.4,60.0,2014,15.0
8479,80,8,10.0,2.0,Intel Xeon E7-8870,2400,Intel Turbo Boost Technology up to 2.80 GHz,1-8 chips,39.4,36.4,39.4,2012,4.925
4168,72,4,18.0,1.0,Intel Xeon E7-8870 v3,2100,Intel Turbo Boost Technology up to 2.90 GHz,"2,4 chip",57.2,55.4,57.2,2015,14.3
2184,72,4,18.0,2.0,Intel Xeon E7-8870 v3,2100,Intel Turbo Boost Technology up to 2.90 GHz,"2,4 chip",56.4,55.0,56.4,2015,14.1
5126,72,4,18.0,1.0,Intel Xeon E7-8870 v3,2100,Intel Turbo Boost Technology up to 2.90 GHz,"2,4 chips",56.3,54.6,56.3,2015,14.075
7200,80,4,20.0,1.0,Intel Xeon E7-8870 v4,2100,Intel Turbo Boost Technology up to 3.00 GHz,"2,4 chips",64.1,62.2,64.1,2016,16.025
7210,160,8,20.0,1.0,Intel Xeon E7-8870 v4,2100,Intel Turbo Boost Technology up to 3.00 GHz,"4,8 chips",62.8,61.0,62.8,2016,7.85
1171,80,4,20.0,1.0,Intel Xeon E7-8870 v4,2100,Intel Turbo Boost Technology up to 3.00 GHz,"1,2 chips",64.5,62.8,64.5,2016,16.125
935,80,4,20.0,1.0,Intel Xeon E7-8870 v4,2100,Intel Turbo Boost Technology up to 3.00 GHz,"2,4 chips",65.1,62.8,65.1,2016,16.275
3752,80,4,20.0,1.0,Intel Xeon E7-8870 v4,2100,Intel Turbo Boost Technology up to 3.00 GHz,"2,4 chip",64.2,62.3,64.2,2016,16.05
4760,80,4,20.0,1.0,Intel Xeon E7-8870 v4,2100,Intel Turbo Boost Technology up to 3.00 GHz,"2,4 chips",64.2,62.2,64.2,2016,16.05
2185,80,4,20.0,2.0,Intel Xeon E7-8870 v4,2100,Intel Turbo Boost Technology up to 3.00 GHz,"2,4 chip",63.3,61.1,63.3,2016,15.825
5128,72,4,18.0,1.0,Intel Xeon E7-8890 v3,2500,Intel Turbo Boost Technology up to 3.30 GHz,"2,4 chips",65.3,63.0,65.3,2015,16.325
8122,72,4,18.0,1.0,Intel Xeon E7-8890 v3,2500,Intel Turbo Boost Technology up to 3.30 GHz,2，4 chip,65.0,62.9,65.0,2015,16.25
2189,72,4,18.0,2.0,Intel Xeon E7-8890 v3,2500,Intel Turbo Boost Technology up to 3.30 GHz,"2,4 chip",62.6,60.9,62.6,2015,15.65
4764,72,4,18.0,1.0,Intel Xeon E7-8890 v3,2500,Intel Turbo Boost Technology up to 3.30 GHz,"2,4 chips",63.5,61.7,63.5,2015,15.875
8094,72,4,18.0,2.0,Intel Xeon E7-8890 v3,2500,Intel Turbo Boost Technology up to 3.30 GHz,"1,2,3,4 chip",64.6,62.2,64.6,2016,16.15
4173,36,2,18.0,1.0,Intel Xeon E7-8890 v3,2500,Intel Turbo Boost Technology up to 3.30 GHz,"2,4 chip",62.6,60.6,62.6,2015,31.3
5129,72,4,18.0,1.0,Intel Xeon E7-8890 v3,2500,Intel Turbo Boost Technology up to 3.30 GHz,"2,4 chips",62.8,60.7,62.8,2015,15.7
4174,72,4,18.0,1.0,Intel Xeon E7-8890 v3,2500,Intel Turbo Boost Technology up to 3.30 GHz,"2,4 chip",63.4,61.5,63.4,2015,15.85
4765,96,4,24.0,1.0,Intel Xeon E7-8890 v4,2200,Intel Turbo Boost Technology up to 3.40 GHz,"2,4 chips",71.1,68.9,71.1,2016,17.775
2190,96,4,24.0,2.0,Intel Xeon E7-8890 v4,2200,Intel Turbo Boost Technology up to 3.40 GHz,"2,4 chip",69.1,67.5,69.1,2016,17.275
11541,384,16,,,Intel Xeon E7-8890 v4,2200,,2 to 16 chips,5.86,5.31,52.74,2016,3.29625
1173,96,4,24.0,1.0,Intel Xeon E7-8890 v4,2200,Intel Turbo Boost Technology up to 3.40 GHz,"2,4 chips",71.3,69.6,71.3,2016,17.825
3755,96,4,24.0,1.0,Intel Xeon E7-8890 v4,2200,Intel Turbo Boost Technology up to 3.40 GHz,"2,4 chip",71.1,68.6,71.1,2016,17.775
12101,96,4,,,Intel Xeon E7-8890 v4,2200,,"2,4 chips",5.95,5.35,53.55,2016,13.3875
7191,96,4,24.0,1.0,Intel Xeon E7-8890 v4,2200,Intel Turbo Boost Technology up to 3.40 GHz,"2,4 chips",71.1,69.5,71.1,2016,17.775
8125,192,8,24.0,2.0,Intel Xeon E7-8890 v4,2200,Intel Turbo Boost Technology up to 3.40 GHz,"2,4,8 chip",68.3,66.4,68.3,2016,8.5375
7208,96,4,24.0,1.0,Intel Xeon E7-8890 v4,2200,Intel Turbo Boost Technology up to 3.40 GHz,"2,4 chips",71.1,69.4,71.1,2016,17.775
937,96,4,24.0,1.0,Intel Xeon E7-8890 v4,2200,Intel Turbo Boost Technology up to 3.40 GHz,"2,4 chips",71.9,69.7,71.9,2016,17.975
8124,96,4,24.0,2.0,Intel Xeon E7-8890 v4,2200,Intel Turbo Boost Technology up to 3.40 GHz,"2,4 chip",67.9,64.3,67.9,2016,16.975
7214,192,8,24.0,1.0,Intel Xeon E7-8890 v4,2200,Intel Turbo Boost Technology up to 3.40 GHz,"4,8 chips",69.2,67.5,69.2,2016,8.65
4766,40,4,10.0,1.0,Intel Xeon E7-8891 v2,3200,Intel Turbo Boost Technology up to 3.70 GHz,"2,4 chips",65.2,62.3,65.2,2014,16.3
5136,80,8,10.0,1.0,Intel Xeon E7-8891 v2,3200,Intel Turbo Boost Technology up to 3.70 GHz,"4,8 chips",65.9,60.6,65.9,2014,8.2375
4162,40,4,10.0,1.0,Intel Xeon E7-8891 v2,3200,Intel Turbo Boost Technology up to 3.70 GHz,"2,4 chips",63.7,59.3,63.7,2014,15.925
2169,40,4,10.0,1.0,Intel Xeon E7-8891 v2,3200,Intel Turbo Boost Technology up to 3.70 GHz,"2,4 chip",63.8,59.5,63.8,2014,15.95
2191,40,4,10.0,2.0,Intel Xeon E7-8891 v3,2800,Intel Turbo Boost Technology up to 3.50 GHz,"2,4 chip",65.6,63.8,65.6,2015,16.4
4767,40,4,10.0,1.0,Intel Xeon E7-8891 v3,2800,Intel Turbo Boost Technology up to 3.50 GHz,"2,4 chips",66.3,64.2,66.3,2015,16.575
5130,40,4,10.0,1.0,Intel Xeon E7-8891 v3,2800,Intel Turbo Boost Technology up to 3.50 GHz,"2,4 chips",65.4,63.2,65.4,2015,16.35
4175,40,4,10.0,1.0,Intel Xeon E7-8891 v3,2800,Intel Turbo Boost Technology up to 3.50 GHz,"2,4 chip",66.4,64.5,66.4,2015,16.6
3204,40,4,10.0,1.0,Intel Xeon E7-8891 v4,2800,Intel Turbo Boost Technology up to 3.50 GHz,"2,4 chip",75.4,71.3,75.4,2016,18.85
3758,40,4,10.0,1.0,Intel Xeon E7-8891 v4,2800,Intel Turbo Boost Technology up to 3.50 GHz,"2,4 chip",73.3,71.2,73.3,2016,18.325
929,40,4,10.0,1.0,Intel Xeon E7-8891 v4,2800,Intel Turbo Boost Technology up to 3.50 GHz,"2,4 chips",73.7,71.2,73.7,2016,18.425
4768,40,4,10.0,1.0,Intel Xeon E7-8891 v4,2800,Intel Turbo Boost Technology up to 3.50 GHz,"2,4 chips",73.9,71.2,73.9,2016,18.475
2192,40,4,10.0,2.0,Intel Xeon E7-8891 v4,2800,Intel Turbo Boost Technology up to 3.50 GHz,"2,4 chip",71.9,69.5,71.9,2016,17.975
2550,80,8,10.0,1.0,Intel Xeon E7-8891 v4,2800,Intel Turbo Boost Technology up to 3.50 GHz,"2,4,6,8 chip",72.3,69.9,72.3,2016,9.0375
7202,40,4,10.0,1.0,Intel Xeon E7-8891 v4,2800,Intel Turbo Boost Technology up to 3.50 GHz,"2,4 chips",72.7,70.7,72.7,2016,18.175
7192,40,4,10.0,1.0,Intel Xeon E7-8891 v4,2800,Intel Turbo Boost Technology up to 3.50 GHz,"2,4 chips",72.9,71.0,72.9,2016,18.225
7215,80,8,10.0,1.0,Intel Xeon E7-8891 v4,2800,Intel Turbo Boost Technology up to 3.50 GHz,"4,8 chips",73.1,71.1,73.1,2016,9.1375
2207,80,4,20.0,1.0,Intel Xeon Gold 6148,2400,Intel Turbo Boost Technology up to 3.70 GHz,"2,4 chip",78.1,74.8,78.1,2017,19.525
6758,40,2,20.0,1.0,Intel Xeon Gold 6148,2400,Intel Turbo Boost Technology up to 3.70 GHz,"1,2 chips",79.6,75.9,79.6,2017,39.8
9266,40,2,,,Intel Xeon Gold 6148,2400,,"1, 2 chip(s)",9.53,9.25,85.77,2018,42.885
12839,40,2,,,Intel Xeon Gold 6148,2400,,"1,2 chips",9.16,8.89,82.44,2017,41.22
6684,80,4,20.0,1.0,Intel Xeon Gold 6148,2400,Intel Turbo Boost Technology up to 3.70 GHz,"2,4 chips",79.6,76.0,79.6,2017,19.9
6660,40,2,20.0,1.0,Intel Xeon Gold 6148,2400,Intel Turbo Boost Technology up to 3.70 GHz,"1,2 chips",79.2,75.9,79.2,2017,39.6
12450,40,2,,,Intel Xeon Gold 6148,2400,,"1,2 chips",9.38,9.08,84.42,2017,42.21
6630,40,2,20.0,1.0,Intel Xeon Gold 6148,2400,Intel Turbo Boost Technology up to 3.70 GHz,"1,2 chips",79.1,75.8,79.1,2017,39.55
6796,40,2,20.0,1.0,Intel Xeon Gold 6148,2400,Intel Turbo Boost Technology up to 3.70 GHz,"1,2 chips",79.8,76.7,79.8,2017,39.9
9302,40,2,,,Intel Xeon Gold 6148,2400,,"1,2 Chips",9.23,8.97,83.07000000000001,2017,41.535
6825,80,4,20.0,1.0,Intel Xeon Gold 6148,2400,Intel Turbo Boost Technology up to 3.70 GHz,"2,4 chips",78.9,75.7,78.9,2017,19.725
12708,40,2,,,Intel Xeon Gold 6148,2400,,"1,2 chips",9.11,8.88,81.99,2017,40.995
12583,40,2,,,Intel Xeon Gold 6148,2400,,"1,2 chips",9.33,9.01,83.97,2018,41.985
12546,40,2,,,Intel Xeon Gold 6148,2400,,"1,2 chips",9.27,8.99,83.42999999999999,2017,41.715
14658,80,4,,,Intel Xeon Gold 6148,2400,,"1,2,4 (chip)s",10.8,10.7,97.2,2020,24.3
12768,40,2,,,Intel Xeon Gold 6148,2400,,"1,2 chips",9.15,8.88,82.35000000000001,2018,41.175
12517,80,4,,,Intel Xeon Gold 6148,2400,,"1,2 chips",9.14,8.87,82.26,2017,20.565
10408,80,4,,,Intel Xeon Gold 6148,2400,,"1,2 chips",9.09,8.86,81.81,2017,20.4525
4236,40,2,20.0,1.0,Intel Xeon Gold 6148,2400,Intel Turbo Boost Technology up to 3.70 GHz,"1,2 chip",80.5,77.8,80.5,2017,40.25
14621,40,2,,,Intel Xeon Gold 6148,2400,,"1,2 (chip)s",10.4,10.2,93.6,2020,46.8
4482,40,2,20.0,1.0,Intel Xeon Gold 6148,2400,Intel Turbo Boost Technology up to 3.70 GHz,"1,2 chip",80.6,77.7,80.6,2017,40.3
9778,80,4,,,Intel Xeon Gold 6148,2400,,"2,4 Chips",9.21,8.98,82.89000000000001,2017,20.722500000000004
12488,40,2,,,Intel Xeon Gold 6148,2400,,"1,2 chips",9.3,8.97,83.7,2017,41.85
14046,40,2,,,Intel Xeon Gold 6148,2400,,"1,2 chips",9.79,9.53,88.10999999999999,2017,44.05499999999999
6864,80,4,20.0,1.0,Intel Xeon Gold 6148,2400,Intel Turbo Boost Technology up to 3.70 GHz,"2,4 chips",79.4,76.2,79.4,2017,19.85
4269,40,2,20.0,1.0,Intel Xeon Gold 6148,2400,Intel Turbo Boost Technology up to 3.70 GHz,"1,2 chip",80.8,77.7,80.8,2017,40.4
14156,80,4,,,Intel Xeon Gold 6148,2400,,"1,2,3,4 chips",9.23,8.94,83.07000000000001,2017,20.7675
1032,40,2,20.0,1.0,Intel Xeon Gold 6148,2400,Intel Turbo Boost Technology up to 3.70 GHz,"1,2 chips",79.3,76.1,79.3,2017,39.65
13567,80,4,,,Intel Xeon Gold 6148,2400,,"2,4 chips",9.16,8.94,82.44,2017,20.61
13479,80,4,,,Intel Xeon Gold 6148,2400,,"2,4 chips",9.14,8.87,82.26,2017,20.565
13271,40,2,,,Intel Xeon Gold 6148,2400,,"1,2 chips",9.18,8.89,82.62,2017,41.31
1388,40,2,20.0,2.0,Intel Xeon Gold 6148,2400,Intel Turbo Boost Technology up to 3.70 GHz,"1,2 chip",77.5,74.0,77.5,2017,38.75
13855,40,2,,,Intel Xeon Gold 6148,2400,,"1,2 chips",9.21,8.89,82.89000000000001,2018,41.44500000000001
11285,80,4,,,Intel Xeon Gold 6148,2400,,"2,4 chip",9.21,8.91,82.89000000000001,2017,20.722500000000004
9423,40,2,,,Intel Xeon Gold 6148,2400,,"1,2 Chips",9.34,9.1,84.06,2017,42.03
1553,40,2,20.0,2.0,Intel Xeon Gold 6148,2400,Intel Turbo Boost Technology up to 3.70 GHz,"1,2 chip",76.4,73.4,76.4,2017,38.2
12405,40,2,,,Intel Xeon Gold 6148,2400,,"1,2 chips",9.35,9.02,84.14999999999999,2017,42.075
9368,80,4,,,Intel Xeon Gold 6148,2400,,"2,4 Chips",9.27,9.02,83.42999999999999,2017,20.8575
13074,40,2,,,Intel Xeon Gold 6148,2400,,"1,2 chips",9.15,8.82,82.35000000000001,2017,41.175
13031,40,2,,,Intel Xeon Gold 6148,2400,,"1,2 chips",9.2,8.91,82.8,2017,41.4
9906,40,2,,,Intel Xeon Gold 6148,2400,,"1,2 chips",9.19,8.9,82.71,2017,41.355
13824,40,2,,,Intel Xeon Gold 6148,2400,,"1,2 chips",9.11,8.82,81.99,2017,40.995
12994,40,2,,,Intel Xeon Gold 6148,2400,,"1,2 chips",9.1,8.88,81.89999999999999,2017,40.95
12339,40,2,,,Intel Xeon Gold 6148,2400,,"1,2 chips",9.39,9.1,84.51,2017,42.255
12247,40,2,,,Intel Xeon Gold 6148,2400,,"1,2 chips",9.38,9.09,84.42,2017,42.21
12874,80,4,,,Intel Xeon Gold 6148,2400,,"2,4 chips",9.21,8.95,82.89000000000001,2017,20.722500000000004
14602,40,2,,,Intel Xeon Gold 6148,2400,,"1,2 (chip)s",9.02,8.81,81.17999999999999,2020,40.59
13516,80,4,,,Intel Xeon Gold 6148,2400,,"2,4 chips",9.0,8.69,81.0,2017,20.25
1138,40,2,20.0,1.0,Intel Xeon Gold 6148,2400,Intel Turbo Boost Technology up to 3.70 GHz,"1,2 chips",79.5,76.3,79.5,2017,39.75
9609,40,2,,,Intel Xeon Gold 6148,2400,,"1,2 Chips",9.37,9.09,84.33,2017,42.165
12769,40,2,,,Intel Xeon Gold 6148F,2400,,"1,2 chips",9.15,8.86,82.35000000000001,2018,41.175
1328,40,2,20.0,2.0,Intel Xeon Gold 6148F,2400,Intel Turbo Boost Technology up to 3.70 GHz,"1,2 chip",50.0,45.1,50.0,2017,25.0
12489,36,2,,,Intel Xeon Gold 6150,2700,,"1,2 chips",9.22,8.88,82.98,2017,41.49
4270,36,2,18.0,1.0,Intel Xeon Gold 6150,2700,Intel Turbo Boost Technology up to 3.70 GHz,"1,2 chip",79.1,75.9,79.1,2017,39.55
12248,36,2,,,Intel Xeon Gold 6150,2700,,"1,2 chips",9.24,8.95,83.16,2017,41.58
12547,36,2,,,Intel Xeon Gold 6150,2700,,"1,2 chips",9.2,8.92,82.8,2017,41.4
13522,72,4,,,Intel Xeon Gold 6150,2700,,"2,4 chips",9.16,8.89,82.44,2017,20.61
12717,36,2,,,Intel Xeon Gold 6150,2700,,"1,2 chips",9.05,8.78,81.45,2017,40.725
9779,72,4,,,Intel Xeon Gold 6150,2700,,"2,4 Chips",9.29,9.04,83.60999999999999,2017,20.9025
13487,72,4,,,Intel Xeon Gold 6150,2700,,"2,4 chips",9.12,8.87,82.08,2017,20.52
1139,36,2,18.0,1.0,Intel Xeon Gold 6150,2700,Intel Turbo Boost Technology up to 3.70 GHz,"1,2 chips",79.3,75.6,79.3,2017,39.65
12776,36,2,,,Intel Xeon Gold 6150,2700,,"1,2 chips",9.05,8.76,81.45,2018,40.725
9102,36,2,,,Intel Xeon Gold 6150,2700,,"1, 2 chip(s)",9.16,8.87,82.44,2017,41.22
4483,36,2,18.0,1.0,Intel Xeon Gold 6150,2700,Intel Turbo Boost Technology up to 3.70 GHz,"1,2 chip",79.4,76.0,79.4,2017,39.7
11286,72,4,,,Intel Xeon Gold 6150,2700,,"2,4 chip",9.11,8.83,81.99,2017,20.4975
9424,36,2,,,Intel Xeon Gold 6150,2700,,"1,2 Chips",9.13,8.79,82.17,2017,41.085
1330,36,2,18.0,2.0,Intel Xeon Gold 6150,2700,Intel Turbo Boost Technology up to 3.70 GHz,"1,2 chip",73.7,70.2,73.7,2017,36.85
12518,72,4,,,Intel Xeon Gold 6150,2700,,"2,4 chips",9.08,8.78,81.72,2017,20.43
